,County,School,% Advanced,% Proficient,% Basic,% Below Basic
1958,LUZERNE,THIRD AVENUE EL SCH,8.62,35.94,37.48,17.97
1959,BERKS,THIRTEENTH & GREEN E,3.04,24.34,32.38,40.3
1960,BERKS,THIRTEENTH & UNION E,5.7,23.43,30.12,40.76
1961,PHILADELPHIA,THOMAS HOLME SCHOOL,8.49,32.05,33.5,25.9
1962,NORTHAMPTON,THOMAS JEFFERSON EL,19.65,38.44,26.93,14.94
1963,ALLEGHENY,THOMAS JEFFERSON MS,47.8,36.26,12.28,3.72
1964,DAUPHIN,THOMAS W. HOLTZMAN JR. EL. SCH,16.27,31.37,28.54,23.81
1965,LANCASTER,THOMAS WHARTON EL SCH,23.76,33.33,24.84,18.01
1966,JUNIATA,THOMPSONTOWN-DELAWAR,32.68,38.56,17.62,11.1
1967,WARREN,TIDIOUTE COMMUNITY CS,13.55,34.25,32.48,19.83
1968,BERKS,TILDEN EL CENTER,21.0,41.55,23.41,14.06
1969,PHILADELPHIA,TILDEN WILLIAM MS,0.0,5.48,25.21,69.28
1970,BUCKS,TINICUM EL SCH,45.29,38.39,11.44,4.89
1971,DELAWARE,TINICUM SCH,15.57,41.05,28.64,14.8
1972,BUCKS,TITUS EL SCH,37.07,41.1,17.6,4.23
1973,VENANGO,TITUSVILLE MS,13.49,32.35,32.32,21.84
1974,DELAWARE,TOBY FARMS INTERMEDIATE SCHOOL,0.23,7.44,27.6,64.69
1975,MONROE,TOBYHANNA EL CTR,22.54,38.38,30.38,8.71
1976,BEAVER,TODD LANE EL SCH,31.85,38.41,20.16,9.54
1977,BUCKS,TOHICKON MS,35.17,40.65,17.42,6.72
1978,BUCKS,TOHICKON VALLEY EL SCH,24.23,43.87,23.39,8.48
1979,CARBON,TOWAMENSING EL SCH,26.98,38.57,22.81,11.63
1980,BRADFORD,TOWANDA AREA EL SCH,9.93,29.59,29.55,30.89
1981,BRADFORD,TOWANDA AREA JSHS,11.41,31.92,30.54,26.13
1982,ERIE,TRACY EL SCH,24.69,41.29,19.21,14.86
1983,WESTMORELAND,TRAFFORD EL SCH,25.42,41.23,22.92,10.42
1984,WESTMORELAND,TRAFFORD MS,23.05,38.63,25.39,12.88
1985,CHESTER,TREDYFFRIN-EASTTOWN,43.37,37.69,14.08,4.84
1986,LEHIGH,TREXLER MS,3.44,14.7,34.41,47.45
1987,DAUPHIN,TRI COMMUNITY EL SCH,10.02,36.02,30.58,23.38
1988,SCHUYLKILL,TRI-VALLEY JSHS,10.17,32.63,35.42,21.74
1989,YORK,TRIMMER EL SCH,31.2,35.67,23.62,9.47
1990,WASHINGTON,TRINITY EAST EL SCH,42.05,42.67,12.75,2.53
1991,WASHINGTON,TRINITY MS,18.6,37.09,28.91,15.44
1992,WASHINGTON,TRINITY NORTH EL SCH,23.43,38.28,24.39,13.93
1993,WASHINGTON,TRINITY SOUTH EL SCH,27.5,39.42,23.35,9.79
1994,WASHINGTON,TRINITY WEST EL SCH,36.34,44.08,14.14,5.49
1995,BRADFORD,TROY AREA SHS,23.38,40.36,23.72,12.54
1996,BRADFORD,TROY INTRMD SCH,20.9,34.92,27.5,16.63
1997,BUCKS,TRUMBAUERSVILLE EL SCH,42.75,38.32,15.14,3.75
1998,BERKS,TULPEHOCKEN JSHS,16.42,31.93,32.47,19.18
1999,WYOMING,TUNKHANNOCK MS,16.41,33.81,29.23,20.56
2000,NORTHUMBERLAND,TURBOTVILLE EL SCH,38.44,35.29,19.21,7.05
2001,SOMERSET,TURKEYFOOT VALLEY AR EL,19.33,31.73,31.21,17.75
2002,SOMERSET,TURKEYFOOT VALLEY AR JS,1.25,21.73,44.72,32.3
2003,ALLEGHENY,TURNER EL SCH,3.19,21.7,39.17,35.99
2004,JUNIATA,TUSCARORA MS,11.62,30.31,34.66,23.41
2005,JUNIATA,TUSCARORA VALLEY EL,4.78,30.15,38.08,27.0
2006,BEDFORD,TUSSEY MOUNTAIN JHS,14.01,31.67,29.66,24.66
2007,BERKS,TWELFTH & MARION EL,2.44,17.17,31.46,48.92
2008,ALLEGHENY,TWIN RIVERS INTRMD SCH,8.49,26.64,31.88,32.99
2009,BERKS,TWIN VALLEY EL CTR,25.17,41.16,22.19,11.42
2010,BERKS,TWIN VALLEY MS,20.3,39.67,26.07,14.05
2011,BLAIR,TYRONE AREA EL SCH,27.24,37.62,21.48,13.7
2012,BLAIR,TYRONE AREA MS,16.61,31.13,30.64,21.58
2013,BERKS,TYSON-SCHOENER EL SCH,1.83,15.28,30.4,52.49
2014,BUCKS,UNAMI MS,35.29,40.37,17.51,6.83
2015,LAWRENCE,UNION AREA MS,13.49,37.04,29.86,19.56
2016,LEBANON,UNION CANAL EL SCH,24.46,42.11,22.57,10.89
2017,ERIE,UNION CITY EL SCH,22.76,38.35,26.7,12.18
2018,ERIE,UNION CITY MS,17.79,30.07,30.99,21.21
2019,CLARION,UNION HS,3.89,42.22,38.98,14.95
2020,LAWRENCE,UNION MEMORIAL EL SCH,26.37,39.49,21.63,12.48
2021,LEHIGH,UNION TERRACE EL SCH,4.28,23.89,31.17,40.66
2022,CHESTER,UNIONVILLE EL SCH,49.02,36.79,9.65,4.54
2023,INDIANA,UNITED EL SCH,26.31,37.13,24.37,12.1
2024,INDIANA,UNITED JSHS,15.22,35.58,28.85,20.33
2025,PHILADELPHIA,UNIVERSAL ALCORN CHARTER SCHOOL,3.14,14.74,30.11,52.0
2026,PHILADELPHIA,UNIVERSAL BLUFORD CHARTER SCHO,2.02,16.83,31.27,49.89
2027,PHILADELPHIA,UNIVERSAL CREIGHTON CHARTER SCH,7.3,22.84,27.99,41.78
2028,PHILADELPHIA,UNIVERSAL DAROFF CHARTER SCHOOL,0.97,10.12,34.08,54.87
2029,PHILADELPHIA,UNIVERSAL INSTITUTE CS,3.73,19.34,30.01,47.01
2030,PHILADELPHIA,UNIVERSAL VARE CS,2.51,14.45,31.73,51.32
2031,ALLEGHENY,UNIVERSITY PARK EL SCH,32.09,37.88,18.09,11.96
2032,ADAMS,UPPER ADAMS MS,17.49,37.6,27.92,16.99
2033,CUMBERLAND,UPPER ALLEN EL SCH,32.95,41.97,16.33,8.69
2034,DAUPHIN,UPPER DAUPHIN AREA E,30.01,38.72,24.11,7.15
2035,DAUPHIN,UPPER DAUPHIN AREA M,14.74,35.43,32.09,17.73
2036,MONTGOMERY,UPPER MERION MS,29.08,38.25,20.54,12.04
2037,MONTGOMERY,UPPER MORELAND INTERMEDIATE SCH,24.32,41.01,24.48,10.2
2038,MONTGOMERY,UPPER MORELAND MS,20.47,38.85,28.44,12.15
2039,MONTGOMERY,UPPER PERKIOMEN MS,18.78,34.64,29.45,17.17
2040,MONTGOMERY,UPPER PROVIDENCE ELEM SCHOOL,34.38,46.58,14.6,4.48
2041,ALLEGHENY,URBAN ACADEMY OF GREATER PITTS,9.17,31.84,32.68,26.26
2042,ALLEGHENY,URBAN PATHWAYS 6-12 CHARTER SCH,2.04,13.74,33.46,50.86
2043,ALLEGHENY,URBAN PATHWAYS K-5 COLLEGE CS,6.59,26.39,39.1,27.92
2044,CHESTER,UWCHLAN HILLS EL SCH,41.18,41.96,12.63,4.19
2045,BUCKS,VALLEY EL SCH,17.66,40.33,28.0,14.02
2046,LUZERNE,VALLEY EL/MS,22.16,37.39,26.4,14.04
2047,CHESTER,VALLEY FORGE EL SCH,46.39,38.49,10.34,4.78
2048,CHESTER,VALLEY FORGE MS,45.21,37.04,13.18,4.61
2049,VENANGO,VALLEY GROVE ELEM SCHOOL,18.22,36.01,31.33,14.43
2050,LACKAWANNA,VALLEY VIEW INTRMD,25.8,42.15,20.17,11.89
2051,LACKAWANNA,VALLEY VIEW MS,14.75,33.69,29.86,21.71
2052,PHILADELPHIA,VARE-WASHINGTON EL SCH,3.97,23.63,31.94,40.48
2053,ALLEGHENY,VERNER EL SCH,27.91,39.46,22.61,10.11
2054,MONTGOMERY,VERNFIELD ELEM SCHOOL,38.68,39.08,16.94,5.34
2055,VENANGO,VICTORY EL SCH,9.89,35.67,32.87,21.52
2056,ADAMS,VIDA CHARTER SCHOOL,14.8,32.61,31.75,20.84
2057,CHESTER,VINCENT EL SCH,51.39,34.63,11.67,2.32
2058,DELAWARE,VISION ACADEMY CHARTER SCHOOL,3.21,22.19,28.1,46.49
2059,INDIANA,W A MCCREERY EL SCH,19.8,40.63,25.04,14.53
2060,DELAWARE,W B EVANS EL SCH,10.41,36.0,30.29,23.3
2061,COLUMBIA,W W EVANS MEMORIAL E,29.02,41.15,17.64,12.17
2062,PHILADELPHIA,WAGNER GEN LOUIS MS,0.41,7.67,32.5,59.42
2063,JUNIATA,WALKER TWP EL SCH,13.34,32.6,37.74,16.33
2064,PIKE,WALLENPAUPACK AREA M,18.84,38.04,28.6,14.51
2065,PIKE,WALLENPAUPACK NO INT,23.39,41.16,23.5,11.95
2066,PIKE,WALLENPAUPACK SOUTH,20.21,35.71,27.36,16.8
2067,DELAWARE,WALLINGFORD EL SCH,49.01,35.45,11.0,4.5
2068,ERIE,WALNUT CREEK MS,33.25,36.9,21.85,8.06
2069,DELAWARE,WALNUT STREET EL SCH,3.68,15.41,30.6,50.35
2070,BUCKS,WALT DISNEY EL SCH,23.59,44.43,21.29,10.65
2071,DELAWARE,WALTER M SENKOW ELEM SCH,17.61,35.26,30.61,16.52
2072,BUCKS,WALTER MILLER ES,29.96,35.97,24.09,9.98
2073,MONTGOMERY,WALTON FARM EL SCH,39.11,36.71,17.03,7.1
2074,LYCOMING,WARD L MYERS EL SCH,31.04,37.61,21.74,9.6
2075,PHILADELPHIA,WARING LAURA SCH,2.11,14.92,33.35,49.58
2076,WARREN,WARREN AREA ELEM CTR,12.77,37.18,26.62,23.44
2077,TIOGA,WARREN L MILLER EL SCH,15.97,35.27,28.02,20.69
2078,NORTHUMBERLAND,WARRIOR RUN MS,24.27,40.41,23.4,11.97
2079,BUCKS,WARWICK EL SCH,47.08,37.98,11.99,2.99
2080,LANCASTER,WARWICK MS,24.98,37.98,22.91,14.13
2081,YORK,WASHINGTON EL SCH,20.67,34.14,23.51,21.66
2082,YORK,WASHINGTON HEIGHTS E,20.3,40.62,25.97,13.11
2083,LAWRENCE,WASHINGTON INTRMD EL,10.2,29.8,32.12,27.89
2084,PHILADELPHIA,WASHINGTON MARTHA SCH,1.89,16.28,32.49,49.33
2085,WASHINGTON,WASHINGTON PARK ES,11.77,31.83,34.02,22.33
2086,WASHINGTON,WASHINGTON PARK MS,9.11,25.32,33.83,31.74
2087,CLEARFIELD,WASSON AVENUE EL SCH,25.76,36.74,27.22,10.28
2088,ERIE,WATERFORD EL SCH,27.23,35.29,23.21,14.31
2089,NORTHUMBERLAND,WATSONTOWN EL SCH,16.45,38.47,30.4,14.67
2090,ERIE,WATTSBURG AREA EL CTR,22.76,45.49,22.73,9.1
2091,ERIE,WATTSBURG AREA MS,11.01,32.6,34.22,22.16
2092,LACKAWANNA,WAVERLY SCH,37.57,46.89,13.17,2.34
2093,DELAWARE,WAYNE ELEM,48.18,33.02,13.13,5.68
2094,WAYNE,WAYNE HIGHLANDS MS,23.46,36.31,27.38,12.8
2095,ERIE,WAYNE MS,1.72,11.03,27.22,60.03
2096,FRANKLIN,WAYNESBORO AREA MS,19.22,33.39,28.31,19.09
2097,GREENE,WAYNESBURG CENTRAL EL,14.36,37.46,27.16,20.98
2098,CARBON,WEATHERLY AREA EL SCH,26.43,41.35,20.04,12.13
2099,CARBON,WEATHERLY AREA MS,14.28,43.54,25.66,16.55
2100,PHILADELPHIA,WEBSTER JOHN H SCH,2.17,13.59,32.57,51.67
2101,YORK,WEIGELSTOWN EL SCH,20.74,36.32,29.65,13.3
2102,ALLEGHENY,WEIL TECHNOLOGY INSTITUTE,2.56,16.33,35.19,45.94
2103,LEHIGH,WEISENBERG EL SCH,44.18,39.66,12.8,3.34
2104,YORK,WELLSVILLE CAMPUS,18.49,39.62,29.21,12.68
2105,PHILADELPHIA,WELSH JOHN SCH,0.96,12.23,31.28,55.56
2106,MONTGOMERY,WELSH VALLEY MS,36.1,39.24,17.61,7.06
2107,WESTMORELAND,WENDOVER MS,34.52,39.54,20.27,5.71
2108,LEHIGH,WESCOSVILLE EL SCH,24.44,44.42,21.26,9.94
2109,ALLEGHENY,WEST ALLEGHENY MS,19.51,37.74,26.14,16.61
2110,CHESTER,WEST BRADFORD EL SCH,46.95,35.68,11.67,5.7
2111,CLEARFIELD,WEST BRANCH AREA EL,15.7,31.53,30.24,22.53
2112,CLEARFIELD,WEST BRANCH AREA JSH,9.79,29.07,32.43,28.71
2113,MONTGOMERY,WEST BROAD STREET EL,28.31,41.65,22.77,7.3
2114,FAYETTE,WEST CRAWFORD EL SCHOOL,3.92,22.65,37.09,36.34
2115,CUMBERLAND,WEST CREEK HILLS EL SCH,32.02,37.83,19.54,10.61
2116,JEFFERSON,WEST END EL SCH,15.01,42.5,25.03,17.46
2117,FOREST,WEST FOREST EL SCH,11.8,37.11,32.05,19.11
2118,FOREST,WEST FOREST JSHS,9.51,36.88,34.54,19.03
2119,GREENE,WEST GREENE EL CTR,18.79,39.06,27.6,14.5
2120,GREENE,WEST GREENE MS,8.69,30.86,32.15,28.3
2121,DAUPHIN,WEST HANOVER EL SCH,33.17,45.75,16.86,4.27
2122,LUZERNE,WEST HAZLETON EL/MS,5.68,20.35,32.81,41.21
2123,WESTMORELAND,WEST HEMPFIELD EL SCH,30.8,38.19,19.84,11.15
2124,WESTMORELAND,WEST HEMPFIELD MS,16.44,38.61,29.67,15.29
2125,MERCER,WEST HILL EL SCH,4.82,29.1,30.65,35.43
2126,ARMSTRONG,WEST HILLS INTERMEDIATE SCH,15.56,36.35,29.87,18.21
2127,ARMSTRONG,WEST HILLS PRIMARY SCH,18.55,43.7,27.05,10.7
2128,ALLEGHENY,WEST LIBERTY ELEM SCH,19.79,40.61,24.71,14.88
2129,YORK,WEST MANHEIM EL SCH,23.98,40.52,22.76,12.73
2130,MERCER,WEST MIDDLESEX AREA HS,8.65,37.3,34.63,19.41
2131,ALLEGHENY,WEST MIFFLIN AREA MS,10.84,33.02,31.16,24.94
2132,WESTMORELAND,WEST NEWTON EL SCH,24.15,37.68,24.66,13.56
2133,PHILADELPHIA,WEST OAK LANE CS,5.98,23.13,33.7,37.18
2134,SCHUYLKILL,WEST PENN TWP EL SCH,23.55,44.59,21.38,10.53
2135,PERRY,WEST PERRY MS,18.84,32.75,28.7,19.75
2136,PHILADELPHIA,WEST PHILA ACHIEVEMENT CS,4.61,24.27,33.93,37.19
2137,WESTMORELAND,WEST POINT EL SCH,36.31,44.51,15.58,3.59
2138,BERKS,WEST READING EL CTR,32.34,38.09,20.71,8.86
2139,BUCKS,WEST ROCKHILL SCHOOL,36.01,39.13,20.35,4.5
2140,LACKAWANNA,WEST SCRANTON INTRMD,12.44,30.32,28.91,28.33
2141,ARMSTRONG,WEST SHAMOKIN JSHS,12.37,34.56,30.64,22.39
2142,CAMBRIA,WEST SIDE EL SCH,5.37,18.74,34.26,41.58
2143,SNYDER,WEST SNYDER EL SCH,18.82,41.81,26.8,12.68
2144,ALLEGHENY,WEST VIEW EL SCH,30.51,42.62,21.34,5.54
2145,CHESTER,WEST VINCENT EL SCH,53.88,31.53,12.39,2.25
2146,YORK,WEST YORK MS,20.16,35.01,28.16,16.63
2147,DELAWARE,WESTBROOK PARK EL SCH,9.33,35.29,31.28,24.12
2148,BEAVER,WESTERN BEAVER CO JS/HS,15.53,40.9,31.96,11.66
2149,LEHIGH,WESTERN SALISBURY EL,28.79,32.57,20.84,17.82
2150,WAYNE,WESTERN WAYNE MS,18.94,35.6,28.22,17.24
2151,TIOGA,WESTFIELD AREA EL SCH,16.44,39.7,31.0,12.91
2152,ERIE,WESTLAKE MS,21.32,39.2,25.78,13.75
2153,CAMBRIA,WESTMONT HILLTOP EL,32.99,38.1,18.92,9.99
2154,CAMBRIA,WESTMONT HILLTOP MS,22.99,37.71,25.97,13.33
2155,CHESTER,WESTTOWN-THORNBURY E,52.18,34.62,10.52,2.69
2156,ALLEGHENY,WESTWOOD EL SCH,6.54,30.38,30.36,32.68
2157,ALLEGHENY,WEXFORD EL SCH,58.95,33.05,5.65,2.35
2158,FAYETTE,WHARTON SCH,23.83,39.13,23.28,13.75
2159,LANCASTER,WHEATLAND MS,7.01,22.25,33.03,37.67
2160,NORTHUMBERLAND,WHITE DEER EL SCH,35.16,33.7,20.89,10.29
2161,MONTGOMERY,WHITEHALL EL SCH,28.2,38.72,21.02,12.05
2162,LEHIGH,WHITEHALL-COPLAY MS,14.38,34.23,29.91,21.46
2163,MONTGOMERY,WHITEMARSH EL SCH,48.55,42.2,7.8,1.45
2164,BERKS,WHITFIELD EL SCH,31.18,42.42,17.49,8.93
2165,ALLEGHENY,WHITTIER EL SCH,17.04,34.97,33.17,14.81
2166,LANCASTER,WICKERSHAM EL SCH,16.3,31.12,27.94,24.58
2167,DELAWARE,WIDENER PARTNERSHIP CS,2.32,18.55,30.42,48.75
2168,ALLEGHENY,WILKINS EL SCH,4.9,20.9,36.9,37.3
2169,ALLEGHENY,WILKINSBURG MS,1.19,4.71,34.9,59.16
2170,PHILADELPHIA,WILLARD FRANCES E SCH,9.8,30.06,28.25,31.85
2171,NORTHAMPTON,WILLIAM PENN EL SCH,21.84,39.29,22.73,16.11
2172,BUCKS,WILLIAM PENN MS,28.52,35.77,22.48,13.24
2173,LACKAWANNA,WILLIAM PRESCOTT NO 38,23.12,37.47,28.65,10.75
2174,NORTHAMPTON,WILLIAMS TOWNSHIP EL,43.86,39.93,13.8,2.4
2175,SCHUYLKILL,WILLIAMS VALLEY EL SCH,12.05,33.35,33.62,20.99
2176,SCHUYLKILL,WILLIAMS VALLEY JSHS,8.98,36.92,27.2,26.9
2177,BLAIR,WILLIAMSBURG COMM EL,12.57,42.53,34.3,10.55
2178,BLAIR,WILLIAMSBURG COMM JSHS,11.7,32.48,34.61,21.3
2179,TIOGA,WILLIAMSON SHS,11.72,34.93,32.91,20.44
2180,LYCOMING,WILLIAMSPORT AREA MS,16.08,32.79,28.53,22.57
2181,BERKS,WILLOW CREEK EL SCH,20.05,43.79,24.18,11.98
2182,BUCKS,WILLOW DALE EL SCH,17.92,35.11,28.5,18.49
2183,MONTGOMERY,WILLOW HILL SCH,31.6,41.21,21.35,5.87
2184,LEHIGH,WILLOW LANE ES,34.64,37.56,18.46,9.34
2185,LAWRENCE,WILMINGTON AREA MS,13.13,36.67,30.71,19.46
2186,NORTHAMPTON,WILSON BOROUGH EL,39.92,39.36,14.87,5.83
2187,WAYNE,WILSON EL SCH,28.52,42.53,19.07,9.91
2188,ERIE,WILSON MS,12.64,26.47,32.34,28.53
2189,BERKS,WILSON SOUTHERN MS,28.45,39.69,20.95,10.92
2190,BERKS,WILSON WEST MS,26.29,40.02,22.84,10.86
2191,PHILADELPHIA,WILSON WOODROW MS,7.05,22.48,32.23,38.19
2192,NORTHAMPTON,WIND GAP MS,13.13,39.04,30.43,17.4
2193,SOMERSET,WINDBER AREA MS,24.95,39.42,26.14,9.46
2194,SOMERSET,WINDBER EL SCH,33.21,41.33,20.7,4.75
2195,CENTRE,WINGATE EL SCH,19.4,36.25,26.11,18.24
2196,PHILADELPHIA,WISSAHICKON CS,6.44,23.97,34.77,34.82
2197,MONTGOMERY,WISSAHICKON MS,36.43,38.15,17.56,7.85
2198,PHILADELPHIA,WISTER JOHN SCH,1.1,11.81,34.54,52.55
2199,CENTRE,WONDERLAND CS,18.38,35.62,25.3,20.69
2200,MONTGOMERY,WOODLAND EL SCH,30.58,39.36,20.55,9.5
2201,ALLEGHENY,WOODLAND HILLS ACAD,16.02,34.34,28.19,21.49
2202,ALLEGHENY,WOODLAND HILLS INTERMEDIATE SCH,4.76,17.12,34.4,43.69
2203,ALLEGHENY,WOODLAND HILLS JSHS,5.43,15.99,31.27,47.26
2204,DELAWARE,WOODLYN EL SCH,14.73,41.69,26.61,16.91
2205,CLINTON,WOODWARD EL,20.28,40.8,24.26,14.68
2206,ALLEGHENY,WOOLSLAIR ELEM SCHL,1.08,23.68,45.17,30.12
2207,MONTGOMERY,WORCESTER ELEM SCH,47.85,36.59,10.63,4.98
2208,PHILADELPHIA,WORLD COMMUNICATIONS CS,0.55,10.23,30.1,59.12
2209,DELAWARE,WORRALL EL SCH,43.65,42.59,11.31,2.41
2210,PHILADELPHIA,WRIGHT RICHARD R SCH,0.0,8.53,24.66,66.77
2211,BUCKS,WRIGHTSTOWN EL SCH,51.14,35.53,11.98,1.35
2212,YORK,WRIGHTSVILLE EL SCH,30.76,40.06,19.89,9.31
2213,BRADFORD,WYALUSING VALLEY EL SCH,14.64,32.87,32.22,20.31
2214,BRADFORD,WYALUSING VALLEY JSHS,13.51,29.95,33.44,23.1
2215,LUZERNE,WYCALLIS ELEM,48.69,36.95,11.44,2.94
2216,ALLEGHENY,WYLAND EL SCH,40.3,37.13,17.31,5.28
2217,WASHINGTON,WYLANDVILLE EL SCH,28.32,49.76,15.97,5.94
2218,MONTGOMERY,WYNCOTE EL SCH,31.72,37.18,21.34,9.74
2219,LUZERNE,WYOMING AREA SEC CTR,15.74,32.5,25.09,26.66
2220,LUZERNE,WYOMING VALLEY WEST MS,11.86,28.8,31.37,28.02
2221,BERKS,WYOMISSING AREA JSHS,27.3,29.7,22.88,20.16
2222,BERKS,WYOMISSING HILLS EL CTR,37.43,33.26,17.42,11.91
2223,CUMBERLAND,YELLOW BREECHES MID SCH,18.05,36.71,30.5,14.74
2224,YORK,YORK ACADEMY REGIONAL CHARTER,15.62,35.17,30.16,19.04
2225,MONTGOMERY,YORK AVENUE EL SCH,36.32,42.65,15.6,5.43
2226,YORK,YORK HAVEN EL SCH,32.5,45.85,15.85,5.85
2227,YORK,YORK SUBURBAN MS,38.01,35.57,16.69,9.65
2228,YORK,YORK TWP EL SCH,21.55,41.85,27.2,9.35
2229,WESTMORELAND,YOUGH MS,15.15,33.66,28.17,22.99
2230,PHILADELPHIA,YOUNG SCHOLARS CS,7.93,26.58,34.96,30.54
2231,PHILADELPHIA,YOUNG SCHOLARS KENDERTON CS,0.17,7.18,28.9,63.84
2232,CENTRE,YOUNG SCHOLARS OF CENTRAL PA CS,28.89,36.71,27.29,7.12
2233,ALLEGHENY,YOUNG SCHOLARS OF MCKEESPORT CS,1.51,24.23,25.73,48.48
2234,ALLEGHENY,YOUNG SCHOLARS OF WESTERN PA CS,21.04,35.47,25.25,18.34
2235,WARREN,YOUNGSVILLE EL/ MS,16.04,32.9,29.1,22.0
2236,LEHIGH,ZEPHYR EL SCH,25.39,40.81,22.37,11.41
2237,PHILADELPHIA,ZIEGLER WILLIAM H SCH,2.99,18.52,29.64,48.88
