,County,School,% Advanced,% Proficient,% Basic,% Below Basic
583,WAYNE,EVERGREEN EL SCH,38.96,38.8,16.32,5.91
584,LEHIGH,EXECUTIVE EDUCATION ACADEMY CH,1.69,16.88,37.92,43.51
585,BERKS,EXETER TWP JHS,19.68,36.77,25.89,17.61
586,CHESTER,EXTON EL SCH,43.49,39.08,13.6,3.88
587,LEHIGH,EYER MIDDLE SCH,26.81,38.26,23.37,11.58
588,ADAMS,FAIRFIELD AREA EL SCH,18.61,33.77,32.1,15.46
589,ADAMS,FAIRFIELD AREA MS,18.87,41.75,24.78,14.55
590,FRANKLIN,FAIRVIEW AVENUE EL SCH,28.08,38.48,22.73,10.71
591,YORK,FAIRVIEW EL SCH,41.93,35.89,15.93,6.24
592,ERIE,FAIRVIEW MS,31.95,38.54,19.32,10.19
593,FRANKLIN,FALLING SPRING EL SCH,30.06,42.03,22.71,5.2
594,BUCKS,FALLSINGTON EL SCH,27.77,37.83,24.93,9.47
595,FRANKLIN,FANNETT-METAL EL SCH,22.18,34.24,26.84,16.74
596,FRANKLIN,FANNETT-METAL MS,14.85,32.83,30.49,21.87
597,LANCASTER,FARMDALE EL SCH,31.18,37.44,20.59,10.8
598,NORTHAMPTON,FARMERSVILLE EL SCH,16.31,39.49,24.65,19.56
599,MERCER,FARRELL AREA ES/LMS,2.36,25.05,34.0,38.64
600,MERCER,FARRELL AREA HS/UMS,1.65,15.17,36.88,46.3
601,PHILADELPHIA,FARRELL LOUIS H SCH,8.21,27.27,34.97,29.57
602,BUCKS,FAUST EL SCH,8.41,30.5,34.58,26.43
603,YORK,FAWN EL SCH,37.41,40.15,17.68,4.76
604,JUNIATA,FAYETTE TWP EL SCH,29.36,38.03,23.18,9.42
605,FRANKLIN,FAYETTEVILLE EL SCH,22.36,38.0,24.18,15.46
606,LACKAWANNA,FELL CS,13.95,33.53,34.42,18.14
607,PHILADELPHIA,FELTONVILLE INTERMEDIATE SCH,2.36,15.44,29.99,52.26
608,PHILADELPHIA,FELTONVILLE SCH ARTS & SCIENCE,1.18,12.32,30.08,56.38
609,YORK,FERGUSON SCH,2.65,14.72,32.77,49.84
610,CENTRE,FERGUSON TWP EL SCH,49.62,30.55,12.72,7.06
611,JUNIATA,FERMANAGH-MIFFLINTOW,15.25,37.63,30.17,16.86
612,CHESTER,FERN HILL EL SCH,43.19,39.91,11.79,5.11
613,CAMBRIA,FERNDALE AREA JSHS,10.9,28.98,32.8,27.31
614,CAMBRIA,FERNDALE EL SCH,15.15,38.06,30.07,16.71
615,DAUPHIN,FINK EL SCH,10.83,37.62,29.05,22.49
616,PHILADELPHIA,FINLETTER THOMAS K SCH,2.46,19.63,31.24,46.61
617,CRAWFORD,FIRST DISTRICT EL SCH,13.7,31.34,33.05,21.96
618,PHILADELPHIA,FIRST PHILA CS FOR LITERACY,3.54,20.91,35.45,40.1
619,WASHINGTON,FIRST STREET EL SCH,51.6,32.95,10.02,5.38
620,YORK,FISHING CREEK EL SCH,17.73,42.71,26.31,13.26
621,BUCKS,FITCH EL SCH,6.51,28.39,32.41,32.68
622,PHILADELPHIA,FITLER ACADEMICS PLUS,4.07,22.93,38.55,34.45
623,PHILADELPHIA,FITZPATRICK ALOYSIUS,7.13,31.22,29.37,32.28
624,MONTGOMERY,FITZWATER EL SCH,40.57,37.3,15.92,6.21
625,NORTHAMPTON,FIVE POINTS EL SCH,29.1,37.02,22.16,11.76
626,BERKS,FLEETWOOD MS,18.03,37.09,28.98,15.9
627,MCKEAN,FLOYD FRETZ MD SCH,15.99,33.33,31.95,18.78
628,LEHIGH,FOGELSVILLE SCH,39.39,38.48,17.99,4.14
629,PHILADELPHIA,FOLK ARTS-CULTURAL TREASURES CS,28.79,33.52,24.23,13.52
630,DAUPHIN,FOOSE  SCH,4.47,15.76,25.31,54.47
631,BLAIR,FOOT OF TEN EL SCH,25.52,41.26,20.31,12.91
632,FULTON,FORBES ROAD EL SCH,30.33,39.32,21.8,8.51
633,FULTON,FORBES ROAD JSHS,31.31,28.71,25.21,14.81
634,SUSQUEHANNA,FOREST CITY REG EL,22.23,36.46,27.13,14.23
635,SUSQUEHANNA,FOREST CITY REG HS,13.17,32.03,33.34,21.51
636,CAMBRIA,FOREST HILLS EL SCH,27.32,35.48,25.49,11.71
637,CAMBRIA,FOREST HILLS MS,13.83,37.39,27.33,21.41
638,LEBANON,FORGE ROAD EL SCH,31.73,41.96,18.5,7.81
639,PHILADELPHIA,FORREST EDWIN SCH,4.81,24.35,31.39,39.48
640,WESTMORELAND,FORT ALLEN EL SCH,28.45,38.63,21.56,11.4
641,WASHINGTON,FORT CHERRY EL CTR,20.24,41.56,25.46,12.71
642,WASHINGTON,FORT CHERRY JSHS,9.2,32.86,33.1,24.84
643,ALLEGHENY,FORT COUCH MS,37.78,40.32,16.31,5.57
644,ERIE,FORT LEBOEUF MS,26.87,37.05,22.9,13.19
645,MONTGOMERY,FORT WASHINGTON EL SCH,39.24,41.52,13.98,5.27
646,ALLEGHENY,FOSTER EL SCH,45.73,42.35,10.42,1.55
647,ALLEGHENY,FOUNDERS HALL SCH,3.73,17.25,33.1,45.98
648,NORTHAMPTON,FOUNTAIN HILL EL SCH,4.52,22.34,35.87,37.28
649,COLUMBIA,FOURTEENTH STREET EL,30.99,38.87,19.89,10.18
650,PHILADELPHIA,FOX CHASE SCH,10.67,37.23,30.29,21.86
651,ELK,FOX TWP EL SCH,43.59,41.91,10.06,4.47
652,LACKAWANNA,FRANCES WILLARD NO 32,17.66,40.42,27.0,14.93
653,LEHIGH,FRANCIS D RAUB MS,2.94,13.86,31.33,51.88
654,LEHIGH,FRANCIS H SHECKLER EL SCH,24.75,36.08,25.44,13.77
655,ELK,FRANCIS S GRANDINETTI ES,31.28,38.33,21.87,8.5
656,MONTGOMERY,FRANCONIA EL SCH,37.98,43.54,12.74,5.77
657,PHILADELPHIA,FRANK ANNE SCH,21.06,40.79,24.98,13.17
658,VENANGO,FRANKLIN AREA MS,13.78,31.96,27.82,26.44
659,PHILADELPHIA,FRANKLIN BENJAMIN,1.47,13.96,29.92,54.64
660,MONTGOMERY,FRANKLIN EL SCH,39.7,29.27,18.47,12.54
661,WESTMORELAND,FRANKLIN REGIONAL MS,33.05,39.39,18.87,8.65
662,FAYETTE,FRANKLIN SCH,11.61,41.94,27.06,19.34
663,PHILADELPHIA,FRANKLIN TOWNE CHARTER EL SCH,17.69,40.95,26.24,15.12
664,ADAMS,FRANKLIN TWP EL SCH,23.22,40.51,25.45,10.87
665,BLAIR,FRANKSTOWN EL SCH,27.74,39.86,20.84,11.5
666,FAYETTE,FRAZIER EL SCH,18.2,34.83,30.0,17.03
667,FAYETTE,FRAZIER MS,14.86,32.55,30.27,22.23
668,LEHIGH,FRED J JAINDL ES,48.49,35.55,11.97,4.05
669,ALLEGHENY,FRED L AIKEN EL SCH,27.3,43.22,22.3,7.29
670,CHESTER,FRED S ENGLE MS,28.19,38.44,21.81,11.52
671,PHILADELPHIA,FREDERICK DOUGLASS MASTERY CHA,1.25,12.28,32.46,54.11
672,LEBANON,FREDERICKSBURG EL SCH,22.68,43.96,24.12,9.16
673,BEAVER,FREEDOM AREA EL SCH,17.34,39.08,33.29,10.27
674,BEAVER,FREEDOM AREA MS,13.72,37.38,30.31,18.62
675,LUZERNE,FREELAND EL/MS,9.19,26.84,30.61,33.37
676,NORTHAMPTON,FREEMANSBURG EL SCH,5.99,23.25,34.26,36.45
677,ARMSTRONG,FREEPORT AREA MS,25.55,44.66,21.27,8.53
678,PHILADELPHIA,FREIRE CS,3.19,20.45,37.88,38.45
679,CHESTER,FRENCH CREEK EL SCH,46.15,36.11,14.03,3.7
680,YORK,FRIENDSHIP EL SCH,21.69,39.22,24.5,14.57
681,FAYETTE,FRIENDSHIP HILL EL SCH,10.05,30.54,25.71,33.7
682,LANCASTER,FRITZ EL SCH,34.01,37.61,19.56,8.86
683,ALLEGHENY,FULTON ACADEMY OF SCIENCE,15.51,32.72,31.18,20.55
684,LANCASTER,FULTON EL SCH,7.98,23.47,28.35,40.22
685,LANCASTER,FULTON ELEM SCH,39.01,33.01,16.25,11.77
686,LUZERNE,G A R MEMORIAL JSHS,0.98,13.7,31.41,53.91
687,CUMBERLAND,G B LUHRS UNIV EL SCH,30.48,32.46,23.86,13.24
688,POTTER,GALETON AREA SCH,12.93,40.9,25.83,20.29
689,LANCASTER,GARDEN SPOT MS,24.66,35.02,26.3,14.02
690,DELAWARE,GARNET VALLEY EL,40.28,40.98,15.06,3.77
691,DELAWARE,GARNET VALLEY MS,33.94,39.8,19.11,7.21
692,DELAWARE,GARRETTFORD EL SCH,12.23,35.56,29.49,22.75
693,ALLEGHENY,GATEWAY MS,19.51,34.32,26.77,19.36
694,BUCKS,GAYMAN EL SCH,37.1,43.28,14.78,4.85
695,PHILADELPHIA,GEN GEORGE C MEADE SCH,0.0,5.54,28.16,66.3
696,MONTGOMERY,GENERAL NASH EL SCH,41.35,36.74,14.03,7.87
697,CHESTER,GENERAL WAYNE EL SCH,33.15,42.72,17.62,6.52
698,LYCOMING,GEORGE A FERRELL EL,44.97,38.49,13.48,3.01
699,LACKAWANNA,GEORGE BANCROFT NO 34,13.75,26.18,29.22,30.88
700,LEHIGH,GEORGE D STECKEL EL SCH,20.07,41.94,25.66,12.34
701,FAYETTE,GEORGE J PLAVA EL SCH,11.51,32.58,27.51,28.39
702,LANCASTER,GEORGE WASHINGTON EL,11.85,29.52,27.09,31.56
703,NORTHAMPTON,GEORGE WOLF ELEM SCHOOL,15.8,40.42,27.77,15.96
704,ADAMS,GETTYSBURG AREA MS,31.68,36.01,23.87,8.44
705,ADAMS,GETTYSBURG MONTESSORI CHARTER,11.38,34.11,29.24,25.18
706,PHILADELPHIA,GIDEON EDWARD SCH,0.53,9.69,28.04,61.73
707,BERKS,GILBERTSVILLE EL SCH,42.37,37.49,14.28,5.91
708,ALLEGHENY,GILL HALL EL SCH,40.49,38.36,18.06,3.05
709,SCHUYLKILL,GILLINGHAM CS,5.46,18.21,28.62,47.75
710,PHILADELPHIA,GIRARD ACAD MUSIC PROG,34.91,44.99,16.62,3.53
711,PHILADELPHIA,GIRARD STEPHEN SCH,3.19,18.23,26.83,51.77
712,MONTGOMERY,GLADWYNE SCH,55.45,32.19,9.79,2.6
713,CHESTER,GLEN ACRES EL SCH,41.4,37.15,16.31,5.09
714,CLEARFIELD,GLENDALE EL SCH,16.58,36.84,28.65,17.93
715,CLEARFIELD,GLENDALE JSHS,6.43,32.37,37.53,23.71
716,DELAWARE,GLENOLDEN SCH,18.76,40.09,27.2,14.0
717,MONTGOMERY,GLENSIDE EL SCH,26.82,27.23,26.18,19.78
718,DELAWARE,GLENWOOD EL SCH,41.9,37.11,16.77,4.16
719,PHILADELPHIA,GLOBAL LEADERSHIP ACADEMY CS,2.67,21.72,35.1,40.6
720,LUZERNE,GNA ELEM CTR,9.4,31.05,29.45,30.1
721,PHILADELPHIA,GOMPERS SAMUEL SCH,1.96,17.03,34.9,46.19
722,CUMBERLAND,GOOD HOPE MS,38.43,36.16,17.57,7.87
723,YORK,GOODE SCH,2.18,17.54,33.11,47.23
724,BUCKS,GOODNOE EL SCH,47.33,33.92,13.98,4.79
725,MONTGOMERY,GOTWALS EL SCH,13.35,28.9,31.56,26.24
726,BERKS,GOVERNOR MIFFLIN MS,18.15,37.24,27.92,16.65
727,NORTHAMPTON,GOVERNOR WOLF EL SCH,17.24,36.49,32.53,13.77
728,DELAWARE,GRACE PARK EL SCH,21.56,44.14,21.1,13.2
729,NORTHUMBERLAND,GRACE S BECK SCH,13.33,30.52,32.62,23.48
730,FRANKLIN,GRANDVIEW EL SCH,20.38,35.28,25.72,18.59
731,WESTMORELAND,GRANDVIEW INTRMD SCH,24.95,40.93,22.36,11.77
732,ALLEGHENY,GRANDVIEW UPPER EL SCH,11.36,35.59,30.14,22.86
733,BUCKS,GRASSE SCHOOL,37.86,41.06,14.78,6.4
734,CENTRE,GRAYS WOOD EL,39.55,37.81,14.98,7.67
735,CHESTER,GREAT VALLEY MS,42.52,37.68,14.2,5.64
736,CAMBRIA,GREATER JOHNSTOWN MS,2.63,14.55,34.13,48.69
737,WESTMORELAND,GREATER LATROBE JHS,23.64,36.17,25.74,14.49
738,LUZERNE,GREATER NANTICOKE AREA ED CTR,4.25,23.37,36.26,36.12
739,CUMBERLAND,GREEN RIDGE EL SCH,40.42,42.55,12.52,4.51
740,BERKS,GREEN VALLEY EL SCH,41.94,37.02,13.67,7.35
741,PHILADELPHIA,GREEN WOODS CS,23.0,37.28,28.08,11.6
742,PHILADELPHIA,GREENBERG JOSEPH SCH,25.81,40.43,23.88,9.88
743,FRANKLIN,GREENCASTLE-ANTRIM ELEM,23.66,38.9,24.09,13.33
744,FRANKLIN,GREENCASTLE-ANTRIM MIDDLE,23.56,37.66,25.5,13.27
745,PHILADELPHIA,GREENFIELD ALBERT SCH,32.61,30.77,21.82,14.8
746,ALLEGHENY,GREENFIELD EL SCH,19.38,32.37,26.99,21.22
747,WESTMORELAND,GREENSBURG-SALEM MS,20.12,36.64,28.81,14.5
748,MERCER,GREENVILLE JSHS,23.66,32.9,27.31,16.11
749,BERKS,GREENWICH-LENHARTSVI,21.95,41.18,26.26,10.57
750,PERRY,GREENWOOD EL SCH,30.34,34.7,23.0,11.96
751,PERRY,GREENWOOD MS,21.98,39.85,24.93,13.23
752,MERCER,GROVE CITY AREA MS,17.37,33.93,30.51,18.18
753,BUCKS,GROVELAND ELEMENTARY SCHOOL,41.15,36.94,16.03,5.84
754,PHILADELPHIA,GROVER WASHINGTON MS,4.57,19.41,33.6,42.39
755,FRANKLIN,GUILFORD HILLS EL SCH,21.8,39.56,21.81,16.87
756,BUCKS,GUTH SCHOOL,33.3,35.36,20.17,11.16
757,MONTGOMERY,GWYN-NOR EL SCH,29.11,38.99,21.13,10.78
758,MONTGOMERY,GWYNEDD SQUARE EL SCH,40.82,40.4,13.36,5.41
759,WESTMORELAND,H W GOOD EL SCH,16.81,44.74,29.04,9.45
760,PHILADELPHIA,HACKETT HORATIO B SCH,10.1,28.55,37.55,23.85
761,WESTMORELAND,HAHNTOWN ELEM SCHOOL,38.5,38.89,15.71,6.88
762,BUTLER,HAINE EL SCH,43.76,34.62,13.62,8.01
763,BUTLER,HAINE MS,31.6,43.35,18.3,6.75
764,DAUPHIN,HALIFAX AREA EL SCH,23.74,39.08,19.22,18.0
765,DAUPHIN,HALIFAX AREA MS,9.18,30.5,37.08,23.23
766,MONTGOMERY,HALLOWELL EL SCH,30.89,44.59,16.91,7.57
767,LANCASTER,HAMBRIGHT EL SCH,15.43,37.9,31.86,14.82
768,BERKS,HAMBURG AREA MS,11.81,35.25,34.24,18.67
769,PHILADELPHIA,HAMILTON ANDREW SCH,4.01,16.25,30.35,49.43
770,LANCASTER,HAMILTON EL SCH,11.13,30.05,27.93,30.9
771,FRANKLIN,HAMILTON HEIGHTS EL,15.14,36.23,27.46,21.23
772,CUMBERLAND,HAMPDEN EL SCH,41.9,36.64,16.29,5.19
773,ALLEGHENY,HAMPTON MS,39.92,39.1,16.54,4.48
774,ALLEGHENY,HANCE EL SCH,49.75,40.11,7.64,2.56
775,MONTGOMERY,HANCOCK EL SCH,11.15,33.62,31.36,23.89
776,PHILADELPHIA,HANCOCK JOHN SCH,14.63,39.27,25.5,20.6
777,LANCASTER,HAND MS,2.71,15.62,36.06,45.65
778,YORK,HANNAH PENN MS,1.54,8.92,29.66,59.84
779,LUZERNE,HANOVER AREA JSHS,6.76,27.21,29.13,36.86
780,LUZERNE,HANOVER AREA MEMORIA,7.59,29.63,34.31,28.47
781,NORTHAMPTON,HANOVER EL SCH,45.28,41.19,11.48,2.02
782,YORK,HANOVER MS,15.78,33.97,29.18,21.11
783,YORK,HANOVER STREET EL SCH,22.35,34.12,25.08,18.43
784,LANCASTER,HANS HERR EL SCH,37.54,39.17,16.29,7.04
785,ERIE,HARBOR CREEK JUNIOR HS,19.95,38.99,30.24,10.87
786,LEBANON,HARDING EL SCH,13.43,30.18,28.58,27.8
787,PHILADELPHIA,HARDING WARREN G MS,1.11,10.17,23.96,64.76
788,BRADFORD,HARLAN ROWE MS,11.92,30.91,34.67,22.53
789,CLEARFIELD,HARMONY AREA EL SCH,29.2,33.55,25.38,11.92
790,CLEARFIELD,HARMONY AREA JSHS,11.21,41.58,33.6,13.61
791,PHILADELPHIA,HARRINGTON AVERY D SCH,1.01,17.31,32.11,49.57
792,DELAWARE,HARRIS EL SCH,7.86,25.58,32.53,34.0
793,ALLEGHENY,HARRISON MS,16.04,39.6,29.72,14.64
794,WESTMORELAND,HARRISON PARK EL SCH,33.63,37.92,22.05,6.32
795,LEHIGH,HARRISON-MORTON MS,3.35,17.58,30.19,48.84
796,WESTMORELAND,HARROLD MS,25.79,43.19,22.98,8.04
797,LEHIGH,HARRY S TRUMAN EL SCH,14.57,35.76,30.54,19.13
798,COLUMBIA,HARTMAN EL CTR,26.52,43.78,21.57,8.09
799,LAWRENCE,HARTMAN INTRMDT SCH,23.75,41.3,23.3,11.65
800,PHILADELPHIA,HARTRANFT JOHN F SCH,0.53,10.18,28.82,60.47
801,ALLEGHENY,HARTWOOD EL SCH,52.23,29.63,14.08,4.11
802,VENANGO,HASSON HEIGHTS SCH,16.26,36.43,27.86,19.47
803,MONTGOMERY,HATFIELD EL SCH,18.78,40.78,24.09,16.32
804,DELAWARE,HAVERFORD MS,35.13,39.99,18.01,6.91
805,YORK,HAYSHIRE EL SCH,19.1,43.4,28.13,9.36
806,LUZERNE,HAZLETON ELEM/ MS,3.33,21.2,28.52,47.01
807,SCHUYLKILL,HEGINS-HUBLEY EL SCH,16.49,37.52,24.95,21.04
808,LUZERNE,HEIGHTS TERRACE EL/MIDDLE,5.7,23.86,33.61,36.74
809,LUZERNE,HEIGHTS-MURRAY EL SCH,4.57,17.7,34.23,43.54
810,YORK,HELEN THACKSTON CHARTER SCHOOL,2.12,14.6,35.11,48.19
811,MERCER,HEMPFIELD EL SCH,23.85,37.5,25.0,13.7
812,LYCOMING,HEPBURN-LYCOMING EL,34.4,34.4,18.75,12.5
813,BUCKS,HERBERT HOOVER ES,35.74,37.23,20.98,6.05
814,MONTGOMERY,HEREFORD EL SCH,23.64,41.75,26.34,8.28
815,WESTMORELAND,HERITAGE EL SCH,31.02,45.02,17.35,6.62
816,DAUPHIN,HERSHEY INTRMD ELEM SCH,39.04,35.08,16.26,9.69
817,DAUPHIN,HERSHEY MS,35.97,37.75,18.37,7.91
818,DAUPHIN,HERSHEY PRIMARY ELEMENTARY SCH,31.25,42.85,18.1,7.8
819,PHILADELPHIA,HESTON EDWARD ELEMENTARY,0.53,10.52,36.85,52.1
820,JEFFERSON,HICKORY GROVE EL SCH,23.79,40.18,25.45,10.63
821,MERCER,HICKORY HS,24.14,37.84,21.09,16.97
822,ALLEGHENY,HIGHCLIFF ES,33.57,41.11,17.92,7.4
823,YORK,HIGHLAND EL SCH,19.61,33.67,24.81,21.88
824,BEAVER,HIGHLAND MS,17.98,39.64,29.64,12.78
825,DELAWARE,HIGHLAND PARK EL SCH,14.96,36.88,28.44,19.75
826,MONTGOMERY,HIGHLAND SCH,37.12,42.09,15.41,5.39
827,ALLEGHENY,HIGHLANDS MS,10.45,30.43,35.84,23.24
828,PHILADELPHIA,HILL-FREEDMAN,22.63,57.67,16.61,3.13
829,DELAWARE,HILLCREST EL SCH,27.85,38.71,22.91,10.5
830,WESTMORELAND,HILLCREST INTERMEDIATE SCHOOL,31.9,39.74,20.7,7.55
831,CHESTER,HILLENDALE,67.02,22.95,7.83,2.19
832,WASHINGTON,HILLS-HENDERSONVILLE,37.08,44.34,13.12,5.41
833,CHESTER,HILLSDALE EL SCH,48.29,34.21,10.28,7.28
834,YORK,HILLSIDE EL SCH,35.49,39.0,14.71,10.83
835,DELAWARE,HILLTOP EL SCH,17.16,40.69,24.07,18.0
836,MERCER,HILLVIEW EL SCH,30.09,39.7,22.08,8.21
837,LEHIGH,HIRAM W DODD EL SCH,14.63,34.57,30.75,20.05
838,BUCKS,HOLICONG MS,43.48,37.94,13.81,4.77
839,ALLEGHENY,HOLIDAY PARK EL SCH,27.82,43.28,20.93,7.96
840,BUCKS,HOLLAND EL SCH,31.03,44.29,18.57,6.11
841,BUCKS,HOLLAND MIDDLE SCHOOL,23.33,39.32,24.89,12.43
842,BLAIR,HOLLIDAYSBURG AREA J,19.05,38.54,27.07,15.3
843,INDIANA,HOMER-CENTER EL SCH,17.16,40.95,27.55,14.29
844,INDIANA,HOMER-CENTER JSHS,15.67,35.26,28.6,20.47
845,ALLEGHENY,HOMEVILLE EL SCH,18.4,37.35,25.3,19.0
846,BERKS,HONEY BROOK EL CTR,29.85,42.58,20.17,7.4
847,ALLEGHENY,HOOVER EL SCH,41.43,43.16,13.34,2.11
848,FRANKLIN,HOOVERVILLE EL SCH,28.29,42.23,21.67,7.76
849,BEDFORD,HOPE FOR HYNDMAN CS,5.96,22.63,32.12,39.33
850,LEHIGH,HOPEWELL EL SCH,21.8,38.95,24.77,14.53
851,BEAVER,HOPEWELL ELEM SCH,25.86,38.36,25.58,10.17
852,BEAVER,HOPEWELL JHS,14.74,37.75,31.67,15.8
853,PHILADELPHIA,HOPKINSON FRANCIS SCH,2.95,15.62,30.8,50.55
854,INDIANA,HORACE MANN EL SCH,32.98,38.78,22.18,6.01
855,ALLEGHENY,HOSACK EL SCH,52.33,35.66,9.57,2.48
856,LEBANON,HOUCK EL SCH,13.1,36.29,27.76,22.88
857,CENTRE,HOUSERVILLE/LEMONT E,35.74,38.64,16.72,8.9
858,PHILADELPHIA,HOUSTON HENRY E SCH,2.28,17.86,31.21,48.69
859,CENTRE,HOWARD EL SCH,47.36,36.85,13.66,2.13
860,LACKAWANNA,HOWARD GARDNER MULTIPLE INTELL,22.65,42.25,25.67,9.43
861,ALLEGHENY,HOWE EL SCH,42.71,45.21,9.53,2.51
862,PHILADELPHIA,HOWE JULIA WARD SCH,1.66,13.19,32.54,52.64
863,PHILADELPHIA,HUEY SAMUEL B SCH,0.17,8.71,24.63,66.49
864,LYCOMING,HUGHESVILLE JSHS,14.0,39.36,30.26,16.44
865,PHILADELPHIA,HUNTER WILLIAM EL,1.29,12.91,31.21,54.62
866,HUNTINGDON,HUNTINGDON AREA MS,12.5,31.53,31.06,24.91
867,FAYETTE,HUTCHINSON EL SCH,13.6,37.27,29.27,19.83
868,VENANGO,HYDETOWN EL  SCHOOL,26.0,39.79,25.33,8.89
869,MONROE,Hamilton TWP EL SCH,32.24,33.64,25.81,8.31
870,PHILADELPHIA,IMANI EDUCATION CIRCLE CS,2.06,18.16,34.8,44.98
871,PHILADELPHIA,INDEPENDENCE CS,20.89,34.86,27.93,16.34
872,BEAVER,INDEPENDENCE ELEM SCH,27.22,49.59,19.1,4.05
873,ALLEGHENY,INDEPENDENCE MS,29.35,44.52,19.42,6.71
874,MONTGOMERY,INDIAN CREST MS,18.35,36.95,28.89,15.76
875,DELAWARE,INDIAN LANE EL SCH,48.59,38.21,10.37,2.83
876,YORK,INDIAN ROCK EL SCH,47.56,34.82,13.41,4.25
877,MIFFLIN,INDIAN VALLEY EL SCH,18.15,40.15,25.3,16.5
878,MIFFLIN,INDIAN VALLEY INTRMD SCH,20.71,39.13,23.81,16.37
879,MONTGOMERY,INDIAN VALLEY MS,29.97,40.03,20.31,9.74
880,INDIANA,INDIANA AREA JHS,29.27,35.08,22.78,12.91
881,DAUPHIN,INFINITY CHARTER SCHOOL,52.97,30.88,14.24,1.96
882,MONTGOMERY,INGLEWOOD EL SCH,29.26,40.89,19.95,9.94
883,ALLEGHENY,INGOMAR EL SCH,37.9,43.24,14.15,4.71
884,ALLEGHENY,INGOMAR MS,41.01,40.11,13.42,5.45
885,BERKS,INTERMEDIATE SCH,19.15,37.39,27.7,15.75
886,MERCER,IONTA  EL SCH,31.96,41.83,18.63,7.59
887,CUMBERLAND,IRON FORGE EDUC CTR,28.21,39.22,22.52,10.09
888,LEHIGH,IRONTON SCH,36.19,43.47,16.6,3.74
889,ERIE,IROQUOIS ELEM SCHOOL,17.71,40.52,27.34,14.38
890,ERIE,IROQUOIS JSHS,13.67,34.8,33.71,17.86
891,BLAIR,IRVING EL SCH,24.48,46.26,21.1,8.16
892,LACKAWANNA,ISAAC TRIPP EL SCH,12.61,30.33,28.48,28.59
893,DELAWARE,ITHAN ELEMENTARY,59.88,28.2,7.24,4.68
894,MONROE,J M HILL EL SCH,25.24,41.95,21.41,11.41
895,CHESTER,J R FUGETT MS,37.89,35.71,17.61,8.75
896,MONROE,J T LAMBERT INTERMED,12.22,32.82,32.51,22.45
897,ALLEGHENY,J W BURKETT EL SCH,37.97,40.54,15.49,6.0
898,ALLEGHENY,J.A. ALLARD INTERMEDIATE SCH,39.35,38.77,17.13,4.75
899,PHILADELPHIA,JACKSON ANDREW SCH,6.45,25.09,30.93,37.57
900,LYCOMING,JACKSON EL SCH,21.7,39.26,23.95,15.07
901,YORK,JACKSON SCH,1.39,11.1,30.43,57.08
902,BERKS,JACKSONWALD EL SCH,27.76,39.21,20.76,12.29
903,NORTHAMPTON,JAMES BUCHANAN EL SCH,17.15,33.66,25.69,23.48
904,FRANKLIN,JAMES BUCHANAN MS,18.9,35.53,29.2,16.42
905,CUMBERLAND,JAMES BURD ELEM SCHOOL,32.4,39.29,14.59,13.71
906,ADAMS,JAMES GETTYS EL SCH,30.43,41.11,20.57,7.84
907,ERIE,JAMES S WILSON MS,23.65,37.34,28.07,10.94
908,ERIE,JAMES W PARKER MS,21.92,39.16,28.13,10.82
909,MERCER,JAMESTOWN AREA EL SCH,22.07,34.07,28.38,15.49
910,MERCER,JAMESTOWN AREA JSHS,18.63,35.77,28.43,17.17
911,BUCKS,JAMISON EL SCH,40.47,37.91,16.53,5.1
912,MONTGOMERY,JARRETTOWN EL SCH,37.78,39.3,19.01,4.01
913,WESTMORELAND,JEANNETTE MCKEE ELEM,14.55,33.81,29.65,22.01
914,WESTMORELAND,JEANNETTE MCKEE MS,9.32,36.89,29.33,24.42
915,LEHIGH,JEFFERSON EL SCH,24.14,33.97,23.39,18.5
916,GREENE,JEFFERSON-MORGAN EL,15.81,37.43,26.52,20.29
917,GREENE,JEFFERSON-MORGAN JSH,11.5,38.7,30.27,19.56
918,ALLEGHENY,JEFFERY PRIMARY SCH,47.65,40.7,9.3,2.35
919,MONTGOMERY,JENKINTOWN EL SCH,35.57,39.37,17.45,7.61
920,MONTGOMERY,JENKINTOWN MIDDLE/HIGH SCH,26.96,35.03,24.38,13.63
921,PHILADELPHIA,JENKS ABRAM SCH,23.83,35.78,27.02,13.33
922,JEFFERSON,JENKS HILL EL SCH,15.65,43.75,15.65,25.0
923,PHILADELPHIA,JENKS JOHN S SCH,9.4,25.55,32.92,32.1
924,LYCOMING,JERSEY SHORE AREA EL,23.28,37.88,22.89,15.96
925,LYCOMING,JERSEY SHORE AREA MIDDLE SCHOOL,19.94,38.03,27.62,14.37
926,WASHINGTON,JOE WALKER EL SCH,22.87,39.1,22.52,15.5
927,LACKAWANNA,JOHN ADAMS NO 4,3.36,22.11,32.33,42.11
928,PHILADELPHIA,JOHN B STETSON CHARTER SCHOOL,0.39,8.27,29.7,61.66
929,LANCASTER,JOHN BECK EL SCH,27.9,36.62,24.28,11.26
930,LACKAWANNA,JOHN F. KENNEDY NO 7,10.17,31.55,26.94,31.3
931,LACKAWANNA,JOHN G WHITTIER NO 2,13.28,28.54,27.52,30.7
932,LANCASTER,JOHN R BONFIELD EL SCH,26.53,40.15,22.9,10.38
933,ELK,JOHNSONBURG AREA EL,14.62,38.27,34.45,12.7
934,ELK,JOHNSONBURG AREA HS,17.13,39.81,28.23,14.84
