,County,Higher Degree,H.S. Diploma,No H.S. Diploma
1199,16914,27.327528%,63.228399%,9.444072%
1200,16925,21.523892%,67.326733%,11.149376%
1201,16926,22.852512%,64.343598%,12.803890%
1202,16936,19.709544%,67.081604%,13.208852%
1203,16947,25.975414%,61.170497%,12.854089%
1204,17724,20.416922%,66.217045%,13.366033%
1205,18623,17.552083%,67.187500%,15.260417%
1206,18810,26.444876%,63.793103%,9.762020%
1207,18814,21.052632%,78.947368%,0.000000%
1208,18817,38.400000%,54.400000%,7.200000%
1209,18829,24.907749%,65.313653%,9.778598%
1210,18830,22.900763%,62.977099%,14.122137%
1211,18831,17.008197%,65.368852%,17.622951%
1212,18832,21.036107%,69.937206%,9.026688%
1213,18833,16.561404%,73.614035%,9.824561%
1214,18837,21.638258%,68.087121%,10.274621%
1215,18840,35.775381%,55.088633%,9.135986%
1216,18845,14.342629%,71.713147%,13.944223%
1217,18846,22.919937%,70.172684%,6.907378%
1218,18848,30.242247%,57.151674%,12.606079%
1219,18850,22.972052%,66.530334%,10.497614%
1220,18851,23.364486%,67.476636%,9.158879%
1221,18853,25.729621%,66.353573%,7.916806%
1222,18854,17.741935%,62.211982%,20.046083%
1223,17021,9.077599%,73.206442%,17.715959%
1224,17201,28.166743%,55.348918%,16.484339%
1225,17202,30.839066%,59.347653%,9.813281%
1226,17210,27.678571%,67.857143%,4.464286%
1227,17214,21.337127%,74.537696%,4.125178%
1228,17217,15.853659%,69.512195%,14.634146%
1229,17219,13.503650%,47.080292%,39.416058%
1230,17220,15.625000%,54.296875%,30.078125%
1231,17221,18.508287%,67.955801%,13.535912%
1232,17222,36.992989%,50.888833%,12.118177%
1233,17224,12.027027%,74.797297%,13.175676%
1234,17225,27.472366%,62.232867%,10.294768%
1235,17235,42.049470%,42.756184%,15.194346%
1236,17236,22.606889%,57.382725%,20.010386%
1237,17237,20.777989%,68.311195%,10.910816%
1238,17240,20.191055%,57.881025%,21.927920%
1239,17244,19.661610%,66.336056%,14.002334%
1240,17246,8.411215%,91.588785%,0.000000%
1241,17247,33.568075%,32.394366%,34.037559%
1242,17250,0.000000%,100.000000%,0.000000%
1243,17251,25.217391%,66.956522%,7.826087%
1244,17252,22.516804%,57.057506%,20.425691%
1245,17254,33.333333%,0.000000%,66.666667%
1246,17256,42.666667%,24.000000%,33.333333%
1247,17257,26.961432%,55.863270%,17.175297%
1248,17261,7.361963%,53.987730%,38.650307%
1249,17262,28.989899%,50.909091%,20.101010%
1250,17263,25.000000%,44.166667%,30.833333%
1251,17265,10.617284%,72.098765%,17.283951%
1252,17268,27.722439%,59.511092%,12.766469%
1253,17270,51.020408%,48.979592%,0.000000%
1254,17271,12.068966%,56.896552%,31.034483%
1255,17272,42.662116%,28.327645%,29.010239%
1256,15828,30.508475%,59.745763%,9.745763%
1257,16217,34.246575%,60.273973%,5.479452%
1258,16239,7.843137%,69.520697%,22.636166%
1259,16321,10.000000%,82.000000%,8.000000%
1260,16322,4.878049%,95.121951%,0.000000%
1261,16341,26.214286%,65.428571%,8.357143%
1262,16347,23.715651%,68.817204%,7.467145%
1263,16351,19.408181%,72.410792%,8.181027%
1264,16353,22.583779%,60.903351%,16.512870%
1265,16370,15.217391%,75.362319%,9.420290%
1266,18041,37.413148%,56.360235%,6.226617%
1267,18054,34.454605%,60.254735%,5.290660%
1268,18070,12.838802%,81.597718%,5.563481%
1269,18073,40.150932%,52.333282%,7.515786%
1270,18074,41.982977%,50.034507%,7.982517%
1271,18076,36.475024%,54.806786%,8.718190%
1272,18915,46.371681%,47.433628%,6.194690%
1273,18936,Not applicable,Not applicable,Not applicable
1274,18964,39.821540%,50.498029%,9.680432%
1275,18969,36.944856%,53.728719%,9.326425%
1276,19001,49.429309%,45.097059%,5.473632%
1277,19002,65.815189%,30.168867%,4.015944%
1278,19003,66.521448%,27.558088%,5.920465%
1279,19004,76.795743%,19.893586%,3.310671%
1280,19006,58.242463%,35.914047%,5.843489%
1281,19009,66.736842%,30.947368%,2.315789%
1282,19010,76.460353%,21.517939%,2.021709%
1283,19012,55.603157%,39.436302%,4.960541%
1284,19025,77.304779%,20.057456%,2.637764%
1285,19027,59.724588%,36.392675%,3.882737%
1286,19031,62.065972%,32.725694%,5.208333%
1287,19034,67.779323%,27.932313%,4.288363%
1288,19035,80.914718%,17.400275%,1.685007%
1289,19038,58.363498%,36.835588%,4.800914%
1290,19040,42.017156%,52.172108%,5.810736%
1291,19041,82.194767%,16.279070%,1.526163%
1292,19044,50.440309%,42.778030%,6.781661%
1293,19046,65.536907%,31.644126%,2.818967%
1294,19066,89.809630%,9.154535%,1.035834%
1295,19072,81.680177%,16.403832%,1.915991%
1296,19075,60.069303%,37.647778%,2.282919%
1297,19083,58.633223%,37.788074%,3.578704%
1298,19085,83.405995%,16.103542%,0.490463%
1299,19087,79.087180%,18.370851%,2.541969%
1300,19090,42.553354%,50.457317%,6.989329%
1301,19095,57.115677%,35.159817%,7.724505%
1302,19096,84.523810%,14.451346%,1.024845%
1303,19118,71.511315%,23.383621%,5.105065%
1304,19150,33.540123%,57.349647%,9.110230%
1305,19401,31.215895%,51.427172%,17.356933%
1306,19403,51.173874%,42.870508%,5.955618%
1307,19405,31.406650%,55.524297%,13.069054%
1308,19406,61.467043%,33.464045%,5.068912%
1309,19422,65.399240%,31.782599%,2.818161%
1310,19426,56.449704%,38.644780%,4.905516%
1311,19428,58.805428%,36.002840%,5.191731%
1312,19435,76.666667%,23.333333%,0.000000%
1313,19436,72.064777%,25.708502%,2.226721%
1314,19437,82.449726%,17.550274%,0.000000%
1315,19438,55.220837%,40.205104%,4.574059%
1316,19440,47.085610%,44.064967%,8.849423%
1317,19444,68.384664%,28.585795%,3.029541%
1318,19446,55.257865%,39.070842%,5.671293%
1319,19453,45.652174%,51.606805%,2.741021%
1320,19454,61.696089%,34.585598%,3.718313%
1321,19456,59.615385%,32.884615%,7.500000%
1322,19460,59.049010%,36.133431%,4.817559%
1323,19462,52.880489%,40.217292%,6.902219%
1324,19464,33.684710%,54.922444%,11.392846%
1325,19468,49.191082%,45.944293%,4.864624%
1326,19472,0.000000%,100.000000%,0.000000%
1327,19473,49.913408%,44.189226%,5.897366%
1328,19474,54.122622%,43.340381%,2.536998%
1329,19477,20.000000%,63.200000%,16.800000%
1330,19492,33.505155%,49.484536%,17.010309%
1331,19504,35.890629%,58.667375%,5.441996%
1332,19505,28.053517%,62.926198%,9.020285%
1333,19512,28.243852%,59.697952%,12.058196%
1334,19525,48.919151%,46.395581%,4.685268%
1335,16401,14.985591%,69.241114%,15.773295%
1336,16403,30.006277%,57.878217%,12.115505%
1337,16407,25.741664%,63.691258%,10.567078%
1338,16410,22.852234%,70.962199%,6.185567%
1339,16411,24.953618%,64.007421%,11.038961%
1340,16412,47.856505%,46.501935%,5.641560%
1341,16415,53.377764%,43.623145%,2.999091%
1342,16417,33.370247%,59.191584%,7.438169%
1343,16421,36.589147%,58.811370%,4.599483%
1344,16423,26.226790%,63.129973%,10.643236%
1345,16426,32.163743%,63.048246%,4.788012%
1346,16427,17.218543%,76.821192%,5.960265%
1347,16428,35.084883%,57.142857%,7.772260%
1348,16435,19.198791%,65.079365%,15.721844%
1349,16438,24.511386%,64.030841%,11.457773%
1350,16441,30.964686%,62.159058%,6.876256%
1351,16442,29.440628%,57.899902%,12.659470%
1352,16443,25.843882%,61.286920%,12.869198%
1353,16444,56.250000%,43.750000%,0.000000%
1354,16501,18.757688%,47.601476%,33.640836%
1355,16502,27.801062%,59.932942%,12.265996%
1356,16503,13.493491%,59.191449%,27.315060%
1357,16504,32.062341%,59.900020%,8.037640%
1358,16505,46.479802%,45.704864%,7.815334%
1359,16506,49.294355%,46.418406%,4.287239%
1360,16507,23.600065%,60.996591%,15.403344%
1361,16508,36.823612%,56.148981%,7.027407%
1362,16509,43.842846%,51.759187%,4.397967%
1363,16510,34.143941%,57.292571%,8.563488%
1364,16511,36.235885%,57.314931%,6.449184%
1365,16546,100.000000%,0.000000%,0.000000%
1366,16563,82.608696%,17.391304%,0.000000%
1367,15618,21.685393%,67.584270%,10.730337%
1368,15681,27.089255%,64.667425%,8.243320%
1369,15701,43.944673%,48.094223%,7.961104%
1370,15710,13.684211%,75.789474%,10.526316%
1371,15712,3.703704%,73.148148%,23.148148%
1372,15713,11.965812%,88.034188%,0.000000%
1373,15714,25.211745%,63.975155%,10.813100%
1374,15716,5.851979%,81.067126%,13.080895%
1375,15717,26.391097%,64.745628%,8.863275%
1376,15723,50.000000%,50.000000%,0.000000%
1377,15724,14.539007%,68.262411%,17.198582%
1378,15725,23.257840%,67.247387%,9.494774%
1379,15727,42.477876%,39.823009%,17.699115%
1380,15728,21.787026%,68.421053%,9.791922%
1381,15729,17.635066%,64.831804%,17.533129%
1382,15731,43.571429%,38.333333%,18.095238%
1383,15732,19.552110%,68.475452%,11.972438%
1384,15734,17.622951%,76.639344%,5.737705%
1385,15739,23.484848%,70.454545%,6.060606%
1386,15741,21.052632%,71.052632%,7.894737%
1387,15742,14.985163%,66.023739%,18.991098%
1388,15745,40.000000%,60.000000%,0.000000%
1389,15746,17.000000%,22.000000%,61.000000%
1390,15747,20.978030%,68.887314%,10.134656%
1391,15748,28.121807%,60.433272%,11.444921%
1392,15750,10.434783%,83.478261%,6.086957%
1393,15752,70.000000%,30.000000%,0.000000%
1394,15754,6.935123%,82.774049%,10.290828%
1395,15756,11.290323%,77.419355%,11.290323%
1396,15757,17.071057%,70.277296%,12.651646%
1397,15759,23.816221%,63.994374%,12.189405%
1398,15761,0.000000%,83.333333%,16.666667%
1399,15765,27.979651%,59.883721%,12.136628%
1400,15767,24.822134%,61.403162%,13.774704%
1401,15771,26.382306%,63.033175%,10.584518%
1402,15772,14.058355%,67.020336%,18.921309%
1403,15774,32.579787%,59.219858%,8.200355%
1404,15777,16.455696%,83.544304%,0.000000%
1405,15783,38.181818%,54.545455%,7.272727%
1406,15920,34.668990%,56.097561%,9.233449%
1407,15929,11.475410%,22.950820%,65.573770%
1408,15944,24.221022%,64.312422%,11.466556%
1409,15949,8.638743%,80.104712%,11.256545%
1410,15954,22.517846%,64.373783%,13.108371%
1411,15957,28.600823%,56.378601%,15.020576%
1412,15961,23.471074%,61.487603%,15.041322%
1413,16211,16.513761%,75.229358%,8.256881%
1414,16222,20.432099%,63.024691%,16.543210%
1415,16246,18.128655%,64.912281%,16.959064%
1416,16256,12.242687%,33.152763%,54.604550%
1417,15714,25.211745%,63.975155%,10.813100%
1418,15722,24.836212%,66.527695%,8.636093%
1419,15724,14.539007%,68.262411%,17.198582%
1420,15737,15.853659%,64.634146%,19.512195%
1421,15738,11.258278%,82.781457%,5.960265%
1422,15760,11.538462%,73.076923%,15.384615%
1423,15762,40.340909%,52.840909%,6.818182%
1424,15773,24.011299%,63.276836%,12.711864%
1425,15775,31.861804%,59.309021%,8.829175%
1426,15901,17.350487%,60.535466%,22.114047%
1427,15902,22.100603%,66.707662%,11.191735%
1428,15904,38.122838%,54.875199%,7.001963%
1429,15905,43.124837%,52.957691%,3.917472%
1430,15906,18.881471%,66.620481%,14.498048%
1431,15909,25.871560%,63.722149%,10.406291%
1432,15921,8.163265%,68.367347%,23.469388%
1433,15922,20.714286%,65.714286%,13.571429%
1434,15925,25.000000%,66.346154%,8.653846%
1435,15927,24.110032%,51.779935%,24.110032%
1436,15930,0.000000%,89.922481%,10.077519%
1437,15931,39.823009%,51.087446%,9.089546%
1438,15934,40.414508%,59.585492%,0.000000%
1439,15938,25.766871%,67.763525%,6.469604%
1440,15940,28.755020%,61.807229%,9.437751%
1441,15942,28.657435%,62.733293%,8.609272%
1442,15943,22.666154%,64.963504%,12.370342%
1443,15945,26.890756%,63.025210%,10.084034%
1444,15946,28.461538%,62.806653%,8.731809%
1445,15948,22.975518%,53.672316%,23.352166%
1446,15951,22.556391%,53.947368%,23.496241%
1447,15952,25.984252%,68.799213%,5.216535%
1448,15955,27.386798%,62.684124%,9.929078%
1449,15956,22.793688%,65.341905%,11.864407%
1450,15957,28.600823%,56.378601%,15.020576%
1451,15958,30.567082%,61.687414%,7.745505%
1452,15960,20.506912%,72.119816%,7.373272%
1453,15961,23.471074%,61.487603%,15.041322%
1454,15962,20.338983%,73.728814%,5.932203%
1455,15963,29.920477%,57.952286%,12.127237%
1456,16613,24.854369%,68.640777%,6.504854%
1457,16619,7.537688%,84.924623%,7.537688%
1458,16624,24.087591%,70.072993%,5.839416%
1459,16627,21.818182%,68.727273%,9.454545%
1460,16630,32.681756%,58.573388%,8.744856%
1461,16636,28.966790%,66.051661%,4.981550%
1462,16639,16.991643%,73.630455%,9.377902%
1463,16640,27.464789%,64.436620%,8.098592%
1464,16641,24.620573%,69.421023%,5.958404%
1465,16646,27.272727%,64.696040%,8.031233%
1466,16668,26.631259%,62.974203%,10.394537%
1467,16699,14.062500%,58.664773%,27.272727%
1468,16666,17.622572%,67.946346%,14.431082%
1469,16677,0.000000%,96.039604%,3.960396%
1470,16680,18.644068%,73.163842%,8.192090%
1471,16686,28.010695%,64.053476%,7.935829%
1472,16801,71.619600%,24.980735%,3.399665%
1473,16802,75.000000%,25.000000%,0.000000%
1474,16803,69.157825%,26.843501%,3.998674%
1475,16820,25.158831%,60.101652%,14.739517%
1476,16822,21.384510%,63.879369%,14.736121%
1477,16823,34.898811%,56.720211%,8.380978%
1478,16826,15.919283%,72.421525%,11.659193%
1479,16827,72.606863%,24.262492%,3.130644%
1480,16828,39.633963%,54.005401%,6.360636%
1481,16829,16.666667%,75.854701%,7.478632%
1482,16832,24.338624%,56.878307%,18.783069%
1483,16835,25.409836%,66.393443%,8.196721%
1484,16841,22.767965%,63.876119%,13.355916%
1485,16844,31.598174%,61.963470%,6.438356%
1486,16845,13.229018%,70.554765%,16.216216%
1487,16851,75.576037%,24.423963%,0.000000%
1488,16852,16.129032%,61.751152%,22.119816%
1489,16853,18.750000%,70.625000%,10.625000%
1490,16854,32.363014%,55.993151%,11.643836%
1491,16859,17.737789%,71.208226%,11.053985%
1492,16860,47.577093%,52.422907%,0.000000%
1493,16865,54.716981%,39.947951%,5.335068%
1494,16866,18.656435%,66.033463%,15.310102%
1495,16868,31.407942%,68.592058%,0.000000%
1496,16870,56.336551%,39.928661%,3.734788%
1497,16872,17.997465%,57.541191%,24.461343%
1498,16874,16.525024%,72.898961%,10.576015%
1499,16875,34.085133%,51.493011%,14.421855%
1500,16877,40.677966%,56.009245%,3.312789%
1501,16882,33.854167%,49.479167%,16.666667%
1502,17017,24.361158%,66.269165%,9.369676%
1503,17730,43.589744%,43.589744%,12.820513%
1504,17749,28.063241%,67.984190%,3.952569%
1505,17756,29.785389%,55.560373%,14.654238%
1506,17772,23.781213%,61.058264%,15.160523%
1507,17777,23.180751%,64.730047%,12.089202%
1508,17801,22.062553%,62.299239%,15.638208%
1509,17821,36.629381%,53.736018%,9.634601%
1510,17823,21.871345%,65.497076%,12.631579%
1511,17824,36.512456%,56.192171%,7.295374%
1512,17830,19.343575%,66.410615%,14.245810%
1513,17832,20.156556%,66.144814%,13.698630%
1514,17834,22.892416%,63.104056%,14.003527%
1515,17836,20.245399%,69.325153%,10.429448%
1516,17840,19.512195%,70.731707%,9.756098%
1517,17847,23.865507%,61.509523%,14.624971%
1518,17850,17.943548%,66.733871%,15.322581%
1519,17851,22.620932%,63.482850%,13.896218%
1520,17857,28.295475%,61.008764%,10.695761%
1521,17860,29.778786%,57.855927%,12.365286%
1522,17865,11.764706%,70.588235%,17.647059%
1523,17866,13.591738%,64.554380%,21.853882%
1524,17867,23.622047%,69.291339%,7.086614%
1525,17868,37.787356%,56.321839%,5.890805%
1526,17872,17.645301%,69.415808%,12.938891%
1527,17881,16.260954%,70.496592%,13.242454%
1528,17941,20.289855%,68.659420%,11.050725%
1529,17964,28.595318%,62.541806%,8.862876%
1530,15411,27.476636%,63.925234%,8.598131%
1531,15424,21.320755%,63.962264%,14.716981%
1532,15501,26.457935%,61.185468%,12.356597%
1533,15502,72.500000%,15.000000%,12.500000%
1534,15510,7.897196%,67.850467%,24.252336%
1535,15520,11.320755%,62.735849%,25.943396%
1536,15530,21.759873%,65.041081%,13.199046%
1537,15531,25.025193%,62.176688%,12.798119%
1538,15532,5.343511%,71.755725%,22.900763%
1539,15534,17.397454%,68.316832%,14.285714%
1540,15538,19.965870%,68.600683%,11.433447%
1541,15540,24.840764%,59.872611%,15.286624%
1542,15541,22.100313%,66.065831%,11.833856%
1543,15542,12.274368%,75.571600%,12.154031%
1544,15544,27.272727%,72.727273%,0.000000%
1545,15545,18.441161%,67.142129%,14.416709%
1546,15546,8.333333%,91.666667%,0.000000%
1547,15547,16.071429%,76.785714%,7.142857%
1548,15551,23.950233%,66.251944%,9.797823%
1549,15552,20.108567%,62.945480%,16.945952%
1550,15555,39.189189%,52.702703%,8.108108%
1551,15557,24.802528%,65.284360%,9.913112%
1552,15558,19.392372%,60.698125%,19.909502%
1553,15559,17.408377%,66.688482%,15.903141%
1554,15560,37.931034%,56.034483%,6.034483%
1555,15561,40.875912%,48.905109%,10.218978%
1556,15562,21.000000%,56.000000%,23.000000%
1557,15563,21.833689%,64.818763%,13.347548%
1558,15564,29.411765%,58.823529%,11.764706%
1559,15622,32.126697%,51.131222%,16.742081%
1560,15905,43.124837%,52.957691%,3.917472%
1561,15924,17.496635%,65.814266%,16.689098%
1562,15926,25.650558%,60.382369%,13.967074%
1563,15928,29.225137%,68.395363%,2.379500%
1564,15935,23.707572%,67.728460%,8.563969%
1565,15936,20.221328%,69.818913%,9.959759%
1566,15937,13.611111%,71.388889%,15.000000%
1567,15953,14.285714%,76.190476%,9.523810%
1568,15963,29.920477%,57.952286%,12.127237%
1569,18403,42.699071%,49.140486%,8.160443%
1570,18407,26.938319%,61.904278%,11.157403%
1571,18411,53.226948%,42.487613%,4.285439%
1572,18414,43.733950%,51.900360%,4.365691%
1573,18419,34.813614%,58.379254%,6.807131%
1574,18420,0.000000%,85.714286%,14.285714%
1575,18421,26.182965%,64.064143%,9.752892%
1576,18424,33.671347%,58.658346%,7.670307%
1577,18433,36.272251%,56.963351%,6.764398%
1578,18434,38.634739%,53.216583%,8.148678%
1579,18436,30.702588%,61.119915%,8.177496%
1580,18444,36.818049%,55.246523%,7.935427%
1581,18446,26.739640%,62.666145%,10.594214%
1582,18447,36.239316%,56.544567%,7.216117%
1583,18452,34.903192%,57.509158%,7.587650%
1584,18471,83.595506%,16.404494%,0.000000%
1585,18503,33.002208%,50.331126%,16.666667%
1586,18504,27.152223%,60.283637%,12.564139%
1587,18505,29.633034%,54.196422%,16.170544%
1588,18507,38.455435%,50.912457%,10.632108%
1589,18508,19.630675%,66.490238%,13.879087%
1590,18509,37.063184%,50.829509%,12.107307%
1591,18510,37.318394%,45.333662%,17.347944%
1592,18512,36.386622%,57.073900%,6.539478%
1593,18517,24.954745%,63.822084%,11.223170%
1594,18518,33.349049%,59.123055%,7.527896%
1595,18519,30.524554%,60.491071%,8.984375%
1596,18615,26.514032%,66.174298%,7.311669%
1597,18641,32.105701%,60.008323%,7.885976%
1598,18653,14.444444%,77.777778%,7.777778%
1599,17022,37.632156%,53.475962%,8.891881%
1600,17073,16.196355%,60.052910%,23.750735%
1601,17501,33.311959%,54.151972%,12.536069%
1602,17502,26.152253%,61.574314%,12.273433%
1603,17505,17.993367%,35.240464%,46.766169%
1604,17507,0.000000%,55.555556%,44.444444%
1605,17508,23.076923%,62.068966%,14.854111%
1606,17509,22.162986%,42.688500%,35.148515%
1607,17512,26.180880%,61.018862%,12.800258%
1608,17516,31.764329%,58.885687%,9.349984%
1609,17517,28.660061%,54.736550%,16.603389%
1610,17518,14.267990%,56.451613%,29.280397%
1611,17519,18.093890%,48.855862%,33.050248%
1612,17520,39.435792%,56.508963%,4.055245%
1613,17522,28.623285%,51.115538%,20.261178%
1614,17527,18.571816%,53.923432%,27.504752%
1615,17529,19.244476%,40.912331%,39.843193%
1616,17532,19.619620%,64.214214%,16.166166%
1617,17535,13.709677%,38.440860%,47.849462%
1618,17536,19.573171%,45.731707%,34.695122%
1619,17538,55.375485%,42.319105%,2.305410%
1620,17540,29.821457%,47.225350%,22.953193%
1621,17543,43.222043%,47.194288%,9.583669%
1622,17545,29.570313%,57.180990%,13.248698%
1623,17547,33.829237%,59.271238%,6.899526%
1624,17550,8.207934%,91.792066%,0.000000%
1625,17551,41.038915%,51.874331%,7.086755%
1626,17552,36.176135%,57.529261%,6.294605%
1627,17554,35.181357%,57.282466%,7.536177%
1628,17555,19.795627%,47.409696%,32.794677%
1629,17557,19.437603%,51.169951%,29.392447%
1630,17560,14.853058%,69.631983%,15.514959%
1631,17562,13.591837%,42.244898%,44.163265%
1632,17563,13.467425%,63.052033%,23.480542%
1633,17565,22.373541%,63.083658%,14.542802%
1634,17566,20.884458%,57.911554%,21.203988%
1635,17569,33.110993%,54.135539%,12.753469%
1636,17570,43.137255%,48.366013%,8.496732%
1637,17572,15.381338%,51.427354%,33.191308%
1638,17576,9.036145%,17.469880%,73.493976%
1639,17578,24.450118%,56.932443%,18.617439%
1640,17579,32.327141%,52.708978%,14.963880%
1641,17581,22.743682%,54.512635%,22.743682%
1642,17582,29.898305%,62.508475%,7.593220%
1643,17584,34.360397%,56.629673%,9.009930%
1644,17601,49.779687%,42.474712%,7.745601%
1645,17602,29.517481%,50.699526%,19.782993%
1646,17603,33.445723%,51.081141%,15.473136%
1647,17606,30.800821%,61.190965%,8.008214%
1648,19310,26.183996%,53.402286%,20.413718%
1649,19344,31.932021%,53.296703%,14.771275%
1650,19362,25.473411%,59.403372%,15.123217%
1651,19363,33.961744%,49.871253%,16.167004%
1652,19501,24.383917%,65.110246%,10.505837%
1653,19540,38.097526%,53.783329%,8.119145%
1654,19543,42.817818%,48.298298%,8.883884%
1655,19551,28.772803%,60.392482%,10.834715%
1656,18407,26.938319%,61.904278%,11.157403%
1657,18413,3.048780%,58.536585%,38.414634%
1658,18419,34.813614%,58.379254%,6.807131%
1659,18421,26.182965%,64.064143%,9.752892%
1660,18430,25.000000%,75.000000%,0.000000%
1661,18441,8.653846%,82.692308%,8.653846%
1662,18446,26.739640%,62.666145%,10.594214%
1663,18465,30.259067%,57.409326%,12.331606%
1664,18470,34.496920%,57.357974%,8.145106%
1665,18623,17.552083%,67.187500%,15.260417%
1666,18630,16.696670%,71.827183%,11.476148%
1667,18801,30.415828%,61.938296%,7.645875%
1668,18812,37.145174%,55.636659%,7.218167%
1669,18816,39.534884%,51.162791%,9.302326%
1670,18818,25.641026%,60.512821%,13.846154%
1671,18821,16.901408%,70.187793%,12.910798%
1672,18822,21.086009%,65.200159%,13.713833%
1673,18823,23.566879%,55.414013%,21.019108%
1674,18824,20.517928%,69.721116%,9.760956%
1675,18825,43.820225%,43.820225%,12.359551%
1676,18826,24.919872%,66.346154%,8.733974%
1677,18828,14.345992%,54.008439%,31.645570%
1678,18830,22.900763%,62.977099%,14.122137%
1679,18834,23.253012%,65.943775%,10.803213%
1680,18842,30.841121%,66.355140%,2.803738%
1681,18843,21.739130%,78.260870%,0.000000%
1682,18844,22.799423%,64.357864%,12.842713%
1683,18847,23.731307%,64.255945%,12.012748%
1684,15012,36.193242%,57.963745%,5.843013%
1685,15018,21.915584%,72.889610%,5.194805%
1686,15062,28.744939%,61.520859%,9.734202%
1687,15068,36.288019%,54.962159%,8.749822%
1688,15072,7.194245%,74.100719%,18.705036%
1689,15083,16.065574%,73.606557%,10.327869%
1690,15085,42.964780%,52.864903%,4.170317%
1691,15087,6.060606%,78.181818%,15.757576%
1692,15089,31.056981%,61.852980%,7.090039%
1693,15131,37.420258%,57.522950%,5.056792%
1694,15137,29.839142%,63.967828%,6.193029%
1695,15146,49.420723%,45.706811%,4.872466%
1696,15448,4.419890%,70.165746%,25.414365%
1697,15479,29.359673%,62.670300%,7.970027%
1698,15501,26.457935%,61.185468%,12.356597%
1699,15531,25.025193%,62.176688%,12.798119%
1700,15601,43.192918%,49.924861%,6.882220%
1701,15610,31.401475%,56.410256%,12.188268%
1702,15611,40.485830%,58.299595%,1.214575%
1703,15612,10.256410%,82.371795%,7.371795%
1704,15613,30.163781%,62.302293%,7.533926%
1705,15615,19.607843%,80.392157%,0.000000%
1706,15616,0.000000%,46.000000%,54.000000%
1707,15617,19.580420%,64.685315%,15.734266%
1708,15618,21.685393%,67.584270%,10.730337%
1709,15620,9.133127%,71.207430%,19.659443%
1710,15621,0.000000%,100.000000%,0.000000%
1711,15622,32.126697%,51.131222%,16.742081%
1712,15623,20.508167%,58.983666%,20.508167%
1713,15624,23.448276%,60.000000%,16.551724%
1714,15625,40.540541%,49.549550%,9.909910%
1715,15626,41.492837%,52.349837%,6.157326%
1716,15627,25.217752%,65.159685%,9.622563%
1717,15628,23.430962%,59.623431%,16.945607%
1718,15629,20.398010%,72.968491%,6.633499%
1719,15632,49.832112%,43.253968%,6.913919%
1720,15633,21.681416%,53.539823%,24.778761%
1721,15634,21.010638%,69.148936%,9.840426%
1722,15635,25.210084%,74.789916%,0.000000%
1723,15636,56.278714%,40.964778%,2.756508%
1724,15637,28.399433%,66.926346%,4.674221%
1725,15638,9.384164%,64.222874%,26.392962%
1726,15639,28.881988%,65.838509%,5.279503%
1727,15640,38.605898%,57.908847%,3.485255%
1728,15641,21.362229%,72.755418%,5.882353%
1729,15642,46.156899%,49.700855%,4.142247%
1730,15644,33.711933%,59.948889%,6.339178%
1731,15646,22.222222%,67.283951%,10.493827%
1732,15647,4.166667%,95.833333%,0.000000%
1733,15650,33.841685%,58.455234%,7.703081%
1734,15655,47.872340%,46.808511%,5.319149%
1735,15656,35.151263%,56.841521%,8.007216%
1736,15658,40.919952%,52.971924%,6.108124%
1737,15660,21.311475%,53.688525%,25.000000%
1738,15661,22.976501%,65.796345%,11.227154%
1739,15662,0.000000%,100.000000%,0.000000%
1740,15663,20.900322%,71.061093%,8.038585%
1741,15665,32.988625%,58.738366%,8.273009%
1742,15666,30.138765%,60.309989%,9.551246%
1743,15668,61.329152%,35.909367%,2.761481%
1744,15670,23.692752%,69.419401%,6.887847%
1745,15671,42.315789%,55.368421%,2.315789%
1746,15672,38.668180%,57.737420%,3.594400%
1747,15675,16.767372%,79.003021%,4.229607%
1748,15676,32.467532%,58.441558%,9.090909%
1749,15677,37.383178%,57.632399%,4.984424%
1750,15678,25.342466%,60.958904%,13.698630%
1751,15679,21.297672%,70.133730%,8.568598%
1752,15680,34.693878%,53.061224%,12.244898%
1753,15681,27.089255%,64.667425%,8.243320%
1754,15683,32.445726%,61.363636%,6.190638%
1755,15684,15.151515%,82.683983%,2.164502%
1756,15687,18.369565%,70.652174%,10.978261%
1757,15688,19.919786%,74.064171%,6.016043%
1758,15689,34.684685%,59.459459%,5.855856%
1759,15690,23.404932%,65.966587%,10.628481%
1760,15691,0.000000%,51.764706%,48.235294%
1761,15692,27.464009%,58.028793%,14.507198%
1762,15693,0.000000%,100.000000%,0.000000%
1763,15695,19.718310%,71.478873%,8.802817%
1764,15696,32.394366%,59.624413%,7.981221%
1765,15697,29.082353%,60.517647%,10.400000%
1766,15698,21.311475%,77.213115%,1.475410%
1767,15717,26.391097%,64.745628%,8.863275%
1768,15779,27.620968%,63.306452%,9.072581%
1769,15923,20.398912%,69.718948%,9.882140%
1770,15944,24.221022%,64.312422%,11.466556%
1771,15954,22.517846%,64.373783%,13.108371%
1772,16229,35.465116%,58.942414%,5.592470%
1773,15821,18.320611%,58.015267%,23.664122%
1774,15823,29.189687%,63.443831%,7.366483%
1775,15827,22.463768%,69.565217%,7.971014%
1776,15832,18.750000%,64.453125%,16.796875%
1777,15841,25.714286%,65.142857%,9.142857%
1778,15845,22.567923%,65.293602%,12.138475%
1779,15846,34.224382%,57.027136%,8.748481%
1780,15853,29.131653%,64.037923%,6.830424%
