,County,Doctorate,Professional,Masters,Bachelor,Associate,Some College,High School,Some HS,Less than HS,None
21,18851,0.000000%,0.747664%,4.112150%,7.289720%,11.214953%,15.327103%,52.149533%,4.299065%,4.112150%,0.747664%
22,18853,1.140557%,0.402549%,5.568601%,10.265012%,8.352902%,14.592419%,51.761154%,5.568601%,1.341832%,1.006374%
23,18854,0.576037%,0.000000%,5.299539%,4.493088%,7.373272%,15.668203%,46.543779%,16.705069%,3.341014%,0.000000%
24,18414,1.258346%,3.261428%,10.323575%,20.467386%,8.423215%,15.819209%,36.081150%,3.184386%,0.924499%,0.256805%
25,18419,0.777958%,0.972447%,7.228525%,17.244733%,8.589951%,16.077796%,42.301459%,5.802269%,0.875203%,0.129660%
26,18446,0.156372%,1.876466%,4.847537%,10.711493%,9.147772%,14.894449%,47.771697%,9.069586%,0.625489%,0.899140%
27,18612,1.278891%,2.426810%,8.636364%,18.543914%,10.762712%,18.274268%,33.004622%,5.546995%,0.531587%,0.993837%
28,18614,0.928314%,0.103146%,2.372357%,9.025271%,8.406395%,18.411552%,51.469830%,6.962352%,2.166065%,0.154719%
29,18615,0.221566%,0.369276%,5.834564%,11.816839%,8.271787%,16.174298%,50.000000%,4.800591%,2.511078%,0.000000%
30,18618,1.249108%,1.570307%,8.708066%,16.452534%,14.382584%,14.632405%,33.404711%,7.316203%,1.962884%,0.321199%
31,18623,0.156250%,0.000000%,3.125000%,6.614583%,7.656250%,15.052083%,52.135417%,13.177083%,1.666667%,0.416667%
32,18625,3.399433%,2.266289%,10.198300%,20.113314%,12.181303%,14.164306%,32.861190%,3.399433%,1.416431%,0.000000%
33,18629,0.088417%,0.353669%,2.564103%,8.576481%,9.195402%,18.390805%,52.785146%,4.951370%,2.564103%,0.530504%
34,18630,0.540054%,0.405041%,2.340234%,8.595860%,4.815482%,15.571557%,56.255626%,9.135914%,2.115212%,0.225023%
35,18636,0.000000%,0.189934%,4.368471%,9.591643%,5.413105%,14.719848%,55.745489%,8.357075%,1.329535%,0.284900%
36,18657,0.673747%,0.856458%,6.394884%,11.990408%,8.747288%,17.688706%,45.780518%,5.995204%,1.541624%,0.331164%
37,18844,0.432900%,0.937951%,3.751804%,10.173160%,7.503608%,19.913420%,44.444444%,9.812410%,2.525253%,0.505051%
38,18405,0.675325%,0.363636%,6.649351%,8.103896%,12.103896%,22.961039%,39.688312%,7.116883%,1.974026%,0.363636%
39,18415,1.873536%,0.000000%,13.583138%,23.653396%,7.611241%,10.655738%,32.552693%,8.313817%,1.756440%,0.000000%
40,18417,1.558442%,1.038961%,8.051948%,8.441558%,5.714286%,19.350649%,46.363636%,8.311688%,1.168831%,0.000000%
41,18421,0.210305%,1.182965%,3.601472%,13.590957%,7.597266%,16.377497%,47.686646%,6.046267%,3.049422%,0.657203%
42,18424,1.144046%,0.728029%,5.616225%,16.926677%,9.256370%,20.514821%,38.143526%,5.408216%,1.456058%,0.806032%
43,18427,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,48.000000%,52.000000%,0.000000%,0.000000%,0.000000%
44,18428,0.420819%,1.439646%,7.574751%,14.407530%,6.777409%,23.776301%,37.519380%,6.290144%,1.583610%,0.210410%
45,18431,0.364491%,1.281599%,6.737213%,14.509112%,7.172252%,17.648442%,42.845385%,7.195767%,1.798942%,0.446796%
46,18436,1.288959%,0.855784%,8.674062%,12.234548%,7.649234%,19.239303%,41.880613%,6.318014%,0.908611%,0.950872%
47,18437,4.651163%,4.069767%,8.139535%,12.790698%,13.953488%,12.209302%,41.860465%,2.325581%,0.000000%,0.000000%
48,18438,0.000000%,2.109705%,9.177215%,13.396624%,14.029536%,18.037975%,35.232068%,6.118143%,0.843882%,1.054852%
49,18439,0.000000%,0.000000%,2.678571%,16.071429%,8.630952%,25.000000%,40.178571%,4.464286%,2.976190%,0.000000%
50,18443,0.000000%,0.000000%,6.301370%,7.123288%,3.287671%,16.164384%,64.931507%,2.191781%,0.000000%,0.000000%
51,18444,0.836332%,1.254498%,7.439463%,16.123699%,11.164057%,16.386269%,38.860255%,5.815424%,1.283672%,0.836332%
52,18445,0.370370%,1.164021%,8.042328%,17.566138%,3.597884%,19.047619%,41.111111%,5.502646%,1.216931%,2.380952%
53,18453,0.972053%,0.364520%,4.131227%,11.178615%,7.533414%,21.992710%,46.901580%,6.439854%,0.486027%,0.000000%
54,18454,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,100.000000%,0.000000%,0.000000%
55,18455,0.000000%,0.000000%,11.666667%,0.000000%,0.000000%,26.666667%,51.666667%,5.000000%,5.000000%,0.000000%
56,18456,1.277955%,2.236422%,2.875399%,6.709265%,2.555911%,28.434505%,43.130990%,6.709265%,3.514377%,2.555911%
57,18459,0.000000%,0.000000%,9.756098%,0.000000%,14.634146%,19.512195%,29.268293%,26.829268%,0.000000%,0.000000%
58,18460,1.503759%,17.293233%,6.015038%,3.759398%,6.015038%,15.037594%,36.090226%,11.278195%,3.007519%,0.000000%
59,18461,0.649351%,0.649351%,3.571429%,8.116883%,4.545455%,19.155844%,49.025974%,7.792208%,6.493506%,0.000000%
60,18462,0.643087%,0.000000%,5.144695%,18.006431%,8.681672%,9.967846%,41.800643%,13.826367%,0.643087%,1.286174%
61,18463,0.000000%,0.000000%,3.314917%,12.154696%,8.839779%,14.917127%,56.353591%,4.419890%,0.000000%,0.000000%
62,18465,1.243523%,0.310881%,8.497409%,11.813472%,8.393782%,20.310881%,37.098446%,8.911917%,3.005181%,0.414508%
63,18469,0.000000%,0.000000%,0.000000%,0.000000%,17.793594%,29.537367%,46.975089%,5.693950%,0.000000%,0.000000%
64,18470,0.616016%,0.889802%,7.255305%,16.221766%,9.514031%,15.400411%,41.957563%,6.776181%,1.368925%,0.000000%
65,18472,0.947473%,0.482048%,3.108378%,5.867686%,5.651596%,18.450798%,48.404255%,11.901596%,3.158245%,2.027926%
66,18473,3.234501%,0.808625%,0.000000%,20.754717%,11.590296%,15.633423%,41.239892%,6.738544%,0.000000%,0.000000%
67,18847,0.710959%,0.563864%,5.761216%,9.119882%,7.575386%,18.215249%,46.040696%,9.291493%,1.814170%,0.907085%
68,17005,0.000000%,0.000000%,0.781250%,13.281250%,12.109375%,9.375000%,52.734375%,8.984375%,2.734375%,0.000000%
69,17017,0.766610%,0.255537%,5.195911%,9.284497%,8.858603%,14.565588%,51.703578%,7.155026%,1.192504%,1.022147%
70,17018,0.756888%,1.301847%,7.750530%,15.501060%,8.719346%,22.918559%,37.420527%,3.663336%,0.605510%,1.362398%
71,17020,0.178359%,0.431034%,3.775268%,10.835315%,8.843639%,21.581451%,45.422117%,7.699168%,0.728300%,0.505351%
72,17022,1.226810%,1.755436%,6.607820%,19.239976%,8.802115%,14.816477%,38.659485%,6.682625%,1.186914%,1.022342%
73,17023,0.287121%,0.943396%,3.527482%,9.392945%,8.982773%,16.981132%,46.103363%,7.588187%,5.414274%,0.779327%
74,17028,1.088589%,3.003003%,5.255255%,9.947447%,9.572072%,13.776276%,45.457958%,10.885886%,0.788288%,0.225225%
75,17030,0.000000%,0.000000%,2.050473%,5.678233%,9.779180%,12.933754%,50.630915%,6.151420%,10.252366%,2.523659%
76,17032,0.183885%,0.484788%,5.466399%,10.932798%,9.010364%,12.119692%,50.518221%,8.726179%,1.654965%,0.902708%
77,17033,3.527670%,6.783982%,12.350958%,25.647562%,8.214785%,12.688101%,24.274320%,2.631363%,1.430803%,2.450456%
78,17034,0.295334%,0.000000%,0.472534%,13.939752%,9.627880%,15.711754%,47.017129%,9.805080%,2.539870%,0.590667%
79,17036,4.703833%,6.510517%,11.666021%,24.654794%,8.226868%,14.976126%,25.190347%,3.393986%,0.471029%,0.206478%
80,17048,0.352113%,0.508607%,1.564945%,6.651017%,6.807512%,13.615023%,47.417840%,12.597809%,9.076682%,1.408451%
81,17057,0.444858%,1.294735%,3.910763%,14.228803%,8.027355%,17.581834%,41.099529%,9.547839%,3.333112%,0.531173%
82,17061,0.000000%,0.982430%,2.852824%,10.239940%,8.652938%,14.547516%,43.151332%,12.280370%,6.083507%,1.209144%
83,17078,0.852962%,2.388295%,9.080769%,20.851650%,7.722590%,16.173479%,36.080310%,4.979988%,1.614067%,0.255889%
84,17080,2.285714%,0.000000%,1.142857%,12.000000%,5.142857%,12.571429%,48.000000%,14.857143%,3.428571%,0.571429%
85,17097,0.706714%,0.000000%,2.473498%,9.717314%,5.477032%,14.310954%,48.233216%,17.314488%,1.766784%,0.000000%
86,17098,0.116754%,0.000000%,1.459428%,5.662580%,8.990076%,16.112084%,55.633392%,10.332750%,0.817280%,0.875657%
87,17101,3.277778%,5.777778%,8.666667%,11.333333%,0.888889%,14.555556%,33.888889%,13.777778%,6.111111%,1.722222%
88,17102,1.891419%,3.590193%,8.546410%,19.912434%,5.288967%,18.213660%,30.192644%,9.737303%,1.733800%,0.893170%
89,17103,0.138715%,0.110972%,2.871411%,10.583992%,8.184214%,22.693855%,38.854210%,9.807185%,4.744070%,2.011375%
90,17104,0.096162%,0.874202%,3.199580%,8.916863%,6.329225%,18.943964%,35.562549%,18.174666%,5.778477%,2.124312%
91,17109,0.331209%,0.924884%,8.086489%,18.053993%,10.017498%,19.428821%,34.201975%,6.336708%,1.218598%,1.399825%
92,17110,1.447059%,3.605882%,9.323529%,20.435294%,7.594118%,17.558824%,29.470588%,7.141176%,2.029412%,1.394118%
93,17111,1.205698%,2.093881%,8.568609%,20.925942%,9.319489%,18.471638%,30.378443%,5.822535%,1.930833%,1.282931%
94,17112,0.912201%,2.618645%,9.939842%,24.440687%,9.401172%,17.976645%,28.832619%,4.281839%,1.270004%,0.326348%
95,17113,0.116703%,0.495988%,3.792852%,9.730124%,9.438366%,19.795770%,44.420131%,9.380015%,2.231947%,0.598104%
96,17120,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
97,17980,0.000000%,1.320583%,1.366120%,7.650273%,10.428051%,14.344262%,52.641166%,9.335155%,2.094718%,0.819672%
98,15613,0.608329%,0.992045%,5.025737%,12.194665%,11.343004%,18.231165%,44.071128%,5.418811%,1.497426%,0.617688%
99,15618,0.168539%,0.000000%,3.651685%,6.179775%,11.685393%,16.179775%,51.404494%,8.483146%,1.404494%,0.842697%
100,15656,0.777130%,0.791007%,5.661948%,16.389120%,11.532057%,11.865112%,44.976409%,5.661948%,1.928948%,0.416320%
101,15673,0.000000%,2.328160%,3.880266%,9.866962%,6.762749%,11.751663%,52.439024%,11.529933%,1.441242%,0.000000%
102,15686,0.000000%,0.000000%,7.513417%,6.082290%,5.187835%,10.017889%,57.781753%,11.270125%,2.146691%,0.000000%
103,15690,0.318218%,0.477327%,4.311854%,7.669053%,10.628481%,18.647574%,47.319014%,8.575975%,1.543357%,0.509149%
104,15732,0.602929%,0.861326%,3.273040%,7.235142%,7.579673%,11.627907%,56.847545%,8.871662%,2.411714%,0.689061%
105,15736,0.000000%,1.127820%,7.706767%,11.278195%,10.526316%,14.661654%,49.624060%,2.255639%,2.631579%,0.187970%
106,15774,8.643617%,0.177305%,3.014184%,12.101064%,8.643617%,15.026596%,44.193262%,6.250000%,0.886525%,1.063830%
107,16025,0.741119%,0.485561%,3.577818%,10.707897%,10.145668%,17.326859%,50.600562%,4.191158%,1.380015%,0.843343%
108,16028,0.352361%,0.775194%,4.228330%,9.584214%,6.765328%,12.544045%,53.699789%,9.231853%,0.845666%,1.973221%
109,16041,0.136519%,0.341297%,1.979522%,7.303754%,7.508532%,14.334471%,54.266212%,10.921502%,2.320819%,0.887372%
110,16049,0.000000%,0.000000%,2.798165%,7.293578%,7.477064%,16.376147%,53.761468%,8.990826%,2.247706%,1.055046%
111,16055,1.369652%,1.431210%,7.156048%,17.451524%,8.879655%,18.036319%,41.843644%,2.554632%,0.569406%,0.707910%
112,16201,0.966647%,0.892857%,4.567591%,12.500000%,9.208973%,15.458973%,45.329103%,7.902893%,2.324380%,0.848583%
113,16210,0.000000%,0.000000%,0.453172%,6.344411%,6.042296%,13.293051%,53.021148%,18.277946%,1.661631%,0.906344%
114,16212,0.000000%,0.000000%,0.000000%,6.329114%,13.924051%,19.831224%,48.101266%,8.438819%,2.109705%,1.265823%
115,16218,0.627615%,0.000000%,1.569038%,8.786611%,5.857741%,17.364017%,53.451883%,8.472803%,3.033473%,0.836820%
116,16222,0.000000%,0.246914%,2.283951%,10.432099%,7.469136%,12.654321%,50.370370%,5.740741%,10.432099%,0.370370%
117,16223,0.000000%,0.000000%,0.000000%,5.172414%,4.310345%,17.241379%,70.689655%,0.000000%,2.586207%,0.000000%
118,16224,0.896861%,0.448430%,4.932735%,9.192825%,6.726457%,11.995516%,46.973094%,15.358744%,2.914798%,0.560538%
119,16226,0.628601%,0.279378%,3.562074%,10.913218%,12.764100%,16.081718%,48.699144%,4.574821%,1.920726%,0.576218%
120,16228,0.000000%,0.000000%,0.842697%,7.303371%,10.674157%,18.539326%,55.337079%,5.056180%,1.123596%,1.123596%
121,16229,0.359911%,0.913621%,4.706534%,16.389812%,13.095238%,19.878184%,39.064230%,4.069767%,0.719823%,0.802879%
122,16236,0.000000%,0.000000%,0.000000%,8.115942%,0.000000%,4.637681%,57.101449%,7.246377%,0.000000%,22.898551%
123,16238,0.325733%,0.651466%,7.817590%,16.286645%,11.400651%,21.498371%,34.853420%,3.908795%,3.257329%,0.000000%
124,16240,1.020408%,0.306122%,2.040816%,5.000000%,5.000000%,9.387755%,63.265306%,10.612245%,2.857143%,0.510204%
125,16242,0.604412%,0.241765%,5.137504%,9.851919%,7.283167%,11.453611%,50.468419%,11.060743%,3.777576%,0.120882%
126,16244,0.000000%,0.000000%,0.000000%,7.831325%,3.614458%,23.493976%,57.228916%,3.012048%,2.409639%,2.409639%
127,16245,0.000000%,0.000000%,0.000000%,1.840491%,3.680982%,12.883436%,65.030675%,12.883436%,1.840491%,1.840491%
128,16249,0.785714%,0.500000%,2.428571%,17.285714%,10.285714%,14.214286%,45.357143%,6.285714%,2.500000%,0.357143%
129,16250,0.000000%,0.000000%,2.252252%,0.000000%,2.702703%,9.909910%,48.648649%,28.378378%,6.306306%,1.801802%
130,16253,0.000000%,0.000000%,0.000000%,3.750000%,0.000000%,12.500000%,66.250000%,17.500000%,0.000000%,0.000000%
131,16259,0.000000%,0.146520%,3.882784%,4.688645%,5.274725%,16.996337%,56.336996%,9.304029%,2.930403%,0.439560%
132,16262,0.196947%,0.640079%,3.200394%,12.653865%,10.093550%,15.115707%,48.941408%,6.499261%,2.264894%,0.393895%
133,16263,0.000000%,0.000000%,5.286344%,4.845815%,12.775330%,10.132159%,56.387665%,0.000000%,10.572687%,0.000000%
134,16038,1.263823%,0.513428%,3.751975%,13.783570%,5.884676%,13.309637%,48.617694%,6.556082%,4.699842%,1.619273%
135,16127,3.724593%,1.415345%,8.864531%,18.740023%,7.470469%,11.333404%,39.619027%,5.352772%,2.894541%,0.585293%
136,16153,0.000000%,0.477707%,5.626327%,12.101911%,9.819533%,13.959660%,48.195329%,6.528662%,3.078556%,0.212314%
137,16232,0.433622%,0.767178%,5.970647%,12.775183%,7.805203%,11.707805%,49.899933%,8.205470%,1.934623%,0.500334%
138,16301,0.404147%,1.265156%,4.340186%,12.062906%,9.233878%,16.201019%,47.794764%,6.589352%,1.361799%,0.746793%
139,16311,0.000000%,1.574803%,6.824147%,12.860892%,7.874016%,16.535433%,46.194226%,3.937008%,3.674541%,0.524934%
140,16314,0.313808%,0.496862%,3.739540%,8.891213%,8.211297%,13.990586%,51.019874%,7.923640%,4.890167%,0.523013%
141,16317,0.000000%,0.562852%,2.345216%,5.816135%,8.724203%,17.636023%,54.596623%,7.504690%,1.782364%,1.031895%
142,16319,0.000000%,0.000000%,5.591398%,8.817204%,7.096774%,13.763441%,58.387097%,5.698925%,0.645161%,0.000000%
143,16323,0.184259%,0.807230%,5.027639%,10.415021%,8.239010%,14.486268%,48.670703%,8.958498%,2.281302%,0.930069%
144,16341,0.428571%,0.000000%,5.285714%,10.642857%,9.857143%,15.000000%,50.428571%,5.714286%,1.428571%,1.214286%
145,16342,0.000000%,0.000000%,2.959590%,7.968127%,7.342060%,13.261241%,49.231645%,8.821855%,1.821286%,8.594195%
146,16343,0.000000%,0.000000%,7.142857%,27.639752%,0.000000%,10.559006%,46.894410%,0.000000%,7.763975%,0.000000%
147,16344,0.000000%,0.000000%,1.626016%,4.607046%,10.569106%,17.344173%,55.826558%,5.691057%,2.439024%,1.897019%
148,16346,0.000000%,0.208160%,6.494588%,14.446295%,5.203997%,14.904246%,47.169026%,7.493755%,1.665279%,2.414654%
149,16353,0.777076%,0.242836%,5.099563%,8.644973%,7.819330%,13.501700%,47.401651%,10.101991%,6.265177%,0.145702%
150,16354,0.723958%,0.978683%,4.665505%,9.800241%,7.226170%,16.168387%,48.464942%,8.794745%,1.930554%,1.246816%
151,16362,0.915332%,0.457666%,1.487414%,11.098398%,7.437071%,10.297483%,54.462243%,10.068650%,2.745995%,1.029748%
152,16364,0.000000%,0.000000%,4.373522%,8.392435%,8.274232%,13.593381%,52.836879%,5.910165%,5.910165%,0.709220%
153,16372,0.000000%,0.000000%,5.063291%,10.759494%,5.063291%,13.291139%,55.696203%,7.594937%,2.531646%,0.000000%
154,16373,0.313480%,0.223914%,4.612629%,12.046574%,8.687864%,18.719212%,45.812808%,5.373936%,3.403493%,0.806090%
155,16374,0.259740%,0.519481%,4.610390%,10.324675%,7.532468%,12.792208%,52.597403%,7.792208%,3.376623%,0.194805%
156,15521,0.163399%,0.163399%,2.614379%,7.924837%,7.679739%,14.869281%,60.130719%,4.493464%,0.980392%,0.980392%
157,15522,0.566671%,1.792529%,4.394588%,10.419799%,8.234070%,16.826645%,46.062218%,9.101422%,1.619059%,0.983000%
158,15533,0.000000%,0.297915%,4.766634%,4.667329%,11.817279%,16.285998%,43.495531%,16.285998%,0.993049%,1.390268%
159,15534,0.000000%,0.000000%,3.536068%,4.809052%,9.052334%,17.538897%,50.777935%,12.305516%,1.131542%,0.848656%
160,15535,1.239400%,0.195695%,1.565558%,8.153947%,7.436399%,12.654925%,50.815395%,14.481409%,2.544031%,0.913242%
161,15537,1.096676%,1.214780%,2.986334%,7.879197%,4.808503%,14.003712%,54.175806%,9.515775%,2.598279%,1.720938%
162,15539,0.000000%,7.855626%,18.895966%,5.307856%,12.101911%,4.458599%,39.278132%,12.101911%,0.000000%,0.000000%
163,15545,0.203770%,0.509424%,2.445237%,5.094244%,10.188487%,13.092206%,54.049924%,8.303617%,4.075395%,2.037697%
164,15550,0.000000%,1.558442%,3.203463%,6.493506%,7.359307%,17.835498%,48.484848%,10.822511%,2.770563%,1.471861%
165,15554,0.283286%,0.736544%,6.062323%,9.631728%,7.818697%,14.220963%,52.521246%,4.192635%,3.059490%,1.473088%
166,15559,0.327225%,0.000000%,4.908377%,5.235602%,6.937173%,14.659686%,52.028796%,13.808901%,0.981675%,1.112565%
167,15946,0.374220%,0.498960%,5.093555%,11.517672%,10.977131%,14.968815%,47.837838%,6.091476%,1.663202%,0.977131%
168,16625,0.748783%,0.000000%,0.935979%,7.937102%,6.140022%,11.007113%,57.918383%,10.258330%,3.743916%,1.310371%
169,16633,0.000000%,0.000000%,19.841270%,0.000000%,0.000000%,10.317460%,62.698413%,7.142857%,0.000000%,0.000000%
170,16650,0.070822%,0.354108%,5.099150%,9.702550%,6.798867%,8.640227%,55.736544%,9.419263%,2.549575%,1.628895%
171,16655,0.511945%,0.682594%,1.279863%,6.399317%,6.399317%,12.457338%,59.812287%,8.361775%,3.071672%,1.023891%
172,16657,1.021450%,0.306435%,3.166496%,7.865169%,7.048008%,17.568948%,53.728294%,6.537283%,1.838611%,0.919305%
173,16659,0.000000%,0.000000%,2.358491%,2.830189%,11.792453%,16.509434%,55.188679%,11.320755%,0.000000%,0.000000%
174,16662,0.542453%,0.330189%,5.707547%,12.193396%,4.929245%,14.882075%,49.787736%,5.165094%,6.250000%,0.212264%
175,16664,0.919540%,0.689655%,2.375479%,8.429119%,9.961686%,12.030651%,46.819923%,7.892720%,10.191571%,0.689655%
176,16667,0.415369%,0.000000%,1.765317%,9.657321%,6.126687%,14.330218%,56.490135%,9.345794%,1.246106%,0.623053%
177,16670,0.000000%,0.000000%,0.000000%,7.317073%,14.634146%,24.390244%,53.658537%,0.000000%,0.000000%,0.000000%
178,16672,0.000000%,0.000000%,1.081081%,3.783784%,4.864865%,15.135135%,49.189189%,23.243243%,2.702703%,0.000000%
179,16673,0.404858%,1.052632%,2.429150%,11.875843%,9.554656%,13.117409%,52.982456%,6.693657%,1.376518%,0.512821%
180,16678,0.158228%,0.527426%,4.588608%,10.548523%,7.067511%,15.822785%,46.044304%,10.654008%,3.955696%,0.632911%
181,16679,0.000000%,0.646204%,1.130856%,3.069467%,2.907916%,13.731826%,63.004847%,13.893376%,1.615509%,0.000000%
182,16694,0.000000%,0.000000%,4.666667%,5.333333%,5.333333%,7.333333%,57.333333%,15.333333%,1.333333%,3.333333%
183,16695,0.706215%,0.423729%,2.966102%,12.146893%,10.028249%,16.949153%,45.197740%,5.932203%,5.649718%,0.000000%
184,17211,0.000000%,0.000000%,0.000000%,3.200000%,6.000000%,15.600000%,61.600000%,10.000000%,1.200000%,2.400000%
185,17022,1.226810%,1.755436%,6.607820%,19.239976%,8.802115%,14.816477%,38.659485%,6.682625%,1.186914%,1.022342%
186,17073,0.264550%,1.763668%,1.910641%,8.083480%,4.174015%,13.991770%,46.061141%,14.785420%,7.025279%,1.940035%
187,17501,1.058031%,0.192369%,5.578711%,17.473549%,9.009298%,15.293363%,38.858609%,8.977236%,2.276371%,1.282462%
188,17502,0.828586%,0.932160%,2.123252%,13.982393%,8.285862%,13.516313%,48.058001%,8.700155%,3.210772%,0.362506%
189,17505,1.990050%,0.663350%,3.233831%,6.135987%,5.970149%,7.048093%,28.192371%,11.194030%,34.494196%,1.077944%
190,17507,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,55.555556%,0.000000%,44.444444%,0.000000%
191,17508,0.000000%,0.000000%,2.652520%,9.018568%,11.405836%,46.949602%,15.119363%,4.774536%,10.079576%,0.000000%
192,17509,0.342727%,0.990099%,4.760091%,11.348058%,4.722011%,10.281797%,32.406702%,13.709063%,20.525514%,0.913938%
193,17512,0.733516%,0.532001%,3.836853%,13.525713%,7.552797%,13.993229%,47.025633%,9.503466%,2.563276%,0.733516%
194,17516,1.472943%,0.000000%,4.578931%,18.379763%,7.332693%,11.847582%,47.038104%,7.524816%,1.825168%,0.000000%
195,17517,0.481526%,0.833411%,4.778220%,14.779146%,7.787758%,13.269747%,41.466802%,7.871099%,6.500602%,2.231688%
196,17518,0.620347%,0.372208%,3.225806%,6.699752%,3.349876%,11.042184%,45.409429%,13.895782%,13.895782%,1.488834%
197,17519,0.259495%,0.000000%,1.391838%,8.893607%,7.548950%,10.780845%,38.075018%,6.227884%,23.401746%,3.420618%
198,17520,1.028504%,2.468410%,7.728475%,19.394652%,8.815751%,22.009991%,34.498971%,2.556568%,1.498678%,0.000000%
199,17522,0.548915%,1.044710%,5.276671%,15.108455%,6.644533%,13.103143%,38.012395%,9.752103%,8.804781%,1.704294%
200,17527,0.108607%,0.325821%,4.154222%,8.824328%,5.158838%,12.055390%,41.868042%,11.648113%,14.417594%,1.439044%
201,17529,0.000000%,0.000000%,3.278689%,11.617962%,4.347826%,12.188168%,28.724163%,13.791875%,25.730577%,0.320741%
202,17532,0.250250%,0.000000%,3.353353%,8.358358%,7.657658%,15.265265%,48.948949%,7.907908%,8.258258%,0.000000%
203,17535,0.000000%,0.672043%,2.419355%,8.333333%,2.284946%,6.653226%,31.787634%,20.094086%,27.755376%,0.000000%
204,17536,0.243902%,0.365854%,2.317073%,13.170732%,3.475610%,14.939024%,30.792683%,14.146341%,20.182927%,0.365854%
205,17538,0.661949%,1.255421%,13.079206%,30.015978%,10.362931%,10.636841%,31.682264%,1.597809%,0.388039%,0.319562%
206,17540,1.109860%,1.688917%,6.659160%,14.717710%,5.645810%,15.714975%,31.510375%,7.785105%,14.186907%,0.981181%
207,17543,1.438053%,2.500670%,9.982569%,22.633414%,6.667337%,14.541432%,32.652856%,5.695227%,2.688388%,1.200054%
208,17545,0.494792%,0.839844%,5.240885%,15.813802%,7.180990%,12.636719%,44.544271%,8.535156%,4.401042%,0.312500%
