,County,Doctorate,Professional,Masters,Bachelor,Associate,Some College,High School,Some HS,Less than HS,None
1058,19555,0.552268%,0.433925%,2.445759%,11.794872%,10.493097%,14.753452%,46.785010%,9.349112%,2.800789%,0.591716%
1059,19559,0.000000%,0.429185%,1.716738%,8.154506%,8.583691%,10.729614%,49.356223%,12.446352%,5.150215%,3.433476%
1060,19560,0.072033%,0.144066%,4.339996%,13.110031%,4.574104%,15.451108%,47.703944%,7.527463%,5.636593%,1.440663%
1061,19562,1.169591%,0.438596%,6.189084%,13.937622%,6.968811%,17.056530%,45.126706%,5.750487%,2.339181%,1.023392%
1062,19564,0.000000%,0.000000%,0.000000%,7.619048%,0.000000%,61.904762%,19.047619%,11.428571%,0.000000%,0.000000%
1063,19565,0.197239%,0.531027%,5.704749%,17.599757%,8.890912%,15.111516%,43.893188%,5.795782%,1.759976%,0.515855%
1064,19567,1.176125%,0.470450%,5.704205%,12.907968%,8.820935%,15.348427%,38.870920%,11.231991%,4.498677%,0.970303%
1065,19601,0.157281%,0.294267%,1.648909%,6.626078%,5.773719%,16.412988%,32.724505%,16.940639%,16.123795%,3.297818%
1066,19602,0.272506%,0.136253%,2.715328%,5.021898%,5.274939%,14.588808%,36.632603%,21.352798%,11.532847%,2.472019%
1067,19604,0.140825%,0.211238%,2.605267%,6.069568%,4.583861%,13.814956%,37.839741%,16.469511%,14.483876%,3.781158%
1068,19605,0.913274%,0.700885%,4.984071%,13.246018%,9.090265%,17.989381%,42.874336%,6.938053%,2.307965%,0.955752%
1069,19606,0.592531%,1.648237%,9.943668%,18.677238%,7.869810%,18.163989%,33.018986%,7.631963%,1.881911%,0.571667%
1070,19607,0.760172%,1.470497%,8.031653%,19.752009%,9.520842%,16.063306%,34.550439%,7.371176%,1.757119%,0.722786%
1071,19608,1.038728%,2.577584%,10.618107%,24.576815%,10.483457%,14.337009%,30.559118%,4.398564%,0.961785%,0.448833%
1072,19609,1.238938%,1.814159%,9.026549%,20.958702%,7.949853%,13.790560%,37.831858%,5.176991%,1.120944%,1.091445%
1073,19610,2.040448%,3.728783%,15.483929%,26.796678%,8.811845%,12.901770%,24.990971%,3.250271%,1.155652%,0.839653%
1074,19611,0.381563%,1.037851%,2.976190%,13.675214%,7.478632%,18.345543%,39.926740%,9.844322%,5.433455%,0.900488%
1075,17901,0.508059%,1.115394%,4.362299%,10.149498%,9.921747%,15.860780%,47.553142%,8.426769%,1.185471%,0.916842%
1076,17921,0.147203%,0.719660%,3.598299%,9.666340%,7.523716%,17.451750%,48.544325%,9.911678%,1.455675%,0.981354%
1077,17922,1.870748%,1.558957%,3.486395%,12.953515%,11.706349%,17.573696%,38.803855%,7.709751%,3.854875%,0.481859%
1078,17923,0.000000%,0.000000%,5.714286%,7.142857%,6.071429%,20.357143%,52.857143%,5.357143%,2.500000%,0.000000%
1079,17925,0.000000%,1.497006%,1.796407%,6.886228%,14.371257%,17.664671%,42.814371%,14.970060%,0.000000%,0.000000%
1080,17929,0.000000%,0.247729%,4.046243%,7.018993%,15.359207%,18.331957%,43.682907%,8.175062%,2.394715%,0.743187%
1081,17930,0.000000%,0.578035%,0.578035%,11.560694%,11.560694%,20.231214%,48.554913%,6.936416%,0.000000%,0.000000%
1082,17931,0.171895%,0.888125%,2.120040%,7.592036%,6.159576%,15.843002%,53.172898%,10.557227%,2.291935%,1.203266%
1083,17933,22.222222%,0.000000%,38.095238%,0.000000%,39.682540%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%
1084,17934,0.000000%,0.000000%,0.000000%,5.847953%,9.356725%,7.602339%,62.573099%,11.988304%,0.584795%,2.046784%
1085,17935,0.000000%,0.000000%,1.361868%,6.712062%,10.116732%,10.214008%,57.684825%,11.867704%,0.778210%,1.264591%
1086,17936,0.000000%,0.000000%,8.743169%,10.018215%,10.928962%,18.579235%,44.808743%,5.828780%,1.092896%,0.000000%
1087,17938,0.000000%,0.000000%,4.756381%,7.946636%,16.299304%,14.269142%,46.229698%,9.744780%,0.754060%,0.000000%
1088,17941,0.000000%,0.362319%,1.268116%,6.702899%,11.956522%,15.760870%,52.898551%,7.246377%,3.079710%,0.724638%
1089,17943,0.000000%,0.000000%,0.000000%,29.670330%,0.000000%,12.087912%,42.857143%,15.384615%,0.000000%,0.000000%
1090,17944,0.000000%,0.000000%,8.163265%,3.061224%,20.408163%,13.265306%,35.714286%,16.326531%,3.061224%,0.000000%
1091,17945,0.000000%,0.000000%,0.000000%,2.521008%,2.521008%,18.487395%,63.025210%,6.722689%,6.722689%,0.000000%
1092,17946,0.000000%,0.000000%,0.000000%,0.000000%,37.931034%,31.034483%,31.034483%,0.000000%,0.000000%,0.000000%
1093,17948,0.458435%,0.275061%,1.925428%,7.365526%,10.024450%,10.268949%,51.344743%,15.464548%,2.567237%,0.305623%
1094,17949,0.000000%,1.522843%,2.538071%,2.030457%,9.644670%,17.766497%,59.390863%,7.106599%,0.000000%,0.000000%
1095,17951,2.958580%,0.000000%,0.000000%,0.000000%,6.508876%,19.526627%,52.662722%,18.343195%,0.000000%,0.000000%
1096,17952,0.000000%,0.000000%,6.282723%,2.094241%,10.471204%,16.230366%,48.691099%,9.947644%,6.282723%,0.000000%
1097,17953,0.000000%,0.000000%,1.566580%,8.877285%,8.093995%,12.010444%,57.963446%,9.921671%,1.566580%,0.000000%
1098,17954,0.000000%,1.564537%,5.182529%,6.160365%,7.301173%,9.289439%,53.031291%,15.775750%,0.130378%,1.564537%
1099,17957,0.000000%,0.000000%,3.703704%,5.761317%,3.703704%,22.222222%,50.205761%,8.230453%,6.172840%,0.000000%
1100,17959,0.000000%,0.457457%,2.195791%,6.678866%,6.678866%,16.742909%,55.077768%,9.515096%,1.372370%,1.280878%
1101,17960,0.783755%,0.285002%,6.626291%,11.328821%,11.720698%,12.789455%,49.234058%,3.847524%,2.101888%,1.282508%
1102,17961,0.732528%,3.484459%,9.126906%,17.085726%,10.294991%,16.749159%,34.369432%,6.632350%,0.890913%,0.633538%
1103,17963,0.257927%,0.242755%,4.339250%,8.375057%,9.664694%,15.505993%,48.353816%,9.103323%,3.034441%,1.122743%
1104,17964,1.003344%,0.836120%,4.347826%,9.531773%,12.876254%,7.023411%,55.518395%,4.515050%,3.177258%,1.170569%
1105,17965,0.342466%,0.342466%,3.630137%,8.356164%,10.958904%,11.780822%,53.150685%,8.219178%,1.438356%,1.780822%
1106,17967,0.674624%,0.674624%,5.189414%,9.444733%,8.873897%,15.308770%,50.077841%,7.887909%,1.401142%,0.467047%
1107,17968,1.522843%,0.000000%,2.030457%,14.720812%,5.583756%,6.091371%,49.238579%,8.629442%,11.167513%,1.015228%
1108,17970,0.000000%,1.216764%,1.757548%,5.993691%,9.734114%,16.989635%,54.258675%,7.661109%,0.405588%,1.982875%
1109,17972,0.485800%,0.896861%,7.012955%,14.349776%,9.666168%,11.671649%,46.026408%,7.884903%,1.320379%,0.685102%
1110,17974,0.000000%,0.000000%,0.000000%,0.000000%,13.821138%,2.032520%,73.170732%,3.658537%,7.317073%,0.000000%
1111,17976,0.391107%,0.061754%,3.067106%,5.887196%,6.401811%,15.376698%,50.679292%,11.856731%,5.372581%,0.905723%
1112,17978,0.000000%,0.000000%,1.282051%,8.333333%,5.769231%,15.384615%,40.384615%,21.794872%,3.205128%,3.846154%
1113,17979,0.000000%,0.000000%,0.000000%,25.949367%,18.987342%,0.000000%,46.202532%,8.860759%,0.000000%,0.000000%
1114,17980,0.000000%,1.320583%,1.366120%,7.650273%,10.428051%,14.344262%,52.641166%,9.335155%,2.094718%,0.819672%
1115,17981,0.000000%,0.050277%,1.508296%,4.273504%,5.781800%,9.100050%,58.220211%,10.658622%,6.485671%,3.921569%
1116,17982,0.000000%,0.828729%,3.867403%,6.077348%,11.049724%,22.099448%,43.370166%,11.325967%,0.552486%,0.828729%
1117,17983,0.925926%,0.740741%,3.888889%,5.648148%,12.685185%,12.407407%,51.296296%,9.629630%,2.592593%,0.185185%
1118,17985,0.647948%,0.323974%,3.779698%,11.663067%,8.747300%,16.090713%,49.568035%,7.451404%,1.403888%,0.323974%
1119,18201,0.369771%,0.531546%,3.195054%,7.094985%,7.291426%,14.507742%,43.280564%,14.051306%,7.967414%,1.710192%
1120,18202,0.670724%,0.198733%,3.987082%,9.601292%,7.613961%,20.047199%,39.883244%,9.303192%,7.775432%,0.919140%
1121,18211,0.000000%,0.000000%,8.902878%,11.061151%,6.564748%,30.215827%,39.478417%,2.517986%,0.000000%,1.258993%
1122,18214,0.610169%,0.610169%,9.084746%,15.254237%,12.000000%,17.694915%,34.576271%,7.389831%,1.152542%,1.627119%
1123,18218,0.365408%,0.304507%,2.740560%,8.465286%,6.820950%,23.690621%,44.762485%,11.023143%,1.035323%,0.791717%
1124,18220,0.000000%,0.000000%,0.709220%,1.773050%,15.957447%,17.730496%,52.482270%,11.347518%,0.000000%,0.000000%
1125,18231,0.000000%,0.000000%,4.857143%,3.714286%,9.428571%,22.571429%,47.714286%,8.285714%,3.428571%,0.000000%
1126,18237,0.876040%,0.613228%,3.591765%,5.124836%,8.716601%,19.053876%,52.693824%,7.314936%,1.138852%,0.876040%
1127,18240,0.684438%,0.756484%,8.429395%,9.654179%,5.259366%,17.723343%,48.523055%,5.367435%,2.917867%,0.684438%
1128,18241,0.000000%,0.000000%,2.293578%,0.000000%,10.091743%,16.743119%,55.504587%,10.321101%,5.045872%,0.000000%
1129,18242,0.000000%,0.000000%,2.158273%,7.194245%,14.388489%,13.669065%,56.115108%,5.035971%,1.438849%,0.000000%
1130,18245,0.000000%,0.000000%,0.000000%,6.611570%,33.057851%,7.438017%,52.892562%,0.000000%,0.000000%,0.000000%
1131,18248,0.000000%,0.000000%,6.146572%,0.945626%,5.673759%,20.094563%,58.865248%,7.328605%,0.709220%,0.236407%
1132,18252,0.248496%,0.797803%,4.289825%,10.999215%,12.202459%,14.962072%,42.309704%,10.201413%,2.589589%,1.399425%
1133,19549,0.000000%,0.520833%,0.520833%,4.166667%,5.729167%,19.270833%,50.000000%,16.666667%,2.604167%,0.520833%
1134,15411,1.308411%,1.308411%,4.485981%,13.831776%,6.542056%,18.691589%,45.233645%,7.850467%,0.747664%,0.000000%
1135,15424,0.377358%,0.251572%,4.654088%,9.496855%,6.540881%,12.138365%,51.823899%,7.421384%,3.207547%,4.088050%
1136,15501,0.454111%,1.736775%,4.748247%,10.524219%,8.994583%,13.535692%,47.649777%,8.994583%,2.087317%,1.274697%
1137,15502,0.000000%,0.000000%,16.250000%,36.250000%,20.000000%,12.500000%,2.500000%,0.000000%,12.500000%,0.000000%
1138,15510,0.514019%,0.000000%,2.149533%,2.476636%,2.757009%,21.822430%,46.028037%,16.635514%,4.018692%,3.598131%
1139,15520,0.000000%,0.000000%,0.000000%,0.000000%,11.320755%,7.547170%,55.188679%,17.924528%,8.018868%,0.000000%
1140,15530,0.503578%,0.795123%,4.293666%,8.348794%,7.818712%,13.305062%,51.736019%,8.719852%,3.206997%,1.272197%
1141,15531,0.268727%,0.571045%,3.325495%,11.387303%,9.472623%,16.459523%,45.717165%,8.733624%,3.426268%,0.638226%
1142,15532,0.000000%,0.000000%,0.000000%,1.526718%,3.816794%,19.847328%,51.908397%,13.740458%,9.160305%,0.000000%
1143,15534,0.000000%,0.000000%,3.536068%,4.809052%,9.052334%,17.538897%,50.777935%,12.305516%,1.131542%,0.848656%
1144,15538,0.000000%,0.682594%,3.071672%,12.457338%,3.754266%,10.580205%,58.020478%,6.825939%,3.754266%,0.853242%
1145,15540,0.000000%,0.000000%,3.821656%,11.464968%,9.554140%,18.471338%,41.401274%,9.554140%,5.732484%,0.000000%
1146,15541,0.195925%,0.705329%,2.938871%,11.598746%,6.661442%,15.203762%,50.862069%,7.523511%,3.448276%,0.862069%
1147,15542,0.000000%,0.000000%,1.323706%,4.693141%,6.257521%,11.311673%,64.259928%,6.137184%,3.128761%,2.888087%
1148,15544,0.000000%,0.000000%,0.000000%,9.740260%,17.532468%,10.389610%,62.337662%,0.000000%,0.000000%,0.000000%
1149,15545,0.203770%,0.509424%,2.445237%,5.094244%,10.188487%,13.092206%,54.049924%,8.303617%,4.075395%,2.037697%
1150,15546,0.000000%,0.000000%,0.000000%,8.333333%,0.000000%,33.333333%,58.333333%,0.000000%,0.000000%,0.000000%
1151,15547,0.357143%,0.000000%,0.714286%,8.928571%,6.071429%,32.500000%,44.285714%,6.785714%,0.357143%,0.000000%
1152,15551,0.000000%,0.933126%,3.421462%,9.175739%,10.419907%,14.307932%,51.944012%,5.909798%,3.421462%,0.466563%
1153,15552,0.306821%,0.495634%,4.177484%,7.599717%,7.528912%,10.856738%,52.088742%,9.676658%,5.971206%,1.298088%
1154,15555,0.000000%,0.000000%,0.000000%,16.216216%,22.972973%,4.054054%,48.648649%,8.108108%,0.000000%,0.000000%
1155,15557,0.157978%,0.276461%,3.515008%,10.466035%,10.387046%,12.440758%,52.843602%,6.516588%,2.488152%,0.908373%
1156,15558,0.129282%,0.323206%,4.137039%,8.015514%,6.787330%,14.738203%,45.959922%,8.144796%,11.312217%,0.452489%
1157,15559,0.327225%,0.000000%,4.908377%,5.235602%,6.937173%,14.659686%,52.028796%,13.808901%,0.981675%,1.112565%
1158,15560,0.000000%,1.724138%,7.758621%,16.379310%,12.068966%,9.482759%,46.551724%,3.448276%,0.862069%,1.724138%
1159,15561,0.000000%,0.000000%,10.218978%,2.919708%,27.737226%,21.897810%,27.007299%,4.379562%,2.919708%,2.919708%
1160,15562,0.000000%,0.000000%,15.000000%,6.000000%,0.000000%,8.000000%,48.000000%,0.000000%,23.000000%,0.000000%
1161,15563,0.554371%,0.469083%,3.752665%,7.846482%,9.211087%,13.560768%,51.257996%,10.788913%,1.663113%,0.895522%
1162,15564,0.000000%,0.000000%,2.941176%,5.882353%,20.588235%,13.235294%,45.588235%,7.352941%,4.411765%,0.000000%
1163,15622,0.000000%,0.226244%,14.479638%,5.542986%,11.877828%,12.104072%,39.027149%,16.515837%,0.226244%,0.000000%
1164,15905,1.083834%,3.917472%,7.645599%,22.022721%,8.455210%,16.205276%,36.752416%,2.428833%,1.031601%,0.457038%
1165,15924,0.000000%,0.000000%,3.633917%,9.690444%,4.172275%,11.843876%,53.970390%,10.901750%,3.903096%,1.884253%
1166,15926,0.690388%,1.752523%,3.983006%,10.674456%,8.550186%,14.604355%,45.778014%,9.399894%,4.089219%,0.477961%
1167,15928,2.257474%,2.501525%,3.660769%,13.727883%,7.077486%,19.035998%,49.359365%,2.257474%,0.122026%,0.000000%
1168,15935,1.148825%,2.349869%,5.587467%,7.780679%,6.840731%,14.412533%,53.315927%,3.185379%,2.872063%,2.506527%
1169,15936,0.402414%,1.207243%,2.313883%,8.350101%,7.947686%,11.971831%,57.847082%,6.539235%,2.816901%,0.603622%
1170,15937,0.000000%,0.000000%,0.000000%,13.611111%,0.000000%,21.527778%,49.861111%,10.138889%,2.777778%,2.083333%
1171,15953,0.000000%,0.000000%,0.000000%,14.285714%,0.000000%,8.163265%,68.027211%,9.523810%,0.000000%,0.000000%
1172,15963,0.733101%,0.521869%,4.808648%,13.568588%,10.288270%,13.245527%,44.706759%,7.828032%,3.466700%,0.832505%
1173,17017,0.766610%,0.255537%,5.195911%,9.284497%,8.858603%,14.565588%,51.703578%,7.155026%,1.192504%,1.022147%
1174,17730,0.000000%,0.000000%,43.589744%,0.000000%,0.000000%,0.000000%,43.589744%,12.820513%,0.000000%,0.000000%
1175,17749,0.000000%,0.000000%,0.790514%,9.090909%,18.181818%,11.857708%,56.126482%,3.557312%,0.395257%,0.000000%
1176,17756,0.390202%,1.344028%,5.549534%,12.020377%,10.481249%,15.781487%,39.778886%,10.221114%,3.208324%,1.224799%
1177,17772,0.832342%,0.653983%,5.588585%,6.658740%,10.047562%,12.544590%,48.513674%,9.631391%,4.696790%,0.832342%
1178,17777,0.410798%,0.489045%,4.342723%,9.624413%,8.313772%,12.519562%,52.210485%,7.237872%,3.990610%,0.860720%
1179,17801,0.278952%,0.735418%,2.848690%,8.613694%,9.585799%,12.392223%,49.907016%,11.631445%,3.093829%,0.912933%
1180,17821,1.946309%,4.168531%,7.762864%,16.502610%,6.249068%,13.340790%,40.395227%,6.741238%,2.222222%,0.671141%
1181,17823,0.000000%,0.467836%,5.847953%,9.122807%,6.432749%,9.005848%,56.491228%,8.187135%,3.625731%,0.818713%
1182,17824,0.818505%,0.106762%,13.060498%,13.345196%,9.181495%,14.946619%,41.245552%,4.911032%,1.352313%,1.032028%
1183,17830,0.000000%,1.256983%,1.466480%,8.030726%,8.589385%,9.497207%,56.913408%,11.592179%,2.444134%,0.209497%
1184,17832,0.000000%,0.782779%,4.500978%,6.066536%,8.806262%,20.743640%,45.401174%,12.524462%,1.174168%,0.000000%
1185,17834,0.705467%,0.564374%,5.432099%,8.571429%,7.619048%,10.723104%,52.380952%,9.770723%,2.574956%,1.657848%
1186,17836,0.000000%,0.000000%,2.453988%,14.110429%,3.680982%,13.496933%,55.828221%,5.521472%,0.000000%,4.907975%
1187,17840,0.000000%,0.000000%,0.000000%,6.504065%,13.008130%,27.642276%,43.089431%,9.756098%,0.000000%,0.000000%
1188,17847,0.293910%,0.952269%,3.985422%,10.028215%,8.605690%,11.591818%,49.917705%,10.651305%,3.421115%,0.552551%
1189,17850,0.000000%,3.427419%,0.000000%,6.854839%,7.661290%,9.274194%,57.459677%,13.104839%,2.217742%,0.000000%
1190,17851,0.809147%,1.336851%,2.638522%,10.765172%,7.071240%,14.547054%,48.935796%,8.671944%,4.907652%,0.316623%
1191,17857,0.339832%,0.429261%,5.938115%,14.898945%,6.689322%,14.183509%,46.825255%,8.030764%,2.164192%,0.500805%
1192,17860,2.155417%,1.247873%,4.764606%,12.592172%,9.018718%,10.266591%,47.589336%,11.003971%,0.964265%,0.397050%
1193,17865,0.000000%,0.000000%,0.000000%,8.823529%,2.941176%,5.882353%,64.705882%,17.647059%,0.000000%,0.000000%
1194,17866,0.153003%,0.471758%,2.932551%,5.801352%,4.233074%,13.158230%,51.396149%,16.065281%,4.131072%,1.657529%
1195,17867,0.000000%,1.574803%,0.000000%,5.511811%,16.535433%,14.960630%,54.330709%,7.086614%,0.000000%,0.000000%
1196,17868,4.454023%,3.017241%,7.183908%,18.247126%,4.885057%,10.919540%,45.402299%,3.448276%,2.442529%,0.000000%
1197,17872,0.000000%,0.328702%,3.287016%,7.814134%,6.215449%,15.135216%,54.280592%,7.784252%,3.481249%,1.673390%
1198,17881,0.389484%,1.557936%,2.142162%,4.479065%,7.692308%,12.658228%,57.838364%,10.126582%,1.460565%,1.655307%
1199,17941,0.000000%,0.362319%,1.268116%,6.702899%,11.956522%,15.760870%,52.898551%,7.246377%,3.079710%,0.724638%
1200,17964,1.003344%,0.836120%,4.347826%,9.531773%,12.876254%,7.023411%,55.518395%,4.515050%,3.177258%,1.170569%
1201,15711,0.000000%,0.000000%,1.223242%,8.868502%,9.785933%,9.480122%,64.220183%,5.504587%,0.000000%,0.917431%
1202,15715,0.000000%,0.000000%,2.981030%,12.195122%,12.195122%,15.989160%,51.219512%,3.794038%,1.626016%,0.000000%
1203,15730,0.000000%,7.142857%,0.000000%,0.000000%,14.285714%,7.142857%,52.380952%,19.047619%,0.000000%,0.000000%
1204,15733,0.000000%,6.172840%,12.345679%,6.172840%,3.703704%,0.000000%,67.901235%,3.703704%,0.000000%,0.000000%
1205,15744,0.000000%,0.000000%,0.000000%,14.018692%,19.626168%,2.803738%,50.467290%,7.476636%,2.803738%,2.803738%
1206,15764,0.000000%,0.000000%,4.958678%,7.438017%,14.049587%,3.305785%,59.504132%,10.743802%,0.000000%,0.000000%
1207,15767,0.128458%,1.106719%,3.517787%,10.770751%,9.298419%,12.480237%,48.922925%,7.490119%,5.177866%,1.106719%
1208,15770,0.000000%,0.000000%,0.000000%,4.430380%,11.392405%,2.531646%,40.506329%,12.658228%,28.481013%,0.000000%
1209,15776,0.000000%,0.000000%,4.166667%,6.250000%,4.166667%,14.583333%,47.916667%,22.916667%,0.000000%,0.000000%
1210,15778,0.000000%,0.000000%,0.000000%,11.403509%,1.754386%,9.649123%,68.421053%,7.017544%,0.000000%,1.754386%
1211,15780,0.000000%,0.000000%,0.000000%,5.737705%,9.016393%,15.573770%,65.573770%,0.000000%,0.000000%,4.098361%
1212,15781,5.000000%,0.000000%,15.000000%,38.333333%,11.666667%,20.000000%,10.000000%,0.000000%,0.000000%,0.000000%
1213,15784,0.000000%,2.173913%,4.347826%,10.869565%,4.347826%,6.521739%,67.391304%,4.347826%,0.000000%,0.000000%
1214,15823,0.000000%,0.000000%,3.130755%,11.694291%,14.364641%,11.418048%,52.025783%,6.813996%,0.276243%,0.276243%
1215,15824,0.754190%,0.949721%,4.245810%,9.581006%,12.737430%,13.575419%,49.413408%,6.256983%,2.318436%,0.167598%
1216,15825,0.753012%,0.798193%,4.322289%,11.295181%,9.472892%,13.750000%,49.231928%,7.545181%,2.515060%,0.316265%
1217,15828,0.000000%,0.000000%,4.237288%,8.474576%,17.796610%,20.762712%,38.983051%,5.932203%,2.542373%,1.271186%
1218,15829,0.303030%,0.808081%,3.838384%,11.616162%,11.212121%,15.454545%,50.404040%,4.646465%,1.414141%,0.303030%
1219,15840,0.204918%,0.000000%,3.483607%,8.333333%,11.680328%,16.256831%,54.166667%,4.713115%,0.956284%,0.204918%
1220,15847,0.000000%,0.000000%,0.000000%,3.846154%,0.000000%,8.791209%,61.538462%,20.879121%,4.945055%,0.000000%
1221,15851,0.193092%,0.750912%,3.540013%,7.122935%,8.581849%,12.808410%,56.618751%,5.664021%,4.076378%,0.643639%
1222,15853,0.280112%,0.732601%,5.192846%,11.764706%,11.161388%,19.306184%,44.731739%,5.666882%,0.387847%,0.775695%
1223,15860,0.000000%,0.353774%,5.896226%,9.787736%,7.311321%,12.028302%,54.127358%,7.665094%,2.240566%,0.589623%
1224,15863,0.000000%,0.000000%,0.000000%,3.827751%,3.349282%,20.095694%,57.416268%,7.177033%,8.133971%,0.000000%
1225,15864,0.976404%,0.406835%,4.312449%,12.693247%,7.567128%,13.913751%,50.854353%,6.102522%,3.173312%,0.000000%
1226,15865,0.324324%,0.540541%,5.837838%,4.864865%,14.378378%,15.243243%,45.837838%,8.540541%,4.216216%,0.216216%
1227,16217,0.000000%,0.000000%,5.479452%,17.808219%,10.958904%,8.219178%,52.054795%,0.000000%,4.109589%,1.369863%
1228,16222,0.000000%,0.246914%,2.283951%,10.432099%,7.469136%,12.654321%,50.370370%,5.740741%,10.432099%,0.370370%
1229,16240,1.020408%,0.306122%,2.040816%,5.000000%,5.000000%,9.387755%,63.265306%,10.612245%,2.857143%,0.510204%
1230,15829,0.303030%,0.808081%,3.838384%,11.616162%,11.212121%,15.454545%,50.404040%,4.646465%,1.414141%,0.303030%
1231,15860,0.000000%,0.353774%,5.896226%,9.787736%,7.311321%,12.028302%,54.127358%,7.665094%,2.240566%,0.589623%
1232,15864,0.976404%,0.406835%,4.312449%,12.693247%,7.567128%,13.913751%,50.854353%,6.102522%,3.173312%,0.000000%
1233,16028,0.352361%,0.775194%,4.228330%,9.584214%,6.765328%,12.544045%,53.699789%,9.231853%,0.845666%,1.973221%
1234,16036,0.000000%,0.598802%,14.970060%,11.976048%,6.586826%,16.167665%,38.922156%,10.778443%,0.000000%,0.000000%
1235,16049,0.000000%,0.000000%,2.798165%,7.293578%,7.477064%,16.376147%,53.761468%,8.990826%,2.247706%,1.055046%
1236,16054,0.000000%,0.000000%,1.337793%,6.688963%,9.364548%,20.735786%,43.478261%,14.046823%,4.347826%,0.000000%
1237,16213,0.000000%,0.000000%,0.000000%,0.000000%,7.692308%,13.461538%,60.576923%,13.461538%,4.807692%,0.000000%
1238,16214,3.689669%,2.034304%,11.467890%,18.528121%,8.256881%,13.681691%,33.087355%,6.880734%,2.054248%,0.319107%
1239,16224,0.896861%,0.448430%,4.932735%,9.192825%,6.726457%,11.995516%,46.973094%,15.358744%,2.914798%,0.560538%
1240,16230,0.000000%,0.000000%,2.797203%,5.594406%,5.244755%,10.489510%,54.895105%,17.132867%,3.146853%,0.699301%
1241,16232,0.433622%,0.767178%,5.970647%,12.775183%,7.805203%,11.707805%,49.899933%,8.205470%,1.934623%,0.500334%
1242,16233,0.976139%,0.542299%,5.639913%,13.232104%,9.110629%,20.607375%,40.455531%,7.375271%,1.626898%,0.433839%
1243,16235,0.634921%,0.317460%,3.492063%,14.391534%,12.592593%,9.523810%,49.523810%,8.571429%,0.529101%,0.423280%
1244,16240,1.020408%,0.306122%,2.040816%,5.000000%,5.000000%,9.387755%,63.265306%,10.612245%,2.857143%,0.510204%
1245,16242,0.604412%,0.241765%,5.137504%,9.851919%,7.283167%,11.453611%,50.468419%,11.060743%,3.777576%,0.120882%
1246,16248,0.000000%,0.374707%,3.747073%,7.868852%,7.822014%,11.288056%,55.362998%,9.320843%,3.512881%,0.702576%
1247,16254,1.560575%,2.012320%,6.488706%,14.537988%,8.213552%,14.168378%,43.942505%,5.667351%,1.806982%,1.601643%
1248,16255,0.397772%,0.477327%,3.182180%,11.376293%,9.546539%,12.330947%,52.903739%,3.182180%,5.887033%,0.715990%
1249,16258,0.000000%,1.615169%,3.932584%,12.008427%,6.952247%,14.536517%,47.752809%,7.724719%,5.337079%,0.140449%
1250,16260,0.000000%,1.687764%,3.375527%,22.784810%,3.375527%,19.831224%,39.662447%,0.000000%,9.282700%,0.000000%
1251,16319,0.000000%,0.000000%,5.591398%,8.817204%,7.096774%,13.763441%,58.387097%,5.698925%,0.645161%,0.000000%
1252,16326,0.000000%,0.000000%,6.312292%,12.624585%,6.312292%,17.607973%,55.149502%,1.993355%,0.000000%,0.000000%
1253,16331,0.000000%,0.000000%,0.000000%,19.642857%,17.857143%,5.357143%,51.785714%,5.357143%,0.000000%,0.000000%
1254,16332,0.000000%,0.000000%,0.000000%,8.333333%,0.000000%,0.000000%,70.833333%,20.833333%,0.000000%,0.000000%
1255,16334,0.000000%,2.049180%,2.459016%,8.196721%,9.836066%,14.344262%,55.327869%,2.868852%,4.918033%,0.000000%
1256,16353,0.777076%,0.242836%,5.099563%,8.644973%,7.819330%,13.501700%,47.401651%,10.101991%,6.265177%,0.145702%
1257,16361,0.000000%,0.000000%,9.433962%,7.547170%,0.000000%,11.320755%,32.075472%,30.188679%,9.433962%,0.000000%
1258,16364,0.000000%,0.000000%,4.373522%,8.392435%,8.274232%,13.593381%,52.836879%,5.910165%,5.910165%,0.709220%
1259,16373,0.313480%,0.223914%,4.612629%,12.046574%,8.687864%,18.719212%,45.812808%,5.373936%,3.403493%,0.806090%
1260,18403,1.007706%,1.877099%,8.535862%,20.707370%,10.571033%,16.637028%,32.503458%,6.718040%,1.047224%,0.395179%
1261,18407,0.304847%,0.965349%,5.162077%,11.431765%,9.074281%,16.522711%,45.381567%,7.458592%,2.591200%,1.107611%
1262,18411,2.696094%,3.789975%,13.827939%,24.522232%,8.390708%,16.768548%,25.719066%,3.764237%,0.263818%,0.257384%
1263,18414,1.258346%,3.261428%,10.323575%,20.467386%,8.423215%,15.819209%,36.081150%,3.184386%,0.924499%,0.256805%
1264,18419,0.777958%,0.972447%,7.228525%,17.244733%,8.589951%,16.077796%,42.301459%,5.802269%,0.875203%,0.129660%
1265,18420,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,14.285714%,71.428571%,14.285714%,0.000000%,0.000000%
1266,18421,0.210305%,1.182965%,3.601472%,13.590957%,7.597266%,16.377497%,47.686646%,6.046267%,3.049422%,0.657203%
1267,18424,1.144046%,0.728029%,5.616225%,16.926677%,9.256370%,20.514821%,38.143526%,5.408216%,1.456058%,0.806032%
1268,18433,0.732984%,0.670157%,5.570681%,19.057592%,10.240838%,14.848168%,42.115183%,5.465969%,0.732984%,0.565445%
