,County,Doctorate F,Professional F,Masters F,Bachelor F,Associate F,Some College F,High School F,Some HS F,Less than HS F,None F
756,15868,0.366%,1.282%,5.861%,12.637%,9.890%,12.271%,48.535%,4.762%,4.396%,0.000%
757,15870,0.000%,0.844%,7.173%,12.447%,3.586%,13.291%,51.055%,11.603%,0.000%,6.870229%
758,16728,16.667%,50.000%,0.000000%,0.000%,0.000%,0.000%,100.000%,69.230769%,23.529412%,34.482759%
759,16734,5.952%,14.286%,19.048%,2.381%,50.000%,8.333%,0.000%,6.666667%,-100.000000%,-60.471525%
760,16735,0.223%,0.000%,8.011%,11.526%,9.346%,20.383%,42.012%,5.874%,1.157%,1.469%
761,18036,0.781%,2.478%,12.299%,22.500%,9.621%,15.893%,30.335%,3.929%,1.830%,0.335%
762,18041,0.000%,0.304%,7.797%,18.430%,12.101%,14.835%,40.658%,3.595%,2.278%,0.000%
763,18054,0.936%,0.736%,7.023%,17.926%,10.234%,19.732%,40.602%,2.341%,0.468%,0.000%
764,18055,1.614%,1.165%,7.082%,18.489%,11.900%,15.666%,37.987%,4.281%,0.740%,1.076%
765,18073,0.468%,0.497%,11.641%,21.995%,10.091%,19.479%,29.014%,4.563%,1.638%,0.614%
766,18077,1.189%,0.357%,19.738%,23.543%,9.275%,18.312%,24.376%,2.854%,0.357%,25.425532%
767,18081,25.000%,38.095%,36.905%,0.000%,0.000%,0.000000%,10.914%,16.865%,100.000000%,0.000000%
768,18901,1.161%,2.283%,17.276%,30.264%,9.918%,13.554%,22.254%,2.427%,0.317%,0.547%
769,18902,2.820%,3.100%,21.451%,31.369%,8.418%,15.250%,15.250%,1.585%,0.407%,0.351%
770,18912,9.615%,0.000%,50.000000%,0.000%,50.000%,0.000%,20.833333%,0.000000%,-100.000000%,12.313400%
771,18913,100.000%,0.000%,0.000000%,10.914%,25.668%,100.000000%,0.000000%,37.704918%,11.614335%,6.432712%
772,18914,1.877%,1.418%,16.286%,31.452%,7.063%,16.313%,21.958%,2.458%,0.837%,0.338%
773,18917,0.000%,1.478%,6.720%,22.581%,9.946%,25.000%,23.387%,4.704%,5.376%,0.806%
774,18920,19.259%,41.481%,0.000%,13.095238%,319.967188%,-22.354781%,367.487530%,-100.000000%,"1,000.000000%",-191.666667%
775,18923,6.490%,1.180%,16.814%,22.419%,11.209%,9.735%,23.599%,8.555%,21.403509%,-100.000000%
776,18925,0.603%,4.177%,27.864%,28.510%,7.537%,13.221%,15.676%,1.464%,0.258%,0.689%
777,18929,0.890%,0.604%,16.301%,30.124%,11.058%,13.632%,25.516%,1.875%,0.000%,0.000%
778,18930,0.195%,0.975%,11.793%,19.396%,7.505%,25.341%,24.366%,8.090%,0.000%,2.339%
779,18932,4.598%,0.000%,47.126%,5.747%,10.920%,16.667%,14.943%,29.949239%,8.140%,29.949%
780,18935,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
781,18938,2.255%,2.179%,20.239%,30.567%,7.068%,14.554%,21.035%,1.535%,0.227%,0.341%
782,18940,2.472%,4.802%,16.038%,36.811%,7.764%,12.057%,18.085%,1.255%,0.415%,0.302%
783,18942,4.995%,2.313%,12.766%,21.924%,4.718%,16.651%,33.302%,2.590%,0.740%,22.543793%
784,18944,1.231%,1.812%,10.998%,22.008%,11.010%,19.296%,27.285%,3.590%,1.174%,1.596%
785,18947,1.916%,1.426%,8.645%,33.111%,8.111%,20.410%,20.900%,2.852%,2.139%,0.490%
786,18950,53.409%,28.409%,18.182%,100.000000%,195.885973%,492.927127%,-100.000000%,-100.000000%,"-1,000.000000%",0.000000%
787,18951,0.304%,0.760%,8.391%,19.429%,7.719%,15.502%,38.426%,6.959%,1.600%,0.912%
788,18954,0.939%,3.786%,17.393%,28.096%,10.191%,12.810%,22.744%,3.644%,0.399%,0.000%
789,18955,0.000%,11.989%,22.003%,5.007%,11.199%,43.215%,3.426%,3.162%,20.762712%,-78.403891%
790,18960,0.609%,1.603%,6.453%,16.619%,8.117%,22.301%,37.683%,5.093%,1.278%,0.244%
791,18962,0.000%,6.557%,13.115%,10.383%,9.836%,27.869%,31.694%,0.000%,0.546%,10.526316%
792,18964,0.498%,0.617%,11.151%,20.669%,8.164%,14.058%,36.101%,6.233%,1.971%,0.538%
793,18966,1.184%,1.709%,15.704%,23.956%,8.692%,17.497%,25.906%,3.800%,0.929%,0.624%
794,18969,0.378%,1.134%,7.850%,19.463%,10.245%,18.185%,33.057%,5.708%,2.827%,1.152%
795,18970,5.882%,21.961%,8.627%,10.196%,45.490%,6.275%,1.176%,0.392%,19.339623%,-100.000000%
796,18972,0.892%,1.509%,9.808%,16.187%,11.454%,18.038%,33.128%,6.241%,1.715%,1.029%
797,18974,0.693%,1.361%,8.419%,19.511%,9.651%,17.395%,33.852%,5.837%,2.140%,1.140%
798,18976,1.455%,2.718%,11.160%,27.358%,7.014%,15.580%,29.389%,3.240%,1.716%,0.371%
799,18977,4.298%,24.631%,31.623%,9.429%,14.176%,12.572%,33.333333%,123.271162%,97.642376%,109.282208%
800,18980,8.500%,2.500%,6.000%,33.500%,10.500%,18.000%,21.000%,0.000%,51.034483%,211.793821%
801,19006,1.763%,3.632%,14.326%,29.055%,7.429%,12.777%,24.808%,4.318%,1.396%,0.497%
802,19007,0.307%,0.174%,3.741%,8.632%,7.362%,20.591%,46.927%,8.846%,2.672%,0.748%
803,19020,1.184%,0.644%,10.936%,17.434%,9.049%,16.329%,35.803%,5.864%,1.813%,0.946%
804,19021,0.236%,0.679%,3.778%,7.999%,5.519%,17.267%,50.826%,11.659%,1.446%,0.590%
805,19030,0.475%,0.453%,3.541%,14.230%,10.322%,21.939%,42.194%,5.377%,1.166%,0.302%
806,19040,0.327%,0.823%,11.745%,20.499%,9.747%,18.605%,32.963%,3.358%,1.633%,0.300%
807,19047,2.260%,1.263%,12.276%,24.302%,8.636%,18.067%,27.280%,3.772%,1.161%,0.982%
808,19053,0.234%,1.047%,8.490%,21.179%,11.937%,17.763%,32.405%,5.175%,1.210%,0.559%
809,19054,0.252%,0.118%,4.957%,12.099%,8.587%,22.836%,45.068%,4.957%,0.538%,0.588%
810,19055,0.378%,0.798%,4.388%,10.708%,10.666%,20.869%,43.691%,8.020%,0.063%,0.420%
811,19056,0.138%,0.258%,8.604%,15.453%,12.614%,19.584%,37.050%,4.922%,1.187%,0.189%
812,19057,0.330%,0.360%,4.541%,7.553%,9.096%,19.227%,50.937%,7.058%,0.375%,0.525%
813,19067,2.516%,3.361%,18.681%,28.743%,8.834%,16.050%,17.966%,2.479%,0.667%,0.704%
814,19440,0.630%,1.186%,12.128%,21.780%,11.438%,12.053%,30.426%,6.334%,3.032%,0.991%
815,17701,0.903%,1.200%,5.770%,11.989%,10.004%,19.863%,39.284%,8.553%,1.787%,0.646%
816,17731,6.316%,22.105%,29.474%,9.474%,6.316%,26.316%,17.021277%,129.073011%,0.923766%,-100.000000%
817,17737,0.274%,0.548%,6.901%,18.373%,9.324%,14.580%,40.859%,8.135%,0.411%,0.594%
818,17758,0.000%,4.361%,6.854%,11.526%,14.330%,53.894%,5.607%,2.804%,0.623%,7.770270%
819,17768,3.604%,8.108%,4.505%,18.018%,54.955%,10.811%,0.000%,16.853933%,-47.339538%,-0.068462%
820,17774,0.000%,4.582%,8.167%,9.761%,15.737%,51.594%,8.367%,0.598%,1.195%,9.790210%
821,17814,0.707%,0.294%,5.948%,12.839%,8.068%,15.371%,47.998%,6.066%,1.943%,0.766%
822,18614,1.300%,0.217%,2.925%,11.701%,7.476%,20.910%,47.779%,6.176%,1.192%,0.325%
823,18616,2.113%,0.000%,2.817%,11.972%,10.563%,20.423%,42.606%,5.634%,2.465%,1.408%
824,18619,1.869%,3.738%,11.215%,4.673%,10.280%,60.748%,5.607%,1.869%,14.942529%,-82.378999%
825,18626,0.000%,1.136%,6.439%,8.712%,12.879%,14.394%,46.212%,6.061%,4.167%,9.356725%
826,18628,0.000%,8.571%,12.381%,5.714%,20.000%,41.905%,9.524%,1.905%,16.949153%,-44.801684%
827,18632,12.821%,0.000%,0.000%,16.026%,57.692%,11.538%,0.000%,1.923%,2.727273%,-100.000000%
828,18833,0.452%,0.302%,2.564%,8.899%,5.581%,17.949%,54.751%,8.296%,0.905%,0.302%
829,15618,0.000%,3.723%,7.979%,15.426%,13.936%,51.064%,5.638%,1.383%,0.851%,7.401316%
830,15681,0.914%,0.343%,5.425%,8.738%,10.394%,20.959%,46.716%,4.226%,1.542%,0.742%
831,15701,3.958%,1.103%,10.093%,22.697%,7.724%,12.654%,33.802%,5.365%,2.065%,0.537%
832,15710,0.000%,13.158%,5.263%,75.000%,6.579%,0.000%,0.000000%,-100.000000%,-100.000000%,-100.000000%
833,15712,10.000%,7.500%,45.000%,7.500%,30.000%,0.000%,0.000000%,-100.000000%,-100.000000%,-100.000000%
834,15713,39.506%,43.210%,0.000000%,0.000%,0.000%,0.000%,0.000000%,0.000000%,0.000000%,12.561442%
835,15714,0.163%,6.453%,11.009%,10.195%,11.388%,50.380%,5.965%,3.037%,1.410%,8.406433%
836,15716,0.000%,0.000%,25.680%,60.121%,8.761%,3.021%,2.417%,0.000000%,-33.762021%,-100.000000%
837,15717,0.050%,0.351%,7.588%,11.570%,9.692%,19.409%,42.900%,5.159%,2.805%,0.476%
838,15723,0.000%,196.463563%,"-1,000.000000%",100.000000%,0.000000%,-100.000000%,12.313400%,11.523283%,10.459911%,50.000000%
839,15724,6.378%,6.258%,5.054%,10.469%,58.243%,7.461%,5.776%,0.361%,5.436157%,-76.128664%
840,15725,0.000%,0.000%,1.546%,15.120%,6.186%,12.199%,56.357%,7.560%,0.000%,1.031%
841,15727,11.594%,0.000%,20.290%,2.899%,43.478%,10.145%,11.594%,43.478261%,-100.000000%,157.794403%
842,15728,0.669%,3.598%,9.205%,7.364%,12.301%,57.490%,6.444%,1.590%,1.339%,9.912854%
843,15729,12.727%,1.818%,3.232%,15.354%,43.434%,19.394%,2.222%,1.818%,2.222222%,-48.559043%
844,15731,0.000%,23.383%,19.900%,37.811%,18.905%,45.652174%,153.034623%,170.684123%,-100.000000%,289.590217%
845,15732,0.871%,0.523%,3.833%,8.711%,7.317%,14.111%,52.962%,8.885%,2.265%,0.523%
846,15734,6.154%,26.923%,12.308%,49.231%,5.385%,0.000000%,94.364979%,-100.000000%,-100.000000%,25.385357%
847,15739,5.405%,8.784%,6.757%,31.081%,39.865%,5.405%,2.703%,2.247191%,-100.000000%,-86.675795%
848,15741,9.524%,9.524%,19.048%,61.905%,0.000%,10.000000%,-100.000000%,-40.707287%,-100.000000%,-100.000000%
849,15742,0.000%,6.250%,5.921%,8.882%,10.855%,42.763%,15.132%,8.553%,1.645%,2.076125%
850,15745,20.513%,12.821%,12.821%,43.590%,17.647059%,-100.000000%,4.634199%,-28.078842%,-100.000000%,-160.000000%
851,15746,14.545%,9.091%,12.727%,12.727%,50.909%,24.242424%,-100.000000%,43.739910%,-100.000000%,-100.000000%
852,15747,0.000%,0.000%,3.121%,15.745%,8.369%,10.922%,52.340%,4.823%,4.681%,0.000%
853,15748,0.200%,0.280%,4.402%,13.205%,8.964%,14.846%,46.098%,5.962%,4.722%,1.321%
854,15750,0.000%,19.048%,69.841%,11.111%,0.000000%,-100.000000%,-100.000000%,-100.000000%,-100.000000%,57.826%
855,15752,11.614335%,10.459911%,34.780899%,29.333279%,11.652542%,3.884861%,2.944162%,0.000000%,11.614335%,10.966694%
856,15754,11.397%,51.838%,31.250%,0.000%,5.515%,12.204724%,0.000%,12.205%,0.000%,25.000%
857,15756,14.493%,23.188%,56.522%,5.797%,0.000%,0.000000%,-100.000000%,-100.000000%,-100.000000%,-100.000000%
858,15757,0.000%,2.893%,8.318%,9.584%,7.595%,62.568%,7.052%,0.904%,1.085%,4.007286%
859,15759,1.415%,2.170%,3.396%,9.245%,9.151%,11.321%,50.566%,4.906%,6.415%,1.415%
860,15761,70.000%,0.000%,0.000%,0.000000%,-100.000000%,-100.000000%,-100.000000%,-100.000000%,70.833%,79.069767%
861,15765,1.623%,5.519%,19.156%,11.364%,13.149%,39.286%,8.604%,1.299%,0.000%,5.194805%
862,15767,0.076%,0.821%,3.782%,12.187%,10.201%,12.837%,47.545%,7.125%,4.145%,1.280%
863,15771,0.000%,0.000%,11.182%,11.502%,9.585%,7.987%,46.326%,8.946%,4.473%,9.345794%
864,15772,0.000%,3.740%,6.496%,9.252%,10.433%,49.803%,8.268%,9.252%,2.756%,3.794643%
865,15774,8.750%,0.000%,2.054%,16.607%,7.679%,14.196%,45.357%,4.286%,0.000%,1.071%
866,15777,0.000%,73.469%,0.000000%,0.000%,0.000%,0.000%,100.000%,100.000000%,0.000000%,19.024390%
867,15783,50.000%,0.000%,38.889%,11.111%,0.000000%,-100.000000%,-100.000000%,-100.000000%,-100.000000%,58.182%
868,15920,8.633%,8.633%,17.266%,15.468%,38.129%,10.072%,1.799%,11.029412%,-80.709641%,-34.603626%
869,15929,0.000%,43.750%,12.500%,43.750%,0.000000%,10.914%,16.865%,0.000000%,0.000000%,0.000000%
870,15944,0.000%,0.334%,2.087%,10.768%,10.601%,14.190%,51.002%,7.679%,2.254%,1.085%
871,15949,5.587%,2.235%,15.084%,65.363%,6.704%,2.235%,2.793%,2.000000%,-100.000000%,-88.141457%
872,15954,4.348%,7.638%,13.984%,12.103%,48.766%,10.341%,2.233%,0.588%,14.240000%,-96.312708%
873,15957,12.227%,9.607%,9.607%,9.170%,46.725%,11.354%,1.310%,0.000%,3.940887%,-36.368608%
874,15961,0.342%,2.055%,3.082%,6.849%,7.877%,14.384%,54.795%,8.219%,1.712%,0.685%
875,16211,5.172%,5.172%,0.000%,25.862%,53.448%,10.345%,0.000%,0.000000%,5.726005%,-100.000000%
876,16222,0.246%,1.968%,10.947%,8.241%,12.054%,51.415%,4.059%,10.701%,0.369%,8.641975%
877,16246,13.953%,5.814%,4.651%,60.465%,15.116%,0.000%,19.565217%,-21.460682%,16.007481%,-37.668329%
878,16256,0.683%,0.456%,4.556%,3.872%,5.923%,3.872%,27.335%,6.606%,43.736%,2.961%
879,16901,1.150%,1.277%,10.833%,15.176%,8.738%,14.997%,38.682%,6.515%,1.891%,0.741%
880,16911,2.685%,16.107%,9.396%,14.765%,39.597%,17.450%,0.000%,6.666667%,-87.617675%,-60.471525%
881,16912,2.048%,4.266%,17.235%,10.068%,22.014%,37.372%,6.485%,0.000%,0.512%,11.320755%
882,16914,0.000%,2.474%,4.818%,13.542%,9.505%,16.667%,42.969%,6.771%,2.474%,0.781%
883,16917,0.000%,0.000%,5.505%,16.972%,13.303%,22.018%,36.009%,3.440%,0.688%,2.064%
884,16920,3.679%,10.118%,7.884%,15.900%,49.671%,10.644%,1.051%,1.051%,8.264463%,-40.808007%
885,16921,0.000%,1.064%,1.064%,6.383%,12.766%,21.809%,53.191%,3.723%,0.000%,2.617801%
886,16928,0.000%,0.000%,5.206%,11.714%,8.243%,17.354%,48.373%,5.640%,1.952%,1.518%
887,16929,0.680%,0.000%,9.173%,12.797%,12.571%,19.479%,38.618%,5.549%,0.793%,0.340%
888,16930,0.647%,0.431%,9.698%,13.578%,11.853%,20.690%,39.871%,3.233%,0.000%,0.000%
889,16932,1.250%,4.583%,25.833%,1.250%,17.500%,43.750%,4.583%,0.000%,1.250%,18.857143%
890,16933,1.049%,0.612%,11.369%,16.834%,9.401%,14.342%,42.414%,3.192%,0.437%,0.350%
891,16935,0.633%,7.595%,12.236%,10.549%,12.869%,46.835%,8.650%,0.000%,0.633%,7.598039%
892,16936,0.000%,0.447%,4.769%,8.346%,9.091%,19.672%,44.560%,8.346%,3.577%,1.192%
893,16938,1.544%,4.633%,12.741%,10.811%,20.849%,37.838%,8.494%,3.089%,0.000%,8.239700%
894,16939,6.186%,10.309%,6.186%,16.495%,56.701%,2.062%,2.062%,13.114754%,-76.505332%,-22.239065%
895,16940,10.417%,15.625%,0.000%,23.958%,30.208%,10.417%,9.375%,10.447761%,-40.884384%,-38.052390%
896,16942,2.649%,10.596%,13.576%,9.934%,50.662%,10.596%,1.987%,8.955224%,-87.533442%,-46.902048%
897,16943,0.000%,5.422%,3.614%,3.614%,13.253%,54.819%,15.663%,2.410%,1.205%,0.000000%
898,16946,0.000%,1.305%,4.864%,13.286%,6.762%,15.658%,44.247%,11.151%,2.372%,0.356%
899,16947,0.049%,0.635%,6.106%,12.653%,9.966%,15.437%,41.768%,6.937%,3.029%,3.420%
900,16950,0.000%,0.370%,4.296%,7.333%,9.630%,13.111%,48.444%,13.259%,3.259%,0.296%
901,17724,0.316%,0.126%,4.991%,9.033%,9.981%,13.708%,48.073%,9.918%,3.411%,0.442%
902,17727,6.250%,18.750%,9.375%,21.875%,37.500%,0.000%,6.250%,32.352941%,10.526%,32.353%
903,17765,0.783%,0.783%,16.971%,10.444%,10.444%,45.431%,13.316%,1.305%,0.522%,7.988166%
904,15828,6.542%,7.477%,17.757%,17.757%,38.318%,6.542%,2.804%,2.804%,9.565217%,-35.211674%
905,16217,0.000%,27.273%,9.091%,3.030%,48.485%,9.091%,3.030%,14.285714%,77.346848%,-15.296125%
906,16239,0.000%,5.382%,9.549%,3.125%,16.493%,55.208%,7.813%,0.694%,1.736%,3.959484%
907,16321,0.000%,7.143%,0.000%,92.857%,0.000%,17.391304%,0.000%,17.391%,0.000%,0.000%
908,16322,7.143%,2.381%,90.476%,4.166667%,-100.000000%,-75.294703%,-100.000000%,-100.000000%,"1,000.000000%",9.756%
909,16341,0.424%,6.215%,11.017%,11.441%,15.960%,48.729%,3.531%,0.989%,1.695%,10.553633%
910,16347,0.741%,14.074%,8.519%,13.827%,54.815%,7.531%,0.247%,0.247%,4.755614%,-34.706030%
911,16351,0.162%,0.162%,4.221%,6.006%,7.468%,24.188%,50.325%,6.494%,0.487%,0.487%
912,16353,0.384%,0.192%,6.238%,7.102%,9.309%,12.956%,50.192%,7.965%,5.662%,0.000%
913,16370,15.278%,0.000%,1.389%,13.889%,63.889%,5.556%,0.000%,4.938272%,-100.000000%,-70.719648%
914,17810,0.989%,0.247%,5.933%,13.597%,8.529%,15.822%,40.544%,7.664%,6.180%,0.494%
915,17829,1.149%,4.598%,9.195%,5.747%,59.770%,10.345%,9.195%,11.250000%,-100.000000%,-33.295698%
916,17835,0.000%,0.000%,14.563%,15.534%,50.485%,16.505%,0.000%,2.913%,0.000000%,-100.000000%
917,17837,4.127%,1.818%,11.033%,19.741%,9.442%,10.439%,31.684%,6.714%,4.529%,0.472%
918,17844,0.504%,0.280%,5.736%,12.255%,10.520%,14.018%,41.074%,8.562%,6.072%,0.979%
919,17845,0.375%,1.125%,2.625%,6.125%,6.750%,15.375%,49.375%,12.125%,5.250%,0.875%
920,17855,0.543%,0.000%,2.717%,15.761%,11.685%,13.587%,47.554%,7.609%,0.000%,0.543%
921,17856,1.828%,14.447%,6.789%,6.876%,63.969%,4.787%,1.305%,6.438792%,-38.009840%,-61.822657%
922,17870,2.122%,2.426%,6.708%,12.204%,10.271%,15.312%,37.199%,8.926%,3.714%,1.118%
923,17880,21.951%,7.317%,2.439%,29.268%,39.024%,34.615385%,-100.000000%,105.244005%,-100.000000%,-100.000000%
924,17885,4.615%,18.462%,23.077%,53.846%,0.000000%,-41.513274%,-100.000000%,-100.000000%,-100.000000%,"-1,000.000000%"
925,17886,5.556%,0.000%,8.466%,9.524%,12.698%,51.587%,7.143%,5.026%,10.679612%,-100.000000%
926,17887,42.308%,57.692%,0.000000%,10.914%,16.865%,51.724138%,0.000000%,24.793388%,14.831804%,11.614335%
927,17889,1.050%,0.840%,9.454%,18.487%,10.294%,12.185%,35.294%,3.466%,8.193%,0.735%
928,17003,0.107%,0.533%,8.131%,13.330%,8.958%,14.023%,45.081%,5.519%,3.626%,0.693%
929,17010,0.000%,0.000000%,21.391%,25.668%,100.000000%,100.000000%,51.470588%,13.020590%,10.459911%,5.174771%
930,17016,0.000%,2.041%,3.855%,3.855%,10.204%,72.562%,5.442%,2.041%,0.000000%,28.602392%
931,17026,0.000%,3.178%,9.380%,8.992%,18.450%,47.829%,7.287%,2.868%,2.016%,12.969925%
932,17028,2.397%,4.298%,6.198%,9.008%,9.174%,13.388%,43.636%,11.901%,0.000%,0.000%
933,17033,2.459%,4.631%,14.229%,29.176%,7.841%,11.466%,25.535%,2.954%,1.501%,0.208%
934,17038,0.457%,0.000%,3.442%,8.957%,13.207%,20.864%,46.048%,5.093%,1.054%,0.878%
935,17039,36.000%,0.000%,64.000%,0.000%,27.272727%,0.000%,27.273%,0.000%,36.000%,100.000000%
936,17041,29.730%,37.838%,32.432%,0.000000%,52.174%,0.000%,0.000%,0.000%,100.000%,100.000000%
937,17042,0.617%,1.234%,9.044%,14.270%,7.367%,15.598%,39.718%,7.513%,3.433%,1.205%
938,17046,0.028%,0.446%,2.601%,7.562%,7.301%,16.470%,46.317%,14.231%,4.199%,0.845%
939,17064,0.000%,14.451%,16.474%,24.277%,2.023%,22.543%,19.942%,0.289%,0.000%,22.685185%
940,17067,0.116%,0.000%,4.147%,7.422%,7.616%,13.140%,47.868%,11.783%,4.961%,2.946%
941,17073,0.533%,1.006%,2.367%,9.349%,5.266%,12.663%,52.840%,11.065%,3.314%,1.598%
942,17077,0.000000%,0.000%,0.000%,0.000%,100.000000%,0.000000%,0.000000%,13.148874%,11.614335%,10.459911%
943,17078,0.515%,2.415%,10.602%,19.255%,9.462%,15.370%,35.176%,5.160%,1.740%,0.306%
944,17083,0.000000%,0.000000%,0.000000%,13.968156%,11.614335%,9.386973%,0.000000%,33.644618%,29.333279%,19.858920%
945,17087,0.000%,0.691%,2.073%,14.116%,8.786%,13.129%,44.620%,10.464%,5.726%,0.395%
946,17088,3.492%,0.000%,7.619%,11.429%,56.825%,14.286%,6.349%,0.000%,10.784314%,-13.323725%
947,17545,0.212%,0.749%,5.779%,17.287%,8.325%,15.227%,39.666%,8.275%,4.206%,0.275%
948,17963,0.152%,0.091%,5.078%,10.064%,10.946%,18.607%,45.485%,6.050%,2.432%,1.095%
949,19551,0.392%,0.616%,7.339%,11.148%,9.692%,16.919%,43.193%,8.179%,1.849%,0.672%
950,15012,0.624%,1.425%,9.015%,13.273%,13.825%,14.805%,41.707%,4.240%,0.837%,0.249%
951,15401,0.202%,0.372%,4.843%,11.845%,10.972%,15.322%,45.828%,6.727%,3.032%,0.857%
952,15410,5.333%,3.200%,9.067%,19.467%,56.000%,1.867%,5.067%,0.000000%,-100.000000%,-100.000000%
953,15413,8.145%,19.005%,3.620%,53.846%,11.312%,4.072%,10.404624%,-100.000000%,-38.308160%,-29.701123%
954,15417,0.295%,0.177%,8.491%,14.269%,8.402%,14.004%,45.106%,6.810%,1.887%,0.560%
955,15420,0.000%,27.586%,24.138%,39.655%,8.621%,0.000000%,252.420018%,-100.000000%,-100.000000%,-100.000000%
956,15421,338.226630%,"1,000.000000%",0.000000%,0.000000%,0.000000%,12.960077%,11.614335%,6.653386%,0.000000%,33.644618%
957,15422,53.125%,34.375%,0.000000%,0.000%,0.000%,0.000%,100.000000%,-34.375000%,0.000000%,16.445324%
958,15424,0.755%,0.000%,6.164%,10.566%,7.799%,13.836%,48.050%,8.805%,2.138%,1.887%
959,15425,0.656%,0.070%,4.593%,9.619%,11.783%,13.863%,48.318%,6.869%,2.820%,1.410%
960,15428,1.292%,0.258%,2.326%,7.623%,12.016%,14.212%,51.938%,9.044%,0.775%,0.517%
961,15430,15.152%,5.051%,5.051%,26.263%,48.485%,0.000%,0.000000%,-100.000000%,-100.000000%,-100.000000%
962,15431,0.000%,0.000%,1.887%,9.304%,9.109%,10.995%,52.505%,12.622%,3.253%,0.325%
963,15433,0.000%,0.000%,18.456%,10.403%,0.000%,64.094%,7.047%,5.571848%,161.797727%,-66.963005%
964,15435,0.000%,7.000%,0.000%,47.500%,22.000%,16.000%,3.000%,4.500%,0.000000%,94.955754%
965,15436,0.000%,0.280%,3.735%,9.524%,9.617%,13.445%,49.113%,7.096%,7.190%,4.738155%
966,15437,2.464%,0.000%,8.623%,7.839%,10.414%,17.469%,46.473%,4.479%,2.240%,9.263959%
967,15438,3.060%,0.000%,5.702%,5.285%,12.517%,15.160%,46.036%,11.127%,0.834%,0.278%
968,15440,18.333%,55.000%,0.000000%,-100.000000%,-100.000000%,-100.000000%,-100.000000%,0.000000%,0.000000%,0.000000%
969,15442,0.000%,3.852%,8.937%,18.798%,13.713%,41.911%,12.789%,0.000%,0.000%,5.938697%
970,15443,27.711%,54.217%,18.072%,0.000%,0.000000%,0.000%,0.000%,0.000%,100.000000%,-22.727273%
971,15444,50.000%,50.000%,0.000000%,-100.000000%,-100.000000%,-100.000000%,-100.000000%,60.432%,0.000000%,-50.000000%
972,15445,0.929%,1.764%,2.971%,9.564%,8.542%,14.485%,54.132%,7.614%,0.000%,0.000%
973,15446,20.513%,50.641%,0.000000%,49.342%,0.000%,50.000%,26.667%,50.000000%,0.000000%,58.024691%
974,15447,25.000%,0.000%,0.000%,75.000%,0.000000%,25.000%,0.000%,0.000%,50.000%,0.000000%
975,15449,31.556%,5.333%,20.000%,40.000%,3.111%,24.264706%,-11.682694%,43.872023%,-100.000000%,108.513074%
976,15450,0.000%,0.000%,0.000%,0.000%,100.000%,0.000%,0.000%,0.000%,2.513465%,-100.000000%
977,15451,0.000%,17.873%,10.181%,63.122%,8.824%,0.000%,21.621622%,-51.347325%,28.200460%,-37.886272%
978,15454,0.000%,0.000000%,10.914%,21.391%,0.000000%,47.826087%,29.729730%,13.020590%,12.313400%,7.130926%
979,15455,6.369%,0.000%,11.465%,67.516%,0.000%,14.650%,12.418301%,-100.000000%,-26.368527%,-100.000000%
980,15456,2.118%,2.855%,8.379%,4.880%,9.945%,55.157%,11.602%,4.696%,0.368%,3.017241%
981,15458,1.728%,1.728%,4.815%,5.556%,11.728%,14.321%,34.198%,22.593%,3.333%,8.880779%
982,15459,0.756%,3.025%,2.457%,10.397%,16.257%,52.174%,9.452%,5.482%,0.000%,7.710280%
983,15460,6.897%,6.897%,58.621%,27.586%,6.666667%,-100.000000%,-60.471525%,-100.000000%,-100.000000%,"-1,000.000000%"
984,15461,0.469%,0.587%,3.697%,8.568%,5.282%,13.498%,53.228%,11.444%,3.052%,0.176%
985,15462,49.635%,0.000%,13.139%,37.226%,0.000000%,-100.000000%,-100.000000%,-100.000000%,-100.000000%,45.183%
986,15463,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
987,15464,0.972%,11.669%,14.749%,6.645%,49.433%,10.373%,6.159%,0.000%,13.350126%,-73.913394%
988,15466,0.000%,9.091%,10.303%,12.727%,58.182%,9.697%,0.000%,2.857143%,-76.505332%,-83.059225%
989,15467,17.647%,7.843%,62.745%,11.765%,0.000000%,-100.000000%,-100.000000%,-100.000000%,-100.000000%,22.124%
990,15468,5.760%,7.743%,11.331%,15.486%,46.742%,7.271%,5.666%,0.000%,10.319767%,-57.165209%
991,15469,3.516%,0.769%,1.429%,2.967%,5.055%,8.132%,56.264%,12.967%,3.956%,4.945%
992,15470,7.931%,8.621%,1.379%,5.517%,71.034%,3.103%,1.724%,0.690%,9.818182%,98.636737%
993,15472,23.958%,16.667%,4.688%,54.688%,0.000000%,82.143%,0.000%,0.000%,0.000000%,0.000000%
994,15473,0.192%,0.256%,4.731%,21.995%,14.386%,8.887%,38.747%,9.079%,1.471%,0.256%
995,15474,0.590%,0.590%,1.622%,9.587%,5.015%,15.487%,50.000%,12.537%,1.770%,2.802%
996,15475,1.746%,4.738%,6.733%,10.224%,5.486%,59.601%,11.471%,0.000%,3.265306%,9.556658%
997,15476,0.000%,0.000%,0.000000%,10.914%,16.865%,0.000000%,100.000000%,49.275362%,18.934585%,12.635920%
