RecordNumber,Zipcode,City,State,Lat,Long
1659,682,URB MIRADERO HLS,PR,18.2,-67.14
1660,682,URB PETITEVILLE,PR,18.2,-67.14
1661,682,URB QUINTO CENTENARIO,PR,18.2,-67.14
1662,682,URB RAMIREZ DE ARELLANO,PR,18.2,-67.14
1663,682,URB SAN JOSE,PR,18.2,-67.14
1664,682,URB SANTA ROSA DE LIMA,PR,18.2,-67.14
1665,682,URB WESTERNLAKE VLG,PR,18.2,-67.14
1666,682,VILLAS DEL OESTE,PR,18.2,-67.14
1667,682,VISTA VERDE,PR,18.2,-67.14
1668,715,MERCEDITA,PR,18,-66.56
1669,715,PONCE,PR,18,-66.56
1670,715,BO CALZADA,PR,18,-66.56
1671,715,BO LA CUARTA,PR,18,-66.56
1672,715,BRISAS DE MARAVILLA,PR,18,-66.56
1673,715,CENTRAL MERCEDITA,PR,18,-66.56
1674,676,MOCA,PR,18.39,-67.11
1675,676,HACIENDA LA MONSERRATE,PR,18.39,-67.11
1676,676,PARC LOMAS VERDES,PR,18.39,-67.11
1677,676,PARC SABANA,PR,18.39,-67.11
1678,676,RES EDAD DORADA,PR,18.39,-67.11
1679,676,URB LAS PALMAS,PR,18.39,-67.11
1680,676,URB LOS ROBLES,PR,18.39,-67.11
1681,676,URB MOCA GDNS,PR,18.39,-67.11
1682,676,VILLA DELOAMIT,PR,18.39,-67.11
1683,676,VILLA MERCEDES,PR,18.39,-67.11
1684,676,VILLA SOTO,PR,18.39,-67.11
1685,687,MOROVIS,PR,18.32,-66.4
1686,687,BRISAS DEL NORTE,PR,18.32,-66.4
1687,687,BRISAS DEL RIO,PR,18.32,-66.4
1688,687,COMUNIDAD JUAN OTERO,PR,18.32,-66.4
1689,687,EXT TORRECILLAS,PR,18.32,-66.4
1690,687,JARD DE MONTELLANO,PR,18.32,-66.4
1691,687,JARD DE ROMANY,PR,18.32,-66.4
1692,687,JARD DE RUSSE,PR,18.32,-66.4
1693,687,PARC BARAHONA,PR,18.32,-66.4
1694,687,PARC TORRECILLAS,PR,18.32,-66.4
1695,687,PRADERAS DE MOROVIS SUR,PR,18.32,-66.4
1696,687,QTAS DE MOROVIS,PR,18.32,-66.4
1697,687,REPTO LOS TORRES,PR,18.32,-66.4
1698,687,SECT BERIO,PR,18.32,-66.4
1699,687,SECT LA ALIANZA,PR,18.32,-66.4
1700,687,SECT MARRERO,PR,18.32,-66.4
1701,687,SECT PABON,PR,18.32,-66.4
1702,687,URB CRUZ ROSARIO,PR,18.32,-66.4
1703,687,URB LAS CUMBRES,PR,18.32,-66.4
1704,687,URB ROSE VALLEY,PR,18.32,-66.4
1705,687,URB RUSSE,PR,18.32,-66.4
1706,687,VALLE BARAHONA,PR,18.32,-66.4
1707,687,VALLES DE SAN LUIS,PR,18.32,-66.4
1708,687,VILLA ROCA,PR,18.32,-66.4
1709,687,VILLAS DEL NORTE,PR,18.32,-66.4
1710,687,VISTA VERDE,PR,18.32,-66.4
1711,718,NAGUABO,PR,18.21,-65.73
1712,718,BRISAS DE NAGUABO,PR,18.21,-65.73
1713,718,HACIENDA GRANDE,PR,18.21,-65.73
1714,718,JARD DE ESPERANZA,PR,18.21,-65.73
1715,718,JARD DE LA VIA,PR,18.21,-65.73
1716,718,JARD DEL ESTE,PR,18.21,-65.73
1717,718,MANS PLAYA HUCARES,PR,18.21,-65.73
1718,718,REPTO SANTIAGO,PR,18.21,-65.73
1719,718,URB CASABELLA,PR,18.21,-65.73
1720,718,URB CITY PALACE,PR,18.21,-65.73
1721,718,URB DIPLO,PR,18.21,-65.73
1722,718,URB JUAN MENDOZA,PR,18.21,-65.73
1723,718,URB PROMISED LAND,PR,18.21,-65.73
1724,718,URB RAMON RIVERO,PR,18.21,-65.73
1725,718,URB SANTO TOMAS,PR,18.21,-65.73
1726,718,VILLA DEL ROSARIO,PR,18.21,-65.73
1727,719,NARANJITO,PR,18.3,-66.24
1728,719,JARD DE NARANJITO,PR,18.3,-66.24
1729,720,OROCOVIS,PR,18.22,-66.39
1730,720,ALT DE OROCOVIS,PR,18.22,-66.39
1731,720,URB SANTA TERESITA,PR,18.22,-66.39
1732,720,VILLAS DE OROCOVIX I,PR,18.22,-66.39
1733,720,VILLAS DE OROCOVIX II,PR,18.22,-66.39
1734,723,PATILLAS,PR,18,-66.01
1735,723,JARD DE MAMEY,PR,18,-66.01
1736,723,JARD DE PATILLAS,PR,18,-66.01
1737,723,PARQ DEL SOL,PR,18,-66.01
1738,723,PORTALES DE JACABOA,PR,18,-66.01
1739,723,URB EL PARAISO,PR,18,-66.01
1740,723,URB MARIANI,PR,18,-66.01
1741,723,URB SAN BENITO,PR,18,-66.01
1742,723,URB SAN JOSE,PR,18,-66.01
1743,723,URB SAN MARTIN,PR,18,-66.01
1744,723,VALLE ALTO,PR,18,-66.01
1745,723,VALLE DE LA PROVIDENCIA,PR,18,-66.01
1746,723,VILLAS DE PATILLAS,PR,18,-66.01
1747,624,PENUELAS,PR,18.06,-66.72
1748,624,ALT DE PENUELAS II,PR,18.06,-66.72
1749,624,ALTS DE PENUELAS,PR,18.06,-66.72
1750,624,BRISAS DE GUAYANES,PR,18.06,-66.72
1751,624,COLINAS DE PENUELAS,PR,18.06,-66.72
1752,624,EXT ALTS DE PENUELAS II,PR,18.06,-66.72
1753,624,JARD DE PENUELAS,PR,18.06,-66.72
1754,624,REPTO KENNEDY,PR,18.06,-66.72
1755,624,SECT MAL PASO,PR,18.06,-66.72
1756,624,URB EL MADRIGAL,PR,18.06,-66.72
1757,624,URB GUAYANES,PR,18.06,-66.72
1758,624,URB MONTE VERDE,PR,18.06,-66.72
1759,624,URB PENUELAS VALLEY,PR,18.06,-66.72
1760,624,URB RIO SOL,PR,18.06,-66.72
1761,624,URB RIVERSIDE,PR,18.06,-66.72
1762,624,URB SAGRADO CORAZON,PR,18.06,-66.72
1763,624,VILLA ESMERALDA,PR,18.06,-66.72
1764,624,VISTA BAHIA,PR,18.06,-66.72
1765,716,PONCE,PR,17.98,-66.6
1766,716,MERCEDITA,PR,17.98,-66.6
1767,716,BO BUCANA,PR,17.98,-66.6
1768,716,BO CAMPO ALEGRE,PR,17.98,-66.6
1769,716,BO SABANETAS,PR,17.98,-66.6
1770,716,BO TENERIAS,PR,17.98,-66.6
1771,716,COMUNIDAD TABAIBA,PR,17.98,-66.6
1772,716,EST DEL CARMEN,PR,17.98,-66.6
1773,716,EXT ALHAMBRA,PR,17.98,-66.6
1774,716,EXT ALTA VISTA,PR,17.98,-66.6
1775,716,EXT VILLA DEL CARMEN,PR,17.98,-66.6
1776,716,JARD ALHAMBRA,PR,17.98,-66.6
1777,716,JARD FAGOT,PR,17.98,-66.6
1778,716,PARC AMALIA MARIN,PR,17.98,-66.6
1779,716,PARC SABANETAS,PR,17.98,-66.6
1780,716,PARQ DEL RIO,PR,17.98,-66.6
1781,716,REPTO ANAIDA,PR,17.98,-66.6
1782,716,REPTO SABANETAS,PR,17.98,-66.6
1783,716,SECT LOS POTES,PR,17.98,-66.6
1784,716,SECT PLAYITA,PR,17.98,-66.6
1785,716,SECT SALISTRAL,PR,17.98,-66.6
1786,716,URB ALHAMBRA,PR,17.98,-66.6
1787,716,URB ALHAMBRA CT,PR,17.98,-66.6
1788,716,URB ALTA VISTA,PR,17.98,-66.6
1789,716,URB ANAIDA,PR,17.98,-66.6
1790,716,URB BELLA VISTA,PR,17.98,-66.6
1791,716,URB CAMINO DEL SUR,PR,17.98,-66.6
1792,716,URB COSTA CARIBE,PR,17.98,-66.6
1793,716,URB COSTA SABANA,PR,17.98,-66.6
1794,716,URB EL MONTE,PR,17.98,-66.6
1795,716,URB FLAMBOYANES,PR,17.98,-66.6
1796,716,URB LAS MONJITAS,PR,17.98,-66.6
1797,716,URB LIRIOS DEL SUR,PR,17.98,-66.6
1798,716,URB LOS ALMENDROS,PR,17.98,-66.6
1799,716,URB LOS CAOBOS,PR,17.98,-66.6
1800,716,URB SAGRADO CORAZON,PR,17.98,-66.6
1801,716,URB SAN TOMAS,PR,17.98,-66.6
1802,716,URB SANTA CLARA,PR,17.98,-66.6
1803,716,VALLE REAL,PR,17.98,-66.6
1804,716,VALLE VERDE,PR,17.98,-66.6
1805,716,VILLA DE JUAN,PR,17.98,-66.6
1806,716,VILLA DEL CARMEN,PR,17.98,-66.6
1807,716,VILLA DEL SAGRADO CORAZON,PR,17.98,-66.6
1808,716,VILLA ESPERANZA,PR,17.98,-66.6
1809,716,VILLA FLORES,PR,17.98,-66.6
1810,716,VILLA PAMPANOS,PR,17.98,-66.6
1811,716,VILLA TABAIBA,PR,17.98,-66.6
1812,716,VISTA POINT,PR,17.98,-66.6
1813,716,VISTAS DEL MAR,PR,17.98,-66.6
1814,717,PONCE,PR,17.98,-66.6
1815,717,BDA BELGICA,PR,17.98,-66.6
1816,717,BDA MARIANI,PR,17.98,-66.6
1817,717,BDA SALAZAR,PR,17.98,-66.6
1818,717,BDA SANTA ROSA,PR,17.98,-66.6
1819,717,BO CARACOLES,PR,17.98,-66.6
1820,717,BO CUATRO CALLES,PR,17.98,-66.6
1821,717,BO SAN ANTON,PR,17.98,-66.6
1822,717,EXT SALAZAR,PR,17.98,-66.6
1823,717,REPTO UNIVERSITARIO,PR,17.98,-66.6
1824,717,URB BUENA VISTA,PR,17.98,-66.6
1825,717,URB CONSTANCIA,PR,17.98,-66.6
1826,717,URB CONSTANCIA GDNS,PR,17.98,-66.6
1827,717,URB EL BOSQUE,PR,17.98,-66.6
1828,717,URB LOS MAESTROS,PR,17.98,-66.6
1829,717,URB MARIANI,PR,17.98,-66.6
1830,717,URB MERCEDITA,PR,17.98,-66.6
1831,717,URB PATIO LABOY,PR,17.98,-66.6
1832,717,URB PERLA DEL SUR,PR,17.98,-66.6
1833,717,URB SAN ANTONIO,PR,17.98,-66.6
1834,717,URB SAN JORGE,PR,17.98,-66.6
1835,717,URB SANTA MARIA,PR,17.98,-66.6
1836,717,URB STARLIGHT,PR,17.98,-66.6
1837,717,VILLA GRILLASCA,PR,17.98,-66.6
1838,717,VISTA ALEGRE,PR,17.98,-66.6
1839,728,PONCE,PR,17.98,-66.6
1840,728,BDA BALDORIOTY,PR,17.98,-66.6
1841,728,BO MAGUEYES,PR,17.98,-66.6
1842,728,BOSQUE SENORIAL,PR,17.98,-66.6
1843,728,BRISAS DEL MAR,PR,17.98,-66.6
1844,728,COMUNIDAD PUNTA DIAMANTE,PR,17.98,-66.6
1845,728,EXT JARD DEL CARIBE,PR,17.98,-66.6
1846,728,EXT LAS DELICIAS 2,PR,17.98,-66.6
1847,728,EXT PUNTO ORO,PR,17.98,-66.6
1848,728,EXT VILLA PARAISO,PR,17.98,-66.6
1849,728,HACIENDA LA MATILDE,PR,17.98,-66.6
1850,728,HACIENDA LAS LOMAS,PR,17.98,-66.6
1851,728,JARD DEL CARIBE,PR,17.98,-66.6
1852,728,JARD DEL CARIBE 5,PR,17.98,-66.6
1853,728,PARC EL TUQUE,PR,17.98,-66.6
1854,728,PARC MAGUEYES,PR,17.98,-66.6
1855,728,PARC NUEVA VIDA,PR,17.98,-66.6
1856,728,PARC NUEVAS MAGUEYES,PR,17.98,-66.6
1857,728,PARC QUEBRADA LIMON,PR,17.98,-66.6
1858,728,QTAS DEL SUR,PR,17.98,-66.6
1859,728,RES CANAS HOUSING,PR,17.98,-66.6
1860,728,RES PERLA DEL BUCANA,PR,17.98,-66.6
1861,728,SECT LA COTORRA,PR,17.98,-66.6
1862,728,SECT LAS BATATAS,PR,17.98,-66.6
1863,728,SECT LAS CUCHARAS,PR,17.98,-66.6
1864,728,SECT PLAYITA,PR,17.98,-66.6
1865,728,URB BALDORIOTY,PR,17.98,-66.6
1866,728,URB BARAMAYA,PR,17.98,-66.6
1867,728,URB BELLO HORIZONTE,PR,17.98,-66.6
1868,728,URB CANAS,PR,17.98,-66.6
1869,728,URB CASA MIA,PR,17.98,-66.6
1870,728,URB LA PROVIDENCIA,PR,17.98,-66.6
1871,728,URB LAS DELICIAS,PR,17.98,-66.6
1872,728,URB LAS MARGARITAS,PR,17.98,-66.6
1873,728,URB MORELL CAMPOS,PR,17.98,-66.6
1874,728,URB PUNTO ORO,PR,17.98,-66.6
1875,728,URB RIO CANAS,PR,17.98,-66.6
1876,728,URB SAN ANTONIO,PR,17.98,-66.6
1877,728,URB SAN JOSE,PR,17.98,-66.6
1878,728,VALLE ALTAMIRA,PR,17.98,-66.6
1879,728,VALLE DE ANDALUCIA,PR,17.98,-66.6
1880,728,VALLE DEL REY,PR,17.98,-66.6
1881,728,VILLA DELICIAS,PR,17.98,-66.6
1882,728,VILLA PARAISO,PR,17.98,-66.6
1883,728,VILLA RIO CANAS,PR,17.98,-66.6
1884,730,PONCE,PR,17.98,-66.6
1885,730,ALT DEL MADRIGAL,PR,17.98,-66.6
1886,730,BDA BORINQUEN,PR,17.98,-66.6
1887,730,BDA CLAUSELLS,PR,17.98,-66.6
1888,730,BDA FERRAN,PR,17.98,-66.6
1889,730,BDA TAMARINDO,PR,17.98,-66.6
1890,730,BO LA PONDEROSA,PR,17.98,-66.6
1891,730,BO MAGUEYES,PR,17.98,-66.6
1892,730,BO PUEBLITO NUEVO,PR,17.98,-66.6
1893,730,BO TAMARINDO,PR,17.98,-66.6
1894,730,COMUNIDAD PLAYITA FERRY,PR,17.98,-66.6
1895,730,EST DEL GOLF CLUB,PR,17.98,-66.6
1896,730,EXT EL MADRIGAL,PR,17.98,-66.6
1897,730,EXT LA GUADALUPE,PR,17.98,-66.6
1898,730,EXT QTAS DE MONSERRATE,PR,17.98,-66.6
1899,730,EXT SANTA TERESITA,PR,17.98,-66.6
1900,730,EXT VALLE ALTO,PR,17.98,-66.6
1901,730,JARD DE PONCE,PR,17.98,-66.6
1902,730,LOMAS DE COUNTRY CLUB,PR,17.98,-66.6
1903,730,QTAS DE MONSERRATE,PR,17.98,-66.6
1904,730,SECT CLAUSELL,PR,17.98,-66.6
1905,730,SECT LA PONDEROSA,PR,17.98,-66.6
1906,730,SECT LAS CANITAS,PR,17.98,-66.6
1907,730,SECT PLAYITA,PR,17.98,-66.6
1908,730,URB EL MADRIGAL,PR,17.98,-66.6
1909,730,URB FERRY BARRANCA,PR,17.98,-66.6
1910,730,URB GLENVIEW GDNS,PR,17.98,-66.6
1911,730,URB JACARANDA,PR,17.98,-66.6
1912,730,URB JAIME L DREW,PR,17.98,-66.6
1913,730,URB LA GUADALUPE,PR,17.98,-66.6
1914,730,URB LA LULA,PR,17.98,-66.6
1915,730,URB LA RAMBLA,PR,17.98,-66.6
1916,730,URB LAS MONJITAS,PR,17.98,-66.6
1917,730,URB MORELL CAMPOS,PR,17.98,-66.6
1918,730,URB NUEVO MAMEYES,PR,17.98,-66.6
1919,730,URB SANTA TERESITA,PR,17.98,-66.6
1920,730,URB TIBES,PR,17.98,-66.6
1921,730,VALLE ALTO,PR,17.98,-66.6
1922,730,VILLA DOS RIOS,PR,17.98,-66.6
1923,731,PONCE,PR,17.98,-66.6
1924,731,URB RIBERAS DE BUCANA,PR,17.98,-66.6
1925,731,URB TERRA SENORIAL,PR,17.98,-66.6
1926,732,PONCE,PR,17.98,-66.6
1927,733,PONCE,PR,17.98,-66.6
1928,734,PONCE,PR,17.98,-66.6
1929,740,PUERTO REAL,PR,18.33,-65.63
1930,740,VALLE PUERTO REAL,PR,18.33,-65.63
1931,741,PUNTA SANTIAGO,PR,18.15,-65.76
1932,741,PUNTA STGO,PR,18.15,-65.76
1933,741,URB VERDEMAR,PR,18.15,-65.76
1934,741,VILLA PALMIRA,PR,18.15,-65.76
1935,678,QUEBRADILLAS,PR,18.47,-66.93
1936,678,BO CACAO,PR,18.47,-66.93
1937,678,BRISAS TROPICAL,PR,18.47,-66.93
1938,678,PARC CHIVAS,PR,18.47,-66.93
1939,678,PARC TERRANOVA,PR,18.47,-66.93
1940,678,PARQ DEL RETIRO,PR,18.47,-66.93
1941,678,REPTO KENNEDY,PR,18.47,-66.93
1942,678,URB AVILA,PR,18.47,-66.93
1943,678,URB DOS CEIBAS,PR,18.47,-66.93
1944,678,URB EL RETIRO,PR,18.47,-66.93
1945,678,URB LA ROMANA,PR,18.47,-66.93
1946,678,URB SANTA MARINA,PR,18.47,-66.93
1947,678,VILLA NORMA,PR,18.47,-66.93
1948,677,RINCON,PR,18.34,-67.25
1949,677,COMUNIDAD ESTELLA,PR,18.34,-67.25
1950,677,COMUNIDAD STELLA,PR,18.34,-67.25
1951,677,EXT JARD DE RINCON,PR,18.34,-67.25
1952,677,JARD DE RINCON,PR,18.34,-67.25
1953,677,URB CERRO LOS POBRES,PR,18.34,-67.25
1954,677,URB LAS LOMAS,PR,18.34,-67.25
1955,677,URB PALMA REAL,PR,18.34,-67.25
1956,677,URB SEA BEACH COLONY,PR,18.34,-67.25
1957,677,VILLAS DE LA PRADERA,PR,18.34,-67.25
1958,677,VISTA AZUL,PR,18.34,-67.25
1959,744,RIO BLANCO,PR,18.22,-65.79
1960,721,PALMER,PR,18.37,-65.77
1961,721,RIO GRANDE,PR,18.37,-65.77
1962,745,RIO GRANDE,PR,18.38,-65.83
1963,745,ALT RIO GRANDE,PR,18.38,-65.83
1964,745,BDA SHANGAI,PR,18.38,-65.83
1965,745,HACIENDA LAS GARZAS,PR,18.38,-65.83
1966,745,JARD RIO GRANDE,PR,18.38,-65.83
1967,745,PARC LA DOLORES,PR,18.38,-65.83
1968,745,REPTO COSTA DEL SOL,PR,18.38,-65.83
1969,745,TRUMP FOUNDERS RSDNCS,PR,18.38,-65.83
1970,745,URB CAMBALACHE I,PR,18.38,-65.83
1971,745,URB CAMBALACHE II,PR,18.38,-65.83
1972,745,URB COCO BEACH,PR,18.38,-65.83
1973,745,URB GALATEO,PR,18.38,-65.83
1974,745,URB JOSE H RAMIREZ,PR,18.38,-65.83
1975,745,URB JOSE PH HERNANDEZ,PR,18.38,-65.83
1976,745,URB LOS ARBOLES,PR,18.38,-65.83
1977,745,URB LOS MAESTROS,PR,18.38,-65.83
1978,745,URB PEDREGALES,PR,18.38,-65.83
1979,745,URB PONDEROSA,PR,18.38,-65.83
1980,745,URB RIO GRANDE EST,PR,18.38,-65.83
1981,745,URB RIO GRANDE HLS,PR,18.38,-65.83
1982,745,URB SRA DEL CARMEN,PR,18.38,-65.83
1983,745,VILLA REALIDAD,PR,18.38,-65.83
1984,745,VILLA VIZCAY,PR,18.38,-65.83
1985,745,VILLAS DE RIO GRANDE,PR,18.38,-65.83
1986,745,VISTAS DE RIO GRANDE I,PR,18.38,-65.83
1987,745,VISTAS DE RIO GRANDE II,PR,18.38,-65.83
1988,745,VISTAS DEL MAR,PR,18.38,-65.83
1989,637,SABANA GRANDE,PR,18.08,-66.96
1990,637,ALTS DE SAN JOSE,PR,18.08,-66.96
1991,637,BDA SAN ISIDRO,PR,18.08,-66.96
1992,637,EST DEL RIO,PR,18.08,-66.96
1993,637,EXT SAN JOSE 2,PR,18.08,-66.96
1994,637,PARC MAGINAS,PR,18.08,-66.96
1995,637,PARC SUSUA,PR,18.08,-66.96
1996,637,URB EL ARRENDADO,PR,18.08,-66.96
1997,637,URB LA MILAGROSA,PR,18.08,-66.96
1998,637,URB SAN MIGUEL,PR,18.08,-66.96
1999,637,URB SANTA ANA,PR,18.08,-66.96
2000,637,URB SANTA ELENA,PR,18.08,-66.96
2001,637,URB SANTA MARIA,PR,18.08,-66.96
2002,637,VISTAS DE SABANA GRANDE,PR,18.08,-66.96
2003,688,SABANA HOYOS,PR,18.38,-66.62
2004,688,EST DE SABANA,PR,18.38,-66.62
2005,952,SABANA SECA,PR,18.42,-66.19
2006,952,MANS DEL SOL,PR,18.42,-66.19
2007,751,SALINAS,PR,17.97,-66.29
2008,751,BO COCO NUEVO,PR,17.97,-66.29
2009,751,BO COCO VIEJO,PR,17.97,-66.29
2010,751,BO PLAYITA,PR,17.97,-66.29
2011,751,BO SANTA ANA I,PR,17.97,-66.29
2012,751,BO SANTA ANA III,PR,17.97,-66.29
2013,751,BRISAS DE EVELYMAR,PR,17.97,-66.29
2014,751,EST DE EVELYMAR,PR,17.97,-66.29
2015,751,EXT CARMEN,PR,17.97,-66.29
2016,751,EXT MONSERRATE,PR,17.97,-66.29
2017,751,JARD DE SALINAS,PR,17.97,-66.29
2018,751,SECT CAMPITO,PR,17.97,-66.29
2019,751,URB CORALES DEL MAR,PR,17.97,-66.29
2020,751,URB LA ARBOLEDA,PR,17.97,-66.29
2021,751,URB LA CARMEN,PR,17.97,-66.29
2022,751,URB LAS ANTILLAS,PR,17.97,-66.29
2023,751,URB LAS MERCEDES,PR,17.97,-66.29
2024,751,URB MONSERRATE,PR,17.97,-66.29
2025,751,URB SALIMAR,PR,17.97,-66.29
2026,751,VILLA COFRESI,PR,17.97,-66.29
2027,751,VILLA NATALIA,PR,17.97,-66.29
2028,690,SAN ANTONIO,PR,18.49,-67.09
2029,690,BRISAS DE CAMPO ALEGRE,PR,18.49,-67.09
2030,690,HACIENDA ASTURIAS,PR,18.49,-67.09
2031,690,PARQ IND SAN ANTONIO,PR,18.49,-67.09
2032,690,PASEOS REALES,PR,18.49,-67.09
2033,690,URB NUEVO SAN ANTONIO,PR,18.49,-67.09
2034,690,URB SAN ANTONIO,PR,18.49,-67.09
2035,683,SAN GERMAN,PR,18.08,-67.04
2036,683,EXT MANS SAN GERMAN,PR,18.08,-67.04
2037,683,EXT PARC SABANA ENEAS,PR,18.08,-67.04
2038,683,EXT SANTA MARIA,PR,18.08,-67.04
2039,683,EXT VILLA INTERAMERICANA,PR,18.08,-67.04
2040,683,HACIENDA LA MONSERRATE,PR,18.08,-67.04
2041,683,MANS DE SAN GERMAN,PR,18.08,-67.04
2042,683,MANS REALES,PR,18.08,-67.04
2043,683,PARC SABANA ENEAS,PR,18.08,-67.04
2044,683,PASEOS DEL VALLE,PR,18.08,-67.04
2045,683,REPTO UNIVERSIDAD,PR,18.08,-67.04
2046,683,URB BORINQUEN,PR,18.08,-67.04
2047,683,URB EL CONVENTO,PR,18.08,-67.04
2048,683,URB EL PEDREGAL,PR,18.08,-67.04
2049,683,URB EL REAL,PR,18.08,-67.04
2050,683,URB LA NUEVA SALAMANCA,PR,18.08,-67.04
2051,683,URB LA QUINTA DR VELEZ,PR,18.08,-67.04
2052,683,URB LAS QUINTAS,PR,18.08,-67.04
2053,683,URB LOS SAUCES,PR,18.08,-67.04
2054,683,URB MONTEBELLO,PR,18.08,-67.04
2055,683,URB PORTA COELI,PR,18.08,-67.04
2056,683,URB RETIRO,PR,18.08,-67.04
2057,683,URB RIVERSIDE,PR,18.08,-67.04
2058,683,URB SANTA MARIA,PR,18.08,-67.04
2059,683,VALLE VERDE,PR,18.08,-67.04
2060,683,VILLA AUXERRE,PR,18.08,-67.04
2061,683,VILLA INTERAMERICANA,PR,18.08,-67.04
2062,901,SAN JUAN,PR,18.4,-66.06
2063,901,OLD SAN JUAN,PR,18.4,-66.06
2064,901,VIEJO SAN JUAN,PR,18.4,-66.06
2065,901,VIEJO SN JUAN,PR,18.4,-66.06
2066,902,SAN JUAN,PR,18.4,-66.06
2067,902,OLD SAN JUAN,PR,18.4,-66.06
2068,902,VIEJO SAN JUAN,PR,18.4,-66.06
2069,902,VIEJO SN JUAN,PR,18.4,-66.06
2070,906,SAN JUAN,PR,18.4,-66.06
2071,906,PTA DE TIERRA,PR,18.4,-66.06
2072,906,PUERTA DE TIERRA,PR,18.4,-66.06
2073,907,SAN JUAN,PR,18.4,-66.06
2074,907,CONDADO,PR,18.4,-66.06
2075,907,MIRAMAR,PR,18.4,-66.06
2076,907,SANTURCE,PR,18.4,-66.06
2077,907,BDA FIGUEROA,PR,18.4,-66.06
2078,908,SAN JUAN,PR,18.4,-66.06
2079,908,SANTURCE,PR,18.4,-66.06
2080,908,SANTURCE STATION,PR,18.4,-66.06
2081,909,SAN JUAN,PR,18.44,-66.06
2082,909,FDEZ JUNCOS,PR,18.44,-66.06
2083,909,FERNANDEZ JUNCOS,PR,18.44,-66.06
2084,909,MINILLAS,PR,18.44,-66.06
2085,909,SANTURCE,PR,18.44,-66.06
2086,909,URB HIPODROMO,PR,18.44,-66.06
2087,910,SAN JUAN,PR,18.4,-66.06
2088,910,FDEZ JUNCOS,PR,18.4,-66.06
2089,910,FERNANDEZ JUNCOS,PR,18.4,-66.06
2090,911,SAN JUAN,PR,18.4,-66.06
2091,911,LOIZA STREET,PR,18.4,-66.06
2092,911,SANTURCE,PR,18.4,-66.06
2093,912,SAN JUAN,PR,18.4,-66.06
2094,912,SANTURCE,PR,18.4,-66.06
2095,913,SAN JUAN,PR,18.4,-66.06
2096,913,ISLA VERDE,PR,18.4,-66.06
2097,913,SANTURCE,PR,18.4,-66.06
2098,914,SAN JUAN,PR,18.4,-66.06
2099,914,LOIZA STREET,PR,18.4,-66.06
2100,914,SANTURCE,PR,18.4,-66.06
2101,915,SAN JUAN,PR,18.4,-66.06
2102,915,BARRIO OBRERO,PR,18.4,-66.06
2103,915,BO OBRERO,PR,18.4,-66.06
2104,915,SANTURCE,PR,18.4,-66.06
2105,915,BDA BUENA VISTA,PR,18.4,-66.06
2106,915,SECT CANTERA,PR,18.4,-66.06
2107,915,SECT LA PLAYITA,PR,18.4,-66.06
2108,916,SAN JUAN,PR,18.4,-66.06
2109,916,BARRIO OBRERO,PR,18.4,-66.06
2110,916,SANTURCE,PR,18.4,-66.06
2111,917,SAN JUAN,PR,18.4,-66.06
2112,917,HATO REY,PR,18.4,-66.06
2113,917,BDA BITUMUL,PR,18.4,-66.06
2114,917,BDA BUENA VISTA,PR,18.4,-66.06
2115,917,BDA ISRAEL,PR,18.4,-66.06
2116,917,BDA LAS MONJAS,PR,18.4,-66.06
2117,917,SECT EL RELINCHO,PR,18.4,-66.06
2118,917,URB DAVILA & LLENZA,PR,18.4,-66.06
2119,917,URB EL PRADO,PR,18.4,-66.06
2120,917,URB FLORAL PARK,PR,18.4,-66.06
2121,917,URB PEREZ MORRIS,PR,18.4,-66.06
2122,917,URB PINERO,PR,18.4,-66.06
2123,917,URB QUINTANA,PR,18.4,-66.06
2124,917,URB UMPIERRE,PR,18.4,-66.06
2125,918,SAN JUAN,PR,18.4,-66.06
2126,918,BDA TOKIO,PR,18.4,-66.06
2127,918,EXT ROOSEVELT,PR,18.4,-66.06
2128,918,PARQ CENTRAL,PR,18.4,-66.06
2129,918,URB BALDRICH,PR,18.4,-66.06
2130,918,URB EL VEDADO,PR,18.4,-66.06
2131,918,URB HYDE PK,PR,18.4,-66.06
2132,918,URB JB HUYKE,PR,18.4,-66.06
2133,918,URB LOS INGENIEROS,PR,18.4,-66.06
2134,918,URB LOS MAESTROS,PR,18.4,-66.06
2135,918,URB ROOSEVELT,PR,18.4,-66.06
2136,918,VILLA PICA,PR,18.4,-66.06
2137,919,SAN JUAN,PR,18.4,-66.06
2138,919,HATO REY,PR,18.4,-66.06
2139,920,SAN JUAN,PR,18.4,-66.06
2140,920,CAPARRA,PR,18.4,-66.06
2141,920,CAPARRA HILLS,PR,18.4,-66.06
2142,920,CAPARRA TER,PR,18.4,-66.06
2143,920,CAPARRA TERRACE,PR,18.4,-66.06
2144,920,PTO NUEVO,PR,18.4,-66.06
2145,920,PUERTO NUEVO,PR,18.4,-66.06
2146,920,BECHARA IND PARK,PR,18.4,-66.06
2147,920,CAPARRA HEIGHTS,PR,18.4,-66.06
2148,920,FORT BUCHANAN,PR,18.4,-66.06
2149,920,GUAYNABO,PR,18.4,-66.06
2150,920,MARIO JULIA IND PARK,PR,18.4,-66.06
2151,920,MONTERREY IND PARK,PR,18.4,-66.06
2152,920,RIO PIEDRAS,PR,18.4,-66.06
2153,920,SAN MIGUEL IND PARK,PR,18.4,-66.06
2154,920,URB ALTAMIRA,PR,18.4,-66.06
