,School Number,Cluster,County,School
1996,8192,0,BRADFORD,TROY INTRMD SCH
1991,6638,0,WASHINGTON,TRINITY MS
155,6344,0,PERRY,BLAIN EL SCH
2119,8353,0,GREENE,WEST GREENE EL CTR
1988,3957,0,SCHUYLKILL,TRI-VALLEY JSHS
1987,5320,0,DAUPHIN,TRI COMMUNITY EL SCH
2118,6161,0,FOREST,WEST FOREST JSHS
62,8214,0,LEHIGH,ARTS ACADEMY CS
2001,6215,0,SOMERSET,TURKEYFOOT VALLEY AR EL
144,6975,0,WASHINGTON,BETHLEHEM-CENTER EL
75,7721,0,CHESTER,AVON GROVE CS
2104,4580,0,YORK,WELLSVILLE CAMPUS
2024,2358,0,INDIANA,UNITED JSHS
2019,1501,0,CLARION,UNION HS
133,1595,0,COLUMBIA,BENTON MIDDLE-SR HIGH SCHOOL
2018,7289,0,ERIE,UNION CITY MS
135,7988,0,WASHINGTON,BENTWORTH MS
2004,7220,0,JUNIATA,TUSCARORA MS
2015,7083,0,LAWRENCE,UNION AREA MS
71,30,0,ALLEGHENY,AVALON EL SCH
2012,7518,0,BLAIR,TYRONE AREA MS
139,6921,0,ADAMS,BERMUDIAN SPRINGS MS
140,6808,0,COLUMBIA,BERWICK AREA MS
2010,7328,0,BERKS,TWIN VALLEY MS
2006,8144,0,BEDFORD,TUSSEY MOUNTAIN JHS
70,6222,0,POTTER,AUSTIN AREA JSHS
72,4165,0,WASHINGTON,AVELLA AREA JSHS
1868,5130,0,BLAIR,SPRING COVE MS
91,7501,0,ALLEGHENY,BANKSVILLE ELEM SCHL
2178,951,0,BLAIR,WILLIAMSBURG COMM JSHS
2213,8175,0,BRADFORD,WYALUSING VALLEY EL SCH
2214,1005,0,BRADFORD,WYALUSING VALLEY JSHS
2219,6390,0,LUZERNE,WYOMING AREA SEC CTR
2223,7611,0,CUMBERLAND,YELLOW BREECHES MID SCH
2224,8131,0,YORK,YORK ACADEMY REGIONAL CHARTER
1729,752,0,BEDFORD,SAXTON-LIBERTY GR SCH
2229,4508,0,WESTMORELAND,YOUGH MS
1723,4101,0,VENANGO,SANDYCREEK EL SCH
1721,2353,0,INDIANA,SALTSBURG MIDDLE/HIGH
1716,5365,0,LEHIGH,SALISBURY MIDDLE SCHOOL
1710,7278,0,CRAWFORD,SAEGERTOWN EL SCH
314,729,0,BEDFORD,CHESTNUT RIDGE MS
315,732,0,BEDFORD,CHESTNUT RIDGE SHS
1707,1811,0,DAUPHIN,RUTHERFORD EL SCH
1705,7677,0,PHILADELPHIA,RUSSELL BYERS CS
1736,7281,0,MCKEAN,SCHOOL STREET EL SCH
318,1153,0,BUTLER,CHICORA EL SCH
305,4235,0,WASHINGTON,CHARTIERS-HOUSTON JS
1739,5264,0,SCHUYLKILL,SCHUYLKILL HAVEN  HS
291,6615,0,FRANKLIN,CHAMBERSBURG AREA MS
2195,1330,0,CENTRE,WINGATE EL SCH
292,2190,0,FRANKLIN,CHAMBERSBURG AREA MS - NORTH
1761,7030,0,BUCKS,SHAFER MS
294,7157,0,WASHINGTON,CHARLEROI AREA MS
2199,7626,0,CENTRE,WONDERLAND CS
295,4339,0,WESTMORELAND,CHARLES A HUSTON MS
1758,4006,0,SOMERSET,SHADE JSHS
229,6594,0,SOMERSET,CAIRNBROOK EL SCH
1757,2310,0,HUNTINGDON,SHADE GAP EL SCH
1755,8235,0,VENANGO,SEVENTH STREET SCH
299,5149,0,LACKAWANNA,CHARLES SUMNER NO18
1750,6817,0,SNYDER,SELINSGROVE AREA MS
2204,1932,0,DELAWARE,WOODLYN EL SCH
1741,3935,0,SCHUYLKILL,SCHUYLKILL HAVEN MS
304,94,0,ALLEGHENY,CHARTIERS VALLEY MS
290,1812,0,DAUPHIN,CHAMBERS HILL EL
319,7741,0,NORTHUMBERLAND,CHIEF SHIKELLAMY SCH
322,5354,0,SUSQUEHANNA,CHOCONUT VALLEY EL SCH
1658,2781,0,LEHIGH,RITTER EL SCH
3,2115,0,FAYETTE,A L WILSON EL SCH
342,8315,0,CLEARFIELD,CLEARFIELD AREA EL SCH
343,6236,0,CLEARFIELD,CLEARFIELD AREA JSHS
344,6837,0,YORK,CLEARVIEW EL SCH
1656,8197,0,WASHINGTON,RINGGOLD EL SCH SOUTH
1654,5033,0,CLARION,RIMERSBURG EL SCH
1653,7218,0,DELAWARE,RIDLEY MS
348,5047,0,FAYETTE,CLIFFORD N PRITTS EL
349,6289,0,LANCASTER,COCALICO MS
2,6933,0,FAYETTE,A J MCMULLEN SCH
350,3057,0,LYCOMING,COCHRAN EL SCH
351,5037,0,CRAWFORD,COCHRANTON AREA EL SCH
1,7691,0,CHESTER,21ST CENTURY CYBER CS
352,1632,0,CRAWFORD,COCHRANTON AREA JSHS
340,4248,0,WASHINGTON,CLAYSVILLE EL SCH
1702,3342,0,MONTGOMERY,RUPERT EL SCH
1659,5093,0,LACKAWANNA,RIVERSIDE EAST EL SCH
1663,6748,0,LACKAWANNA,RIVERSIDE WEST EL SCH
323,7575,0,PHILADELPHIA,CHRISTOPHER COLUMBUS CS
1688,2782,0,LEHIGH,ROOSEVELT EL SCH
1684,12,0,ADAMS,ROLLING ACRES EL SCH
2234,8156,0,ALLEGHENY,YOUNG SCHOLARS OF WESTERN PA CS
1680,6210,0,SOMERSET,ROCKWOOD AREA JSHS
1678,2309,0,HUNTINGDON,ROCKHILL EL SCH
1677,4079,0,TIOGA,ROCK L BUTLER MS
1675,7333,0,BEAVER,ROCHESTER AREA EL SCH
330,1475,0,CLARION,CLARION AREA JSHS
2235,4133,0,WARREN,YOUNGSVILLE EL/ MS
1668,7756,0,DAUPHIN,ROBERT REID ELEM SCHOOL
1667,4952,0,LACKAWANNA,ROBERT MORRIS NO 27
334,6371,0,TIOGA,CLARK WOOD EL SCH
1665,6245,0,CLINTON,ROBB EL SCH
1664,6928,0,ALLEGHENY,RIVERVIEW HS
338,7374,0,BLAIR,CLAYSBURG-KIMMEL EL
1763,8002,0,ALLEGHENY,SHALER AREA MS
2201,8091,0,ALLEGHENY,WOODLAND HILLS ACAD
1848,6937,0,BEAVER,SOUTH SIDE MS
1821,8274,0,SOMERSET,SOMERSET AREA JR-SR HS
2182,8200,0,BUCKS,WILLOW DALE EL SCH
269,5250,0,MONTGOMERY,CEDARBROOK MS
268,6301,0,LEBANON,CEDAR CREST MS
29,1741,0,YORK,ALLEN MS
1804,6727,0,LEHIGH,SLATINGTON EL SCH
1805,5034,0,CLARION,SLIGO EL SCH
1807,6647,0,BUTLER,SLIPPERY ROCK AREA M
1847,4819,0,FAYETTE,SOUTH SIDE EL SCH
263,2797,0,LEHIGH,CATASAUQUA MS
1809,3116,0,MCKEAN,SMETHPORT AREA EL SCH
1841,1099,0,BUCKS,SOUTH MIDDLE SCHOOL
261,3173,0,MERCER,CASE AVENUE EL SCH
1791,1729,0,CUMBERLAND,SHIPPENSBURG AREA MS
2179,6373,0,TIOGA,WILLIAMSON SHS
1833,7699,0,YORK,SOUTH EASTERN MIDDLE SCHOOL
260,7023,0,PHILADELPHIA,CARVER HS ENGINEERING & SCIENCE
1832,6832,0,YORK,SOUTH EASTERN INTRMD SCH
252,1076,0,BUCKS,CARL SANDBURG MS
248,988,0,BRADFORD,CANTON JSHS
1819,7492,0,LUZERNE,SOLOMON/PLAINS EL SCH
1811,2657,0,LANCASTER,SMITH MS
2180,8273,0,LYCOMING,WILLIAMSPORT AREA MS
31,4234,0,WASHINGTON,ALLISON PARK EL SCH
1824,7751,0,ALLEGHENY,SOUTH ALLEGHENY ELEM SCHOOL
254,326,0,ALLEGHENY,CARMALT ACADEMY OF SCI & TECH
1814,6713,0,BRADFORD,SNYDER EL SCH
257,3594,0,PERRY,CARROLL EL SCH
1765,7009,0,NORTHUMBERLAND,SHAMOKIN AREA EL SCH
1789,8181,0,NORTHUMBERLAND,SHIKELLAMY MS
2185,7352,0,LAWRENCE,WILMINGTON AREA MS
1850,3056,0,LYCOMING,SOUTH WILLIAMSPORT AREA JSHS
287,7552,0,CENTRE,CENTRE LEARNING COMM CS
1766,8283,0,NORTHUMBERLAND,SHAMOKIN AREA INTERMEDIATE SCH
285,4544,0,YORK,CENTRAL YORK MS
33,7986,0,BLAIR,ALTOONA AREA JR HS
284,8043,0,BEAVER,CENTRAL VALLEY MS
1770,7398,0,SOMERSET,SHANKSVILLE-STNYCRK MS
282,7590,0,CLINTON,CENTRAL MOUNTAIN MS
23,7615,0,ALLEGHENY,ALLEGHENY TRAD ELEM ACAD
2192,5351,0,NORTHAMPTON,WIND GAP MS
25,4664,0,CLARION,ALLEGHENY-CLARION VA
1861,7525,0,HUNTINGDON,SOUTHSIDE EL
232,8051,0,WASHINGTON,CALIFORNIA AREA INTERMEDIATE M
280,7141,0,LANCASTER,CENTRAL MANOR EL SCH
251,3021,0,LYCOMING,CARL G RENN EL SCH
233,6939,0,WASHINGTON,CALIFORNIA AREA MS
279,4667,0,VENANGO,CENTRAL EL SCH
278,7820,0,DAUPHIN,CENTRAL DAUPHIN MS
1854,7391,0,FULTON,SOUTHERN FULTON EL SCH
1779,8290,0,WARREN,SHEFFIELD AREA EL SCH
1852,7668,0,COLUMBIA,SOUTHERN COLUMBIA MS
236,6646,0,CAMBRIA,CAMBRIA EL SCH
1851,2746,0,LEBANON,SOUTHEAST EL SCH
238,1199,0,CAMBRIA,CAMBRIA HEIGHTS MS
1780,4146,0,WARREN,SHEFFIELD MS/HS
1781,3938,0,SCHUYLKILL,SHENANDOAH VALLEY EL
239,1630,0,CRAWFORD,CAMBRIDGE SPRINGS EL
1783,2708,0,LAWRENCE,SHENANGO AREA JSHS
26,7467,0,CLARION,ALLEGHENY-CLARION VAL ELEM
240,1629,0,CRAWFORD,CAMBRIDGE SPRINGS HS
1815,6451,0,BUCKS,SNYDER MS
1816,1013,0,BUCKS,SNYDER-GIROTTI EL SCH
